Obs#	Eclipse#	Hit_K70A10	Year	Month	Day	EclipseStart	ObservationTime	EclipseEnd	MoonAlt	KrittikkaAlt	AgastyaAlt	Remarks	HitTag	HitCount														
343	102	-	-326	1	13	-00326-01-13T20:56:00	-0326-01-13T21:26:00	-0326-01-14T00:21:00	51	46	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	13														
344	103	-	-325	6	28	-00325-06-28T18:13:00	-0325-06-28T18:13:00	-00325-06-28T21:22:00	2	-59	-15	BreakingSearch. Kritikka is too low to reach zenith	..	13														
345	104	-	-323	5	8	-00323-05-08T17:03:00	-0323-05-08T17:03:00	-00323-05-08T20:07:00	-12	0	21	ContinuingSearch +51 Minutes (moon fast fwd)	.@	13														
346	104	-	-323	5	8	-00323-05-08T17:03:00	-0323-05-08T17:54:00	-00323-05-08T20:07:00	0	-13	16	BreakingSearch. Kritikka is too low to reach zenith	.@	13														
347	105	-	-319	8	20	-00319-08-20T19:13:00	-0319-08-20T19:13:00	-00319-08-20T22:48:00	16	-37	-46	BreakingSearch. Kritikka is too low to reach zenith	..	13														
348	106	-	-318	2	13	-00318-02-13T14:49:00	-0318-02-13T14:49:00	-00318-02-13T18:07:00	-42	66	-3	ContinuingSearch +176 Minutes (moon fast fwd)	..	13														
349	106	-	-318	2	13	-00318-02-13T14:49:00	-0318-02-13T17:45:00	-00318-02-13T18:07:00	-4	70	19	ContinuingSearch +17 Minutes (moon fast fwd)	.@	13														
350	106	-	-318	2	13	-00318-02-13T14:49:00	-0318-02-13T18:02:00	-00318-02-13T18:07:00	0	65	21	ContinuingSearch +30 minutes (normally)	.@	13														
351	106	-	-318	2	13	-00318-02-13T14:49:00	-0318-02-13T18:32:00	-00318-02-13T18:07:00	7	58	23	Breaking Search. Eclipse Over at -00318-02-13T18:07:00	.@	13														
352	107	-	-318	8	9	-00318-08-09T23:21:00	-0318-08-09T23:21:00	-0318-08-10T02:50:00	60	11	-36	ContinuingSearch +30 minutes (normally)	..	13														
353	107	-	-318	8	9	-00318-08-09T23:21:00	-0318-08-09T23:51:00	-0318-08-10T02:50:00	61	18	-33	ContinuingSearch +30 minutes (normally)	..	13														
354	107	-	-318	8	9	-00318-08-09T23:21:00	-0318-08-10T00:21:00	-0318-08-10T02:50:00	61	26	-29	ContinuingSearch +30 minutes (normally)	..	13														
355	107	-	-318	8	9	-00318-08-09T23:21:00	-0318-08-10T00:51:00	-0318-08-10T02:50:00	58	33	-24	ContinuingSearch +30 minutes (normally)	..	13														
356	107	-	-318	8	9	-00318-08-09T23:21:00	-0318-08-10T01:21:00	-0318-08-10T02:50:00	54	40	-20	ContinuingSearch +30 minutes (normally)	..	13														
357	107	-	-318	8	9	-00318-08-09T23:21:00	-0318-08-10T01:51:00	-0318-08-10T02:50:00	49	48	-15	ContinuingSearch +30 minutes (normally)	..	13														
358	107	-	-318	8	9	-00318-08-09T23:21:00	-0318-08-10T02:21:00	-0318-08-10T02:50:00	44	55	-11	ContinuingSearch +30 minutes (normally)	..	13														
359	107	-	-318	8	9	-00318-08-09T23:21:00	-0318-08-10T02:51:00	-0318-08-10T02:50:00	38	62	-6	Breaking Search. Eclipse Over at -0318-08-10T02:50:00	..	13														
360	108	-	-316	6	18	-00316-06-18T17:10:00	-0316-06-18T17:10:00	-00316-06-18T19:21:00	-12	-40	1	ContinuingSearch +50 Minutes (moon fast fwd)	..	13														
361	108	-	-316	6	18	-00316-06-18T17:10:00	-0316-06-18T18:00:00	-00316-06-18T19:21:00	0	-50	-7	ContinuingSearch +2 Minutes (moon fast fwd)	..	13														
362	108	-	-316	6	18	-00316-06-18T17:10:00	-0316-06-18T18:02:00	-00316-06-18T19:21:00	0	-50	-8	ContinuingSearch +1 Minutes (moon fast fwd)	..	13														
363	108	-	-316	6	18	-00316-06-18T17:10:00	-0316-06-18T18:03:00	-00316-06-18T19:21:00	0	-51	-8	BreakingSearch. Kritikka is too low to reach zenith	..	13														
364	109	-	-316	12	13	-00316-12-13T17:37:00	-0316-12-13T17:37:00	-00316-12-13T21:17:00	2	48	-15	ContinuingSearch +30 minutes (normally)	..	13														
365	109	-	-316	12	13	-00316-12-13T17:37:00	-0316-12-13T18:07:00	-00316-12-13T21:17:00	8	56	-10	ContinuingSearch +30 minutes (normally)	..	13														
366	109	-	-316	12	13	-00316-12-13T17:37:00	-0316-12-13T18:37:00	-00316-12-13T21:17:00	15	63	-6	ContinuingSearch +30 minutes (normally)	..	13														
367	109	-	-316	12	13	-00316-12-13T17:37:00	-0316-12-13T19:07:00	-00316-12-13T21:17:00	21	70	-1	ContinuingSearch +30 minutes (normally)	*.	13														
368	109	-	-316	12	13	-00316-12-13T17:37:00	-0316-12-13T19:37:00	-00316-12-13T21:17:00	28	77	3	ContinuingSearch +30 minutes (normally)	*.	13														
369	109	-	-316	12	13	-00316-12-13T17:37:00	-0316-12-13T20:07:00	-00316-12-13T21:17:00	35	84	7	ContinuingSearch +30 minutes (normally)	*.	13														
370	109	Hit	-316	12	13	-00316-12-13T17:37:00	-0316-12-13T20:37:00	-00316-12-13T21:17:00	41	85	11	Found NEW HIT:14	*@	13														
371	110	-	-315	12	2	-00315-12-02T18:23:00	-0315-12-02T18:23:00	-00315-12-02T21:56:00	13	49	-15	ContinuingSearch +30 minutes (normally)	..	14														
372	110	-	-315	12	2	-00315-12-02T18:23:00	-0315-12-02T18:53:00	-00315-12-02T21:56:00	19	56	-10	ContinuingSearch +30 minutes (normally)	..	14														
373	110	-	-315	12	2	-00315-12-02T18:23:00	-0315-12-02T19:23:00	-00315-12-02T21:56:00	26	63	-5	ContinuingSearch +30 minutes (normally)	..	14														
374	110	-	-315	12	2	-00315-12-02T18:23:00	-0315-12-02T19:53:00	-00315-12-02T21:56:00	33	71	0	ContinuingSearch +30 minutes (normally)	*.	14														
375	110	-	-315	12	2	-00315-12-02T18:23:00	-0315-12-02T20:23:00	-00315-12-02T21:56:00	40	78	4	ContinuingSearch +30 minutes (normally)	*.	14														
376	110	-	-315	12	2	-00315-12-02T18:23:00	-0315-12-02T20:53:00	-00315-12-02T21:56:00	47	84	8	ContinuingSearch +30 minutes (normally)	*.	14														
377	110	Hit	-315	12	2	-00315-12-02T18:23:00	-0315-12-02T21:23:00	-00315-12-02T21:56:00	53	85	11	Found NEW HIT:15	*@	14														
378	111	-	-311	9	20	-00311-09-20T17:09:00	-0311-09-20T17:09:00	-00311-09-20T20:33:00	-9	-37	-46	ContinuingSearch +40 Minutes (moon fast fwd)	..	15														
379	111	-	-311	9	20	-00311-09-20T17:09:00	-0311-09-20T17:49:00	-00311-09-20T20:33:00	0	-28	-47	BreakingSearch. Kritikka is too low to reach zenith	..	15														
380	112	-	-308	7	19	-00308-07-19T19:19:00	-0308-07-19T19:19:00	-00308-07-19T23:01:00	16	-60	-36	BreakingSearch. Kritikka is too low to reach zenith	..	15														
381	113	-	-307	1	13	-00307-01-13T20:37:00	-0307-01-13T20:37:00	-00307-01-13T23:51:00	40	57	24	ContinuingSearch +30 minutes (normally)	.@	15														
382	113	-	-307	1	13	-00307-01-13T20:37:00	-0307-01-13T21:07:00	-00307-01-13T23:51:00	47	50	25	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	15														
383	114	-	-304	5	8	-00304-05-08T14:34:00	-0304-05-08T14:34:00	-00304-05-08T18:13:00	-48	35	27	ContinuingSearch +199 Minutes (moon fast fwd)	.@	15														
384	114	-	-304	5	8	-00304-05-08T14:34:00	-0304-05-08T17:53:00	-00304-05-08T18:13:00	-1	-12	16	ContinuingSearch +5 Minutes (moon fast fwd)	.@	15														
385	114	-	-304	5	8	-00304-05-08T14:34:00	-0304-05-08T17:58:00	-00304-05-08T18:13:00	0	-14	15	ContinuingSearch +1 Minutes (moon fast fwd)	.@	15														
386	114	-	-304	5	8	-00304-05-08T14:34:00	-0304-05-08T17:59:00	-00304-05-08T18:13:00	0	-14	15	BreakingSearch. Kritikka is too low to reach zenith	.@	15														
387	115	-	-304	10	31	-00304-10-31T20:45:00	-0304-10-31T20:45:00	-0304-11-01T00:15:00	48	53	-12	ContinuingSearch +30 minutes (normally)	..	15														
388	115	-	-304	10	31	-00304-10-31T20:45:00	-0304-10-31T21:15:00	-0304-11-01T00:15:00	55	60	-7	ContinuingSearch +30 minutes (normally)	..	15														
389	115	-	-304	10	31	-00304-10-31T20:45:00	-0304-10-31T21:45:00	-0304-11-01T00:15:00	63	67	-2	ContinuingSearch +30 minutes (normally)	..	15														
390	115	-	-304	10	31	-00304-10-31T20:45:00	-0304-10-31T22:15:00	-0304-11-01T00:15:00	70	74	2	ContinuingSearch +30 minutes (normally)	*.	15														
391	115	-	-304	10	31	-00304-10-31T20:45:00	-0304-10-31T22:45:00	-0304-11-01T00:15:00	77	81	6	ContinuingSearch +30 minutes (normally)	*.	15														
392	115	-	-304	10	31	-00304-10-31T20:45:00	-0304-10-31T23:15:00	-0304-11-01T00:15:00	84	85	10	ContinuingSearch +30 minutes (normally)	*.	15														
393	115	Hit	-304	10	31	-00304-10-31T20:45:00	-0304-10-31T23:45:00	-0304-11-01T00:15:00	87	81	14	Found NEW HIT:16	*@	15														
394	116	-	-303	4	27	-00303-04-27T23:33:00	-0303-04-27T23:33:00	-0303-04-28T00:30:00	68	-66	-26	BreakingSearch. Kritikka is too low to reach zenith	..	16														
395	117	-	-300	2	24	-00300-02-24T22:55:00	-0300-02-24T22:55:00	-0300-02-25T02:15:00	73	-15	15	BreakingSearch. Kritikka is too low to reach zenith	.@	16														
396	118	Hit	-298	1	4	-00298-01-04T19:47:00	-0298-01-04T19:47:00	-00298-01-04T21:02:00	28	78	15	Found NEW HIT:17	*@	16														
397	119	-	-294	4	18	-00294-04-18T18:42:00	-0294-04-18T18:42:00	-00294-04-18T22:07:00	11	-5	19	ContinuingSearch +30 minutes (normally)	.@	17														
398	119	-	-294	4	18	-00294-04-18T18:42:00	-0294-04-18T19:12:00	-00294-04-18T22:07:00	18	-12	16	BreakingSearch. Kritikka is too low to reach zenith	.@	17														
399	120	-	-293	4	7	-00293-04-07T19:03:00	-0293-04-07T19:03:00	-00293-04-07T22:50:00	16	1	21	ContinuingSearch +30 minutes (normally)	.@	17														
400	120	-	-293	4	7	-00293-04-07T19:03:00	-0293-04-07T19:33:00	-00293-04-07T22:50:00	23	-6	18	BreakingSearch. Kritikka is too low to reach zenith	.@	17														
401	121	-	-292	3	26	-00292-03-26T23:40:00	-0292-03-26T23:40:00	-00292-03-26T23:47:00	80	-52	-9	BreakingSearch. Kritikka is too low to reach zenith	..	17														
402	122	-	-291	2	14	-00291-02-14T23:15:00	-0291-02-14T23:15:00	-0291-02-15T00:22:00	77	-11	16	BreakingSearch. Kritikka is too low to reach zenith	.@	17														
403	123	-	-287	11	22	-00287-11-22T21:39:00	-0287-11-22T21:39:00	-0287-11-23T01:04:00	60	85	8	ContinuingSearch +30 minutes (normally)	*.	17														
404	123	Hit	-287	11	22	-00287-11-22T21:39:00	-0287-11-22T22:09:00	-0287-11-23T01:04:00	66	84	12	Found NEW HIT:18	*@	17														
405	124	-	-286	5	19	-00286-05-19T21:38:00	-0286-05-19T21:38:00	-0286-05-20T01:20:00	49	-64	-22	BreakingSearch. Kritikka is too low to reach zenith	..	18														
406	125	-	-285	11	1	-00285-11-01T20:24:00	-0285-11-01T20:24:00	-00285-11-01T21:50:00	43	48	-15	ContinuingSearch +30 minutes (normally)	..	18														
407	125	-	-285	11	1	-00285-11-01T20:24:00	-0285-11-01T20:54:00	-00285-11-01T21:50:00	50	55	-10	ContinuingSearch +30 minutes (normally)	..	18														
408	125	-	-285	11	1	-00285-11-01T20:24:00	-0285-11-01T21:24:00	-00285-11-01T21:50:00	57	62	-6	ContinuingSearch +30 minutes (normally)	..	18														
409	125	-	-285	11	1	-00285-11-01T20:24:00	-0285-11-01T21:54:00	-00285-11-01T21:50:00	64	70	-1	Breaking Search. Eclipse Over at -00285-11-01T21:50:00	..	18														
410	126	-	-283	3	17	-00283-03-17T19:22:00	-0283-03-17T19:22:00	-00283-03-17T22:47:00	20	16	26	ContinuingSearch +30 minutes (normally)	.@	18														
411	126	-	-283	3	17	-00283-03-17T19:22:00	-0283-03-17T19:52:00	-00283-03-17T22:47:00	28	8	24	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	18														
412	127	-	-281	2	24	-00281-02-24T00:23:00	-0281-02-24T00:23:00	-00281-02-24T00:43:00	70	-34	4	BreakingSearch. Kritikka is too low to reach zenith	..	18														
413	128	-	-279	6	29	-00279-06-29T21:40:00	-0279-06-29T21:40:00	-0279-06-30T01:10:00	44	-49	-43	BreakingSearch. Kritikka is too low to reach zenith	..	18														
414	129	-	-278	6	19	-00278-06-19T15:09:00	-0278-06-19T15:09:00	-00278-06-19T18:08:00	-39	-12	16	ContinuingSearch +162 Minutes (moon fast fwd)	.@	18														
415	129	-	-278	6	19	-00278-06-19T15:09:00	-0278-06-19T17:51:00	-00278-06-19T18:08:00	-3	-48	-6	ContinuingSearch +14 Minutes (moon fast fwd)	..	18														
416	129	-	-278	6	19	-00278-06-19T15:09:00	-0278-06-19T18:05:00	-00278-06-19T18:08:00	0	-51	-8	BreakingSearch. Kritikka is too low to reach zenith	..	18														
417	130	-	-276	10	22	-00276-10-22T18:44:00	-0276-10-22T18:44:00	-00276-10-22T21:57:00	18	15	-34	ContinuingSearch +30 minutes (normally)	..	18														
418	130	-	-276	10	22	-00276-10-22T18:44:00	-0276-10-22T19:14:00	-00276-10-22T21:57:00	25	22	-30	ContinuingSearch +30 minutes (normally)	..	18														
419	130	-	-276	10	22	-00276-10-22T18:44:00	-0276-10-22T19:44:00	-00276-10-22T21:57:00	33	29	-26	ContinuingSearch +30 minutes (normally)	..	18														
420	130	-	-276	10	22	-00276-10-22T18:44:00	-0276-10-22T20:14:00	-00276-10-22T21:57:00	40	37	-22	ContinuingSearch +30 minutes (normally)	..	18														
421	130	-	-276	10	22	-00276-10-22T18:44:00	-0276-10-22T20:44:00	-00276-10-22T21:57:00	47	44	-17	ContinuingSearch +30 minutes (normally)	..	18														
422	130	-	-276	10	22	-00276-10-22T18:44:00	-0276-10-22T21:14:00	-00276-10-22T21:57:00	54	51	-13	ContinuingSearch +30 minutes (normally)	..	18														
423	130	-	-276	10	22	-00276-10-22T18:44:00	-0276-10-22T21:44:00	-00276-10-22T21:57:00	61	58	-8	ContinuingSearch +30 minutes (normally)	..	18														
424	130	-	-276	10	22	-00276-10-22T18:44:00	-0276-10-22T22:14:00	-00276-10-22T21:57:00	69	66	-4	Breaking Search. Eclipse Over at -00276-10-22T21:57:00	..	18														
425	131	-	-272	2	15	-00272-02-15T22:37:00	-0272-02-15T22:37:00	-0272-02-16T01:58:00	68	-1	20	ContinuingSearch +30 minutes (normally)	.@	18														
426	131	-	-272	2	15	-00272-02-15T22:37:00	-0272-02-15T23:07:00	-0272-02-16T01:58:00	75	-9	17	BreakingSearch. Kritikka is too low to reach zenith	.@	18														
427	132	-	-271	7	30	-00271-07-30T15:42:00	-0271-07-30T15:42:00	-00271-07-30T19:11:00	-34	-55	-11	ContinuingSearch +140 Minutes (moon fast fwd)	..	18														
428	132	-	-271	7	30	-00271-07-30T15:42:00	-0271-07-30T18:02:00	-00271-07-30T19:11:00	-2	-64	-32	ContinuingSearch +7 Minutes (moon fast fwd)	..	18														
429	132	-	-271	7	30	-00271-07-30T15:42:00	-0271-07-30T18:09:00	-00271-07-30T19:11:00	0	-63	-33	ContinuingSearch +1 Minutes (moon fast fwd)	..	18														
430	132	-	-271	7	30	-00271-07-30T15:42:00	-0271-07-30T18:10:00	-00271-07-30T19:11:00	0	-63	-33	BreakingSearch. Kritikka is too low to reach zenith	..	18														
431	133	-	-269	6	10	-00269-06-10T15:40:00	-0269-06-10T15:40:00	-00269-06-10T18:06:00	-32	-11	16	ContinuingSearch +134 Minutes (moon fast fwd)	.@	18														
432	133	-	-269	6	10	-00269-06-10T15:40:00	-0269-06-10T17:54:00	-00269-06-10T18:06:00	-2	-41	-1	ContinuingSearch +7 Minutes (moon fast fwd)	..	18														
433	133	-	-269	6	10	-00269-06-10T15:40:00	-0269-06-10T18:01:00	-00269-06-10T18:06:00	0	-43	-2	ContinuingSearch +1 Minutes (moon fast fwd)	..	18														
434	133	-	-269	6	10	-00269-06-10T15:40:00	-0269-06-10T18:02:00	-00269-06-10T18:06:00	0	-43	-2	ContinuingSearch +1 Minutes (moon fast fwd)	..	18														
435	133	-	-269	6	10	-00269-06-10T15:40:00	-0269-06-10T18:03:00	-00269-06-10T18:06:00	0	-43	-2	BreakingSearch. Kritikka is too low to reach zenith	..	18														
436	134	-	-265	9	22	-00265-09-22T18:26:00	-0265-09-22T18:26:00	-00265-09-22T21:51:00	9	-18	-46	BreakingSearch. Kritikka is too low to reach zenith	..	18														
437	135	-	-264	3	17	-00264-03-17T14:46:00	-0264-03-17T14:46:00	-00264-03-17T18:13:00	-46	81	14	ContinuingSearch +192 Minutes (moon fast fwd)	*@	18														
438	135	-	-264	3	17	-00264-03-17T14:46:00	-0264-03-17T17:58:00	-00264-03-17T18:13:00	-1	36	27	ContinuingSearch +4 Minutes (moon fast fwd)	.@	18														
439	135	-	-264	3	17	-00264-03-17T14:46:00	-0264-03-17T18:02:00	-00264-03-17T18:13:00	0	35	27	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	18														
440	136	-	-264	9	10	-00264-09-10T20:48:00	-0264-09-10T20:48:00	-0264-09-11T00:32:00	42	5	-39	ContinuingSearch +30 minutes (normally)	..	18														
441	136	-	-264	9	10	-00264-09-10T20:48:00	-0264-09-10T21:18:00	-0264-09-11T00:32:00	48	12	-36	ContinuingSearch +30 minutes (normally)	..	18														
442	136	-	-264	9	10	-00264-09-10T20:48:00	-0264-09-10T21:48:00	-0264-09-11T00:32:00	55	19	-32	ContinuingSearch +30 minutes (normally)	..	18														
443	136	-	-264	9	10	-00264-09-10T20:48:00	-0264-09-10T22:18:00	-0264-09-11T00:32:00	61	27	-28	ContinuingSearch +30 minutes (normally)	..	18														
444	136	-	-264	9	10	-00264-09-10T20:48:00	-0264-09-10T22:48:00	-0264-09-11T00:32:00	67	34	-23	ContinuingSearch +30 minutes (normally)	..	18														
445	136	-	-264	9	10	-00264-09-10T20:48:00	-0264-09-10T23:18:00	-0264-09-11T00:32:00	71	41	-19	ContinuingSearch +30 minutes (normally)	..	18														
446	136	-	-264	9	10	-00264-09-10T20:48:00	-0264-09-10T23:48:00	-0264-09-11T00:32:00	73	48	-15	ContinuingSearch +30 minutes (normally)	..	18														
447	136	-	-264	9	10	-00264-09-10T20:48:00	-0264-09-11T00:18:00	-0264-09-11T00:32:00	72	56	-10	ContinuingSearch +30 minutes (normally)	..	18														
448	136	-	-264	9	10	-00264-09-10T20:48:00	-0264-09-11T00:48:00	-0264-09-11T00:32:00	68	63	-5	Breaking Search. Eclipse Over at -0264-09-11T00:32:00	..	18														
449	137	-	-261	1	15	-00261-01-15T18:13:00	-0261-01-15T18:13:00	-00261-01-15T21:53:00	6	85	9	ContinuingSearch +30 minutes (normally)	*.	18														
450	137	Hit	-261	1	15	-00261-01-15T18:13:00	-0261-01-15T18:43:00	-00261-01-15T21:53:00	13	83	13	Found NEW HIT:19	*@	18														
451	138	-	-260	1	4	-00260-01-04T18:28:00	-0260-01-04T18:28:00	-00260-01-04T22:03:00	11	80	5	ContinuingSearch +30 minutes (normally)	*.	19														
452	138	-	-260	1	4	-00260-01-04T18:28:00	-0260-01-04T18:58:00	-00260-01-04T22:03:00	17	85	9	ContinuingSearch +30 minutes (normally)	*.	19														
453	138	Hit	-260	1	4	-00260-01-04T18:28:00	-0260-01-04T19:28:00	-00260-01-04T22:03:00	24	82	13	Found NEW HIT:20	*@	19														
454	139	-	-260	6	29	-00260-06-29T22:35:00	-0260-06-29T22:35:00	-0260-06-30T01:42:00	52	-37	-46	BreakingSearch. Kritikka is too low to reach zenith	..	20														
455	140	-	-257	10	23	-00257-10-23T18:44:00	-0257-10-23T18:44:00	-00257-10-23T22:11:00	18	15	-34	ContinuingSearch +30 minutes (normally)	..	20														
456	140	-	-257	10	23	-00257-10-23T18:44:00	-0257-10-23T19:14:00	-00257-10-23T22:11:00	25	22	-30	ContinuingSearch +30 minutes (normally)	..	20														
457	140	-	-257	10	23	-00257-10-23T18:44:00	-0257-10-23T19:44:00	-00257-10-23T22:11:00	32	30	-26	ContinuingSearch +30 minutes (normally)	..	20														
458	140	-	-257	10	23	-00257-10-23T18:44:00	-0257-10-23T20:14:00	-00257-10-23T22:11:00	39	37	-22	ContinuingSearch +30 minutes (normally)	..	20														
459	140	-	-257	10	23	-00257-10-23T18:44:00	-0257-10-23T20:44:00	-00257-10-23T22:11:00	47	44	-17	ContinuingSearch +30 minutes (normally)	..	20														
460	140	-	-257	10	23	-00257-10-23T18:44:00	-0257-10-23T21:14:00	-00257-10-23T22:11:00	54	51	-13	ContinuingSearch +30 minutes (normally)	..	20														
461	140	-	-257	10	23	-00257-10-23T18:44:00	-0257-10-23T21:44:00	-00257-10-23T22:11:00	61	59	-8	ContinuingSearch +30 minutes (normally)	..	20														
462	140	-	-257	10	23	-00257-10-23T18:44:00	-0257-10-23T22:14:00	-00257-10-23T22:11:00	68	66	-3	Breaking Search. Eclipse Over at -00257-10-23T22:11:00	..	20														
463	141	-	-254	8	21	-00254-08-21T16:33:00	-0254-08-21T16:33:00	-00254-08-21T19:56:00	-21	-64	-31	ContinuingSearch +90 Minutes (moon fast fwd)	..	20														
464	141	-	-254	8	21	-00254-08-21T16:33:00	-0254-08-21T18:03:00	-00254-08-21T19:56:00	0	-51	-42	BreakingSearch. Kritikka is too low to reach zenith	..	20														
465	142	-	-253	2	15	-00253-02-15T21:37:00	-0253-02-15T21:37:00	-0253-02-16T00:59:00	53	12	25	ContinuingSearch +30 minutes (normally)	.@	20														
466	142	-	-253	2	15	-00253-02-15T21:37:00	-0253-02-15T22:07:00	-0253-02-16T00:59:00	60	5	23	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	20														
467	143	-	-253	8	10	-00253-08-10T23:11:00	-0253-08-10T23:11:00	-0253-08-11T02:44:00	60	9	-37	ContinuingSearch +30 minutes (normally)	..	20														
468	143	-	-253	8	10	-00253-08-10T23:11:00	-0253-08-10T23:41:00	-0253-08-11T02:44:00	61	16	-33	ContinuingSearch +30 minutes (normally)	..	20														
469	143	-	-253	8	10	-00253-08-10T23:11:00	-0253-08-11T00:11:00	-0253-08-11T02:44:00	61	24	-29	ContinuingSearch +30 minutes (normally)	..	20														
470	143	-	-253	8	10	-00253-08-10T23:11:00	-0253-08-11T00:41:00	-0253-08-11T02:44:00	59	31	-25	ContinuingSearch +30 minutes (normally)	..	20														
471	143	-	-253	8	10	-00253-08-10T23:11:00	-0253-08-11T01:11:00	-0253-08-11T02:44:00	56	38	-21	ContinuingSearch +30 minutes (normally)	..	20														
472	143	-	-253	8	10	-00253-08-10T23:11:00	-0253-08-11T01:41:00	-0253-08-11T02:44:00	51	45	-16	ContinuingSearch +30 minutes (normally)	..	20														
473	143	-	-253	8	10	-00253-08-10T23:11:00	-0253-08-11T02:11:00	-0253-08-11T02:44:00	46	53	-12	ContinuingSearch +30 minutes (normally)	..	20														
474	143	-	-253	8	10	-00253-08-10T23:11:00	-0253-08-11T02:41:00	-0253-08-11T02:44:00	40	60	-7	ContinuingSearch +30 minutes (normally)	..	20														
475	143	-	-253	8	10	-00253-08-10T23:11:00	-0253-08-11T03:11:00	-0253-08-11T02:44:00	34	67	-2	Breaking Search. Eclipse Over at -0253-08-11T02:44:00	..	20														
476	144	-	-251	6	20	-00251-06-20T23:13:00	-0251-06-20T23:13:00	-0251-06-21T01:21:00	57	-37	-46	BreakingSearch. Kritikka is too low to reach zenith	..	20														
477	145	-	-250	12	3	-00250-12-03T22:57:00	-0250-12-03T22:57:00	-0250-12-04T02:26:00	75	63	22	ContinuingSearch +30 minutes (normally)	.@	20														
478	145	-	-250	12	3	-00250-12-03T22:57:00	-0250-12-03T23:27:00	-0250-12-04T02:26:00	78	56	24	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	20														
479	146	-	-249	5	30	-00249-05-30T18:30:00	-0249-05-30T18:30:00	-00249-05-30T21:11:00	7	-40	0	BreakingSearch. Kritikka is too low to reach zenith	..	20														
480	147	-	-246	3	28	-00246-03-28T22:32:00	-0246-03-28T22:32:00	-0246-03-29T02:01:00	68	-38	1	BreakingSearch. Kritikka is too low to reach zenith	..	20														
481	148	-	-244	2	6	-00244-02-06T21:26:00	-0244-02-06T21:26:00	-00244-02-06T21:37:00	49	24	27	ContinuingSearch +30 minutes (normally)	.@	20														
482	148	-	-244	2	6	-00244-02-06T21:26:00	-0244-02-06T21:56:00	-00244-02-06T21:37:00	56	16	26	Breaking Search. Eclipse Over at -00244-02-06T21:37:00	.@	20														
483	149	-	-239	5	9	-00239-05-09T14:43:00	-0239-05-09T14:43:00	-00239-05-09T18:38:00	-46	33	27	ContinuingSearch +191 Minutes (moon fast fwd)	.@	20														
484	149	-	-239	5	9	-00239-05-09T14:43:00	-0239-05-09T17:54:00	-00239-05-09T18:38:00	-1	-13	15	ContinuingSearch +4 Minutes (moon fast fwd)	.@	20														
485	149	-	-239	5	9	-00239-05-09T14:43:00	-0239-05-09T17:58:00	-00239-05-09T18:38:00	0	-14	15	ContinuingSearch +1 Minutes (moon fast fwd)	.@	20														
486	149	-	-239	5	9	-00239-05-09T14:43:00	-0239-05-09T17:59:00	-00239-05-09T18:38:00	0	-14	15	BreakingSearch. Kritikka is too low to reach zenith	.@	20														
487	150	-	-238	4	28	-00238-04-28T19:43:00	-0238-04-28T19:43:00	-00238-04-28T22:04:00	26	-28	7	BreakingSearch. Kritikka is too low to reach zenith	..	20														
488	151	-	-236	3	8	-00236-03-08T15:04:00	-0236-03-08T15:04:00	-00236-03-08T18:21:00	-41	84	12	ContinuingSearch +173 Minutes (moon fast fwd)	*@	20														
489	151	-	-236	3	8	-00236-03-08T15:04:00	-0236-03-08T17:57:00	-00236-03-08T18:21:00	-1	45	26	ContinuingSearch +4 Minutes (moon fast fwd)	.@	20														
490	151	-	-236	3	8	-00236-03-08T15:04:00	-0236-03-08T18:01:00	-00236-03-08T18:21:00	0	44	27	ContinuingSearch +1 Minutes (moon fast fwd)	.@	20														
491	151	-	-236	3	8	-00236-03-08T15:04:00	-0236-03-08T18:02:00	-00236-03-08T18:21:00	0	44	27	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	20														
492	152	-	-236	8	31	-00236-08-31T23:58:00	-0236-08-31T23:58:00	-0236-09-01T03:14:00	69	41	-19	ContinuingSearch +30 minutes (normally)	..	20														
493	152	-	-236	8	31	-00236-08-31T23:58:00	-0236-09-01T00:28:00	-0236-09-01T03:14:00	67	48	-14	ContinuingSearch +30 minutes (normally)	..	20														
494	152	-	-236	8	31	-00236-08-31T23:58:00	-0236-09-01T00:58:00	-0236-09-01T03:14:00	63	56	-10	ContinuingSearch +30 minutes (normally)	..	20														
495	152	-	-236	8	31	-00236-08-31T23:58:00	-0236-09-01T01:28:00	-0236-09-01T03:14:00	58	63	-5	ContinuingSearch +30 minutes (normally)	..	20														
496	152	-	-236	8	31	-00236-08-31T23:58:00	-0236-09-01T01:58:00	-0236-09-01T03:14:00	52	70	0	ContinuingSearch +30 minutes (normally)	*.	20														
497	152	-	-236	8	31	-00236-08-31T23:58:00	-0236-09-01T02:28:00	-0236-09-01T03:14:00	46	77	4	ContinuingSearch +30 minutes (normally)	*.	20														
498	152	-	-236	8	31	-00236-08-31T23:58:00	-0236-09-01T02:58:00	-0236-09-01T03:14:00	39	83	8	ContinuingSearch +30 minutes (normally)	*.	20														
