Obs#	Eclipse#	Hit_K70A10	Year	Month	Day	EclipseStart	ObservationTime	EclipseEnd	MoonAlt	KrittikkaAlt	AgastyaAlt	Remarks	HitTag	HitCount														
499	152	-	-236	8	31	-00236-08-31T23:58:00	-0236-09-01T03:28:00	-0236-09-01T03:14:00	32	84	12	Breaking Search. Eclipse Over at -0236-09-01T03:14:00	*@	20														
500	153	-	-234	8	10	-00234-08-10T21:43:00	-0234-08-10T21:43:00	-00234-08-10T23:09:00	47	-12	-45	BreakingSearch. Kritikka is too low to reach zenith	..	20														
501	154	-	-233	12	25	-00233-12-25T22:46:00	-0233-12-25T22:46:00	-0233-12-26T02:09:00	70	45	26	ContinuingSearch +30 minutes (normally)	.@	20														
502	154	-	-233	12	25	-00233-12-25T22:46:00	-0233-12-25T23:16:00	-0233-12-26T02:09:00	74	38	27	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	20														
503	155	-	-232	6	20	-00232-06-20T18:44:00	-0232-06-20T18:44:00	-00232-06-20T22:26:00	10	-59	-15	BreakingSearch. Kritikka is too low to reach zenith	..	20														
504	156	-	-231	12	3	-00231-12-03T23:09:00	-0231-12-03T23:09:00	-0231-12-04T00:39:00	76	60	23	ContinuingSearch +30 minutes (normally)	.@	20														
505	156	-	-231	12	3	-00231-12-03T23:09:00	-0231-12-03T23:39:00	-0231-12-04T00:39:00	78	53	25	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	20														
506	157	-	-229	4	19	-00229-04-19T17:26:00	-0229-04-19T17:26:00	-00229-04-19T20:24:00	-7	13	25	ContinuingSearch +31 Minutes (moon fast fwd)	.@	20														
507	157	-	-229	4	19	-00229-04-19T17:26:00	-0229-04-19T17:57:00	-00229-04-19T20:24:00	0	6	23	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	20														
508	158	-	-227	3	28	-00227-03-28T23:45:00	-0227-03-28T23:45:00	-0227-03-29T01:34:00	79	-53	-11	BreakingSearch. Kritikka is too low to reach zenith	..	20														
509	159	-	-225	8	1	-00225-08-01T20:46:00	-0225-08-01T20:46:00	-0225-08-02T00:03:00	35	-33	-47	BreakingSearch. Kritikka is too low to reach zenith	..	20														
510	160	-	-222	5	31	-00222-05-31T21:24:00	-0222-05-31T21:24:00	-00222-05-31T23:38:00	43	-65	-27	BreakingSearch. Kritikka is too low to reach zenith	..	20														
511	161	-	-222	11	24	-00222-11-24T21:27:00	-0222-11-24T21:27:00	-0222-11-25T00:38:00	57	83	8	ContinuingSearch +30 minutes (normally)	*.	20														
512	161	Hit	-222	11	24	-00222-11-24T21:27:00	-0222-11-24T21:57:00	-0222-11-25T00:38:00	64	84	12	Found NEW HIT:21	*@	20														
513	162	-	-221	5	20	-00221-05-20T21:13:00	-0221-05-20T21:13:00	-0221-05-21T01:07:00	44	-62	-19	BreakingSearch. Kritikka is too low to reach zenith	..	21														
514	163	Hit	-220	11	2	-00220-11-02T23:41:00	-0220-11-02T23:41:00	-0220-11-03T00:23:00	87	81	14	Found NEW HIT:22	*@	21														
515	164	-	-218	3	19	-00218-03-19T23:06:00	-0218-03-19T23:06:00	-0218-03-20T02:19:00	76	-38	1	BreakingSearch. Kritikka is too low to reach zenith	..	22														
516	165	-	-217	9	1	-00217-09-01T14:37:00	-0217-09-01T14:37:00	-00217-09-01T18:14:00	-49	-63	-21	ContinuingSearch +203 Minutes (moon fast fwd)	..	22														
517	165	-	-217	9	1	-00217-09-01T14:37:00	-0217-09-01T18:00:00	-00217-09-01T18:14:00	0	-43	-45	ContinuingSearch +2 Minutes (moon fast fwd)	..	22														
518	165	-	-217	9	1	-00217-09-01T14:37:00	-0217-09-01T18:02:00	-00217-09-01T18:14:00	0	-42	-45	ContinuingSearch +1 Minutes (moon fast fwd)	..	22														
519	165	-	-217	9	1	-00217-09-01T14:37:00	-0217-09-01T18:03:00	-00217-09-01T18:14:00	0	-42	-45	BreakingSearch. Kritikka is too low to reach zenith	..	22														
520	166	-	-214	12	25	-00214-12-25T16:27:00	-0214-12-25T16:27:00	-00214-12-25T19:56:00	-15	42	-18	ContinuingSearch +63 Minutes (moon fast fwd)	..	22														
521	166	-	-214	12	25	-00214-12-25T16:27:00	-0214-12-25T17:30:00	-00214-12-25T19:56:00	-1	57	-9	ContinuingSearch +4 Minutes (moon fast fwd)	..	22														
522	166	-	-214	12	25	-00214-12-25T16:27:00	-0214-12-25T17:34:00	-00214-12-25T19:56:00	0	58	-8	ContinuingSearch +1 Minutes (moon fast fwd)	..	22														
523	166	-	-214	12	25	-00214-12-25T16:27:00	-0214-12-25T17:35:00	-00214-12-25T19:56:00	0	58	-8	ContinuingSearch +30 minutes (normally)	..	22														
524	166	-	-214	12	25	-00214-12-25T16:27:00	-0214-12-25T18:05:00	-00214-12-25T19:56:00	6	65	-3	ContinuingSearch +30 minutes (normally)	..	22														
525	166	-	-214	12	25	-00214-12-25T16:27:00	-0214-12-25T18:35:00	-00214-12-25T19:56:00	13	73	1	ContinuingSearch +30 minutes (normally)	*.	22														
526	166	-	-214	12	25	-00214-12-25T16:27:00	-0214-12-25T19:05:00	-00214-12-25T19:56:00	19	79	5	ContinuingSearch +30 minutes (normally)	*.	22														
527	166	-	-214	12	25	-00214-12-25T16:27:00	-0214-12-25T19:35:00	-00214-12-25T19:56:00	26	85	9	ContinuingSearch +30 minutes (normally)	*.	22														
528	166	-	-214	12	25	-00214-12-25T16:27:00	-0214-12-25T20:05:00	-00214-12-25T19:56:00	33	83	13	Breaking Search. Eclipse Over at -00214-12-25T19:56:00	*@	22														
529	167	-	-211	10	24	-00211-10-24T18:38:00	-0211-10-24T18:38:00	-00211-10-24T21:57:00	16	15	-34	ContinuingSearch +30 minutes (normally)	..	22														
530	167	-	-211	10	24	-00211-10-24T18:38:00	-0211-10-24T19:08:00	-00211-10-24T21:57:00	23	22	-30	ContinuingSearch +30 minutes (normally)	..	22														
531	167	-	-211	10	24	-00211-10-24T18:38:00	-0211-10-24T19:38:00	-00211-10-24T21:57:00	30	29	-26	ContinuingSearch +30 minutes (normally)	..	22														
532	167	-	-211	10	24	-00211-10-24T18:38:00	-0211-10-24T20:08:00	-00211-10-24T21:57:00	37	36	-22	ContinuingSearch +30 minutes (normally)	..	22														
533	167	-	-211	10	24	-00211-10-24T18:38:00	-0211-10-24T20:38:00	-00211-10-24T21:57:00	45	44	-17	ContinuingSearch +30 minutes (normally)	..	22														
534	167	-	-211	10	24	-00211-10-24T18:38:00	-0211-10-24T21:08:00	-00211-10-24T21:57:00	52	51	-13	ContinuingSearch +30 minutes (normally)	..	22														
535	167	-	-211	10	24	-00211-10-24T18:38:00	-0211-10-24T21:38:00	-00211-10-24T21:57:00	59	58	-8	ContinuingSearch +30 minutes (normally)	..	22														
536	167	-	-211	10	24	-00211-10-24T18:38:00	-0211-10-24T22:08:00	-00211-10-24T21:57:00	66	65	-3	Breaking Search. Eclipse Over at -00211-10-24T21:57:00	..	22														
537	168	-	-210	10	13	-00210-10-13T19:34:00	-0210-10-13T19:34:00	-00210-10-13T23:24:00	29	18	-33	ContinuingSearch +30 minutes (normally)	..	22														
538	168	-	-210	10	13	-00210-10-13T19:34:00	-0210-10-13T20:04:00	-00210-10-13T23:24:00	36	25	-29	ContinuingSearch +30 minutes (normally)	..	22														
539	168	-	-210	10	13	-00210-10-13T19:34:00	-0210-10-13T20:34:00	-00210-10-13T23:24:00	43	32	-24	ContinuingSearch +30 minutes (normally)	..	22														
540	168	-	-210	10	13	-00210-10-13T19:34:00	-0210-10-13T21:04:00	-00210-10-13T23:24:00	51	39	-20	ContinuingSearch +30 minutes (normally)	..	22														
541	168	-	-210	10	13	-00210-10-13T19:34:00	-0210-10-13T21:34:00	-00210-10-13T23:24:00	58	47	-15	ContinuingSearch +30 minutes (normally)	..	22														
542	168	-	-210	10	13	-00210-10-13T19:34:00	-0210-10-13T22:04:00	-00210-10-13T23:24:00	65	54	-11	ContinuingSearch +30 minutes (normally)	..	22														
543	168	-	-210	10	13	-00210-10-13T19:34:00	-0210-10-13T22:34:00	-00210-10-13T23:24:00	72	61	-6	ContinuingSearch +30 minutes (normally)	..	22														
544	168	-	-210	10	13	-00210-10-13T19:34:00	-0210-10-13T23:04:00	-00210-10-13T23:24:00	79	68	-1	ContinuingSearch +30 minutes (normally)	..	22														
545	168	-	-210	10	13	-00210-10-13T19:34:00	-0210-10-13T23:34:00	-00210-10-13T23:24:00	85	75	3	Breaking Search. Eclipse Over at -00210-10-13T23:24:00	*.	22														
546	169	-	-209	10	2	-00209-10-02T20:19:00	-0209-10-02T20:19:00	-00209-10-02T21:59:00	39	18	-33	ContinuingSearch +30 minutes (normally)	..	22														
547	169	-	-209	10	2	-00209-10-02T20:19:00	-0209-10-02T20:49:00	-00209-10-02T21:59:00	46	25	-29	ContinuingSearch +30 minutes (normally)	..	22														
548	169	-	-209	10	2	-00209-10-02T20:19:00	-0209-10-02T21:19:00	-00209-10-02T21:59:00	53	32	-24	ContinuingSearch +30 minutes (normally)	..	22														
549	169	-	-209	10	2	-00209-10-02T20:19:00	-0209-10-02T21:49:00	-00209-10-02T21:59:00	60	40	-20	ContinuingSearch +30 minutes (normally)	..	22														
550	169	-	-209	10	2	-00209-10-02T20:19:00	-0209-10-02T22:19:00	-00209-10-02T21:59:00	67	47	-15	Breaking Search. Eclipse Over at -00209-10-02T21:59:00	..	22														
551	170	-	-207	2	16	-00207-02-16T17:38:00	-0207-02-16T17:38:00	-00207-02-16T21:13:00	-5	69	20	ContinuingSearch +21 Minutes (moon fast fwd)	.@	22														
552	170	-	-207	2	16	-00207-02-16T17:38:00	-0207-02-16T17:59:00	-00207-02-16T21:13:00	0	64	22	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	22														
553	171	-	-206	2	5	-00206-02-05T17:37:00	-0206-02-05T17:37:00	-00206-02-05T21:19:00	-4	79	15	ContinuingSearch +18 Minutes (moon fast fwd)	*@	22														
554	171	Hit	-206	2	5	-00206-02-05T17:37:00	-0206-02-05T17:55:00	-00206-02-05T21:19:00	0	75	17	Found NEW HIT:23	*@	22														
555	172	-	-206	8	1	-00206-08-01T21:19:00	-0206-08-01T21:19:00	-0206-08-02T00:43:00	42	-26	-47	BreakingSearch. Kritikka is too low to reach zenith	..	23														
556	173	-	-203	11	24	-00203-11-24T21:01:00	-0203-11-24T21:01:00	-0203-11-25T00:30:00	51	78	5	ContinuingSearch +30 minutes (normally)	*.	23														
557	173	-	-203	11	24	-00203-11-24T21:01:00	-0203-11-24T21:31:00	-0203-11-25T00:30:00	58	84	9	ContinuingSearch +30 minutes (normally)	*.	23														
558	173	Hit	-203	11	24	-00203-11-24T21:01:00	-0203-11-24T22:01:00	-0203-11-25T00:30:00	65	84	12	Found NEW HIT:24	*@	23														
559	174	-	-200	9	22	-00200-09-22T15:18:00	-0200-09-22T15:18:00	-00200-09-22T18:21:00	-36	-57	-38	ContinuingSearch +152 Minutes (moon fast fwd)	..	24														
560	174	-	-200	9	22	-00200-09-22T15:18:00	-0200-09-22T17:50:00	-00200-09-22T18:21:00	0	-26	-47	BreakingSearch. Kritikka is too low to reach zenith	..	24														
561	175	-	-199	3	19	-00199-03-19T21:13:00	-0199-03-19T21:13:00	-0199-03-20T00:46:00	48	-12	15	BreakingSearch. Kritikka is too low to reach zenith	.@	24														
562	176	-	-199	9	11	-00199-09-11T22:35:00	-0199-09-11T22:35:00	-0199-09-12T02:12:00	66	31	-25	ContinuingSearch +30 minutes (normally)	..	24														
563	176	-	-199	9	11	-00199-09-11T22:35:00	-0199-09-11T23:05:00	-0199-09-12T02:12:00	70	38	-20	ContinuingSearch +30 minutes (normally)	..	24														
564	176	-	-199	9	11	-00199-09-11T22:35:00	-0199-09-11T23:35:00	-0199-09-12T02:12:00	73	46	-16	ContinuingSearch +30 minutes (normally)	..	24														
565	176	-	-199	9	11	-00199-09-11T22:35:00	-0199-09-12T00:05:00	-0199-09-12T02:12:00	72	53	-11	ContinuingSearch +30 minutes (normally)	..	24														
566	176	-	-199	9	11	-00199-09-11T22:35:00	-0199-09-12T00:35:00	-0199-09-12T02:12:00	69	60	-7	ContinuingSearch +30 minutes (normally)	..	24														
567	176	-	-199	9	11	-00199-09-11T22:35:00	-0199-09-12T01:05:00	-0199-09-12T02:12:00	64	67	-2	ContinuingSearch +30 minutes (normally)	..	24														
568	176	-	-199	9	11	-00199-09-11T22:35:00	-0199-09-12T01:35:00	-0199-09-12T02:12:00	58	74	2	ContinuingSearch +30 minutes (normally)	*.	24														
569	176	-	-199	9	11	-00199-09-11T22:35:00	-0199-09-12T02:05:00	-0199-09-12T02:12:00	52	81	6	ContinuingSearch +30 minutes (normally)	*.	24														
570	176	-	-199	9	11	-00199-09-11T22:35:00	-0199-09-12T02:35:00	-0199-09-12T02:12:00	45	85	10	Breaking Search. Eclipse Over at -0199-09-12T02:12:00	*@	24														
571	177	-	-196	1	16	-00196-01-16T15:18:00	-0196-01-16T15:18:00	-00196-01-16T18:39:00	-33	46	-16	ContinuingSearch +137 Minutes (moon fast fwd)	..	24														
572	177	-	-196	1	16	-00196-01-16T15:18:00	-0196-01-16T17:35:00	-00196-01-16T18:39:00	-4	78	5	ContinuingSearch +16 Minutes (moon fast fwd)	*.	24														
573	177	-	-196	1	16	-00196-01-16T15:18:00	-0196-01-16T17:51:00	-00196-01-16T18:39:00	0	82	7	ContinuingSearch +30 minutes (normally)	*.	24														
574	177	Hit	-196	1	16	-00196-01-16T15:18:00	-0196-01-16T18:21:00	-00196-01-16T18:39:00	6	85	11	Found NEW HIT:25	*@	24														
575	178	-	-195	12	25	-00195-12-25T16:58:00	-0195-12-25T16:58:00	-00195-12-25T18:31:00	-8	49	-14	ContinuingSearch +35 Minutes (moon fast fwd)	..	25														
576	178	-	-195	12	25	-00195-12-25T16:58:00	-0195-12-25T17:33:00	-00195-12-25T18:31:00	0	58	-8	ContinuingSearch +1 Minutes (moon fast fwd)	..	25														
577	178	-	-195	12	25	-00195-12-25T16:58:00	-0195-12-25T17:34:00	-00195-12-25T18:31:00	0	58	-8	ContinuingSearch +30 minutes (normally)	..	25														
578	178	-	-195	12	25	-00195-12-25T16:58:00	-0195-12-25T18:04:00	-00195-12-25T18:31:00	6	65	-3	ContinuingSearch +30 minutes (normally)	..	25														
579	178	-	-195	12	25	-00195-12-25T16:58:00	-0195-12-25T18:34:00	-00195-12-25T18:31:00	13	72	1	Breaking Search. Eclipse Over at -00195-12-25T18:31:00	*.	25														
580	179	Hit	-192	4	29	-00192-04-29T21:18:00	-0192-04-29T21:18:00	-0192-04-30T00:51:00	48	-49	-8	BreakingSearch. Kritikka is too low to reach zenith	..	25														
581	180	-	-186	12	16	-00186-12-16T15:21:00	-0186-12-16T15:21:00	-00186-12-16T18:33:00	-28	17	-33	ContinuingSearch +116 Minutes (moon fast fwd)	..	0														
582	180	-	-186	12	16	-00186-12-16T15:21:00	-0186-12-16T17:17:00	-00186-12-16T18:33:00	-3	45	-16	ContinuingSearch +15 Minutes (moon fast fwd)	..	0														
583	180	-	-186	12	16	-00186-12-16T15:21:00	-0186-12-16T17:32:00	-00186-12-16T18:33:00	0	49	-14	ContinuingSearch +30 minutes (normally)	..	0														
584	180	-	-186	12	16	-00186-12-16T15:21:00	-0186-12-16T18:02:00	-00186-12-16T18:33:00	6	56	-9	ContinuingSearch +30 minutes (normally)	..	0														
585	180	-	-186	12	16	-00186-12-16T15:21:00	-0186-12-16T18:32:00	-00186-12-16T18:33:00	13	63	-5	ContinuingSearch +30 minutes (normally)	..	0														
586	180	-	-186	12	16	-00186-12-16T15:21:00	-0186-12-16T19:02:00	-00186-12-16T18:33:00	19	70	0	Breaking Search. Eclipse Over at -00186-12-16T18:33:00	*.	0														
587	181	-	-184	5	30	-00184-05-30T16:09:00	-0184-05-30T16:09:00	-00184-05-30T19:18:00	-25	-7	18	ContinuingSearch +105 Minutes (moon fast fwd)	.@	0														
588	181	-	-184	5	30	-00184-05-30T16:09:00	-0184-05-30T17:54:00	-00184-05-30T19:18:00	-1	-32	5	ContinuingSearch +4 Minutes (moon fast fwd)	..	0														
589	181	-	-184	5	30	-00184-05-30T16:09:00	-0184-05-30T17:58:00	-00184-05-30T19:18:00	0	-33	4	ContinuingSearch +1 Minutes (moon fast fwd)	..	0														
590	181	-	-184	5	30	-00184-05-30T16:09:00	-0184-05-30T17:59:00	-00184-05-30T19:18:00	0	-33	4	BreakingSearch. Kritikka is too low to reach zenith	..	0														
591	182	-	-182	10	3	-00182-10-03T23:13:00	-0182-10-03T23:13:00	-0182-10-04T02:12:00	80	61	-6	ContinuingSearch +30 minutes (normally)	..	0														
592	182	-	-182	10	3	-00182-10-03T23:13:00	-0182-10-03T23:43:00	-0182-10-04T02:12:00	82	68	-1	ContinuingSearch +30 minutes (normally)	..	0														
593	182	-	-182	10	3	-00182-10-03T23:13:00	-0182-10-04T00:13:00	-0182-10-04T02:12:00	79	75	3	ContinuingSearch +30 minutes (normally)	*.	0														
594	182	-	-182	10	3	-00182-10-03T23:13:00	-0182-10-04T00:43:00	-0182-10-04T02:12:00	73	82	7	ContinuingSearch +30 minutes (normally)	*.	0														
595	182	Hit	-182	10	3	-00182-10-03T23:13:00	-0182-10-04T01:13:00	-0182-10-04T02:12:00	66	85	11	Found NEW HIT:1	*@	0														
596	183	-	-180	9	11	-00180-09-11T21:40:00	-0180-09-11T21:40:00	-00180-09-11T23:50:00	54	18	-32	ContinuingSearch +30 minutes (normally)	..	1														
597	183	-	-180	9	11	-00180-09-11T21:40:00	-0180-09-11T22:10:00	-00180-09-11T23:50:00	60	25	-28	ContinuingSearch +30 minutes (normally)	..	1														
598	183	-	-180	9	11	-00180-09-11T21:40:00	-0180-09-11T22:40:00	-00180-09-11T23:50:00	66	32	-24	ContinuingSearch +30 minutes (normally)	..	1														
599	183	-	-180	9	11	-00180-09-11T21:40:00	-0180-09-11T23:10:00	-00180-09-11T23:50:00	70	40	-20	ContinuingSearch +30 minutes (normally)	..	1														
600	183	-	-180	9	11	-00180-09-11T21:40:00	-0180-09-11T23:40:00	-00180-09-11T23:50:00	72	47	-15	ContinuingSearch +30 minutes (normally)	..	1														
601	183	-	-180	9	11	-00180-09-11T21:40:00	-0180-09-12T00:10:00	-00180-09-11T23:50:00	72	54	-10	Breaking Search. Eclipse Over at -00180-09-11T23:50:00	..	1														
602	184	-	-178	1	26	-00178-01-26T23:28:00	-0178-01-26T23:28:00	-0178-01-27T02:46:00	77	5	22	ContinuingSearch +30 minutes (normally)	.@	1														
603	184	-	-178	1	26	-00178-01-26T23:28:00	-0178-01-26T23:58:00	-0178-01-27T02:46:00	80	-2	20	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	1														
604	185	-	-178	7	23	-00178-07-23T16:01:00	-0178-07-23T16:01:00	-00178-07-23T19:31:00	-29	-52	-10	ContinuingSearch +122 Minutes (moon fast fwd)	..	1														
605	185	-	-178	7	23	-00178-07-23T16:01:00	-0178-07-23T18:03:00	-00178-07-23T19:31:00	-1	-65	-28	ContinuingSearch +5 Minutes (moon fast fwd)	..	1														
606	185	-	-178	7	23	-00178-07-23T16:01:00	-0178-07-23T18:08:00	-00178-07-23T19:31:00	0	-65	-29	ContinuingSearch +1 Minutes (moon fast fwd)	..	1														
607	185	-	-178	7	23	-00178-07-23T16:01:00	-0178-07-23T18:09:00	-00178-07-23T19:31:00	0	-65	-29	BreakingSearch. Kritikka is too low to reach zenith	..	1														
608	186	-	-177	7	12	-00177-07-12T20:14:00	-0177-07-12T20:14:00	-00177-07-12T23:50:00	28	-56	-39	BreakingSearch. Kritikka is too low to reach zenith	..	1														
609	187	-	-173	4	30	-00173-04-30T22:26:00	-0173-04-30T22:26:00	-0173-05-01T01:02:00	61	-61	-18	BreakingSearch. Kritikka is too low to reach zenith	..	1														
610	188	-	-171	9	2	-00171-09-02T20:57:00	-0171-09-02T20:57:00	-00171-09-02T23:59:00	42	0	-42	ContinuingSearch +30 minutes (normally)	..	1														
611	188	-	-171	9	2	-00171-09-02T20:57:00	-0171-09-02T21:27:00	-00171-09-02T23:59:00	48	6	-38	ContinuingSearch +30 minutes (normally)	..	1														
612	188	-	-171	9	2	-00171-09-02T20:57:00	-0171-09-02T21:57:00	-00171-09-02T23:59:00	55	13	-35	ContinuingSearch +30 minutes (normally)	..	1														
613	188	-	-171	9	2	-00171-09-02T20:57:00	-0171-09-02T22:27:00	-00171-09-02T23:59:00	60	20	-31	ContinuingSearch +30 minutes (normally)	..	1														
614	188	-	-171	9	2	-00171-09-02T20:57:00	-0171-09-02T22:57:00	-00171-09-02T23:59:00	65	28	-27	ContinuingSearch +30 minutes (normally)	..	1														
615	188	-	-171	9	2	-00171-09-02T20:57:00	-0171-09-02T23:27:00	-00171-09-02T23:59:00	68	35	-22	ContinuingSearch +30 minutes (normally)	..	1														
616	188	-	-171	9	2	-00171-09-02T20:57:00	-0171-09-02T23:57:00	-00171-09-02T23:59:00	69	42	-18	ContinuingSearch +30 minutes (normally)	..	1														
617	188	-	-171	9	2	-00171-09-02T20:57:00	-0171-09-03T00:27:00	-00171-09-02T23:59:00	67	49	-13	Breaking Search. Eclipse Over at -00171-09-02T23:59:00	..	1														
618	189	-	-168	12	26	-00168-12-26T00:15:00	-0168-12-26T00:15:00	-00168-12-26T03:27:00	63	23	27	ContinuingSearch +30 minutes (normally)	.@	1														
619	189	-	-168	12	26	-00168-12-26T00:15:00	-0168-12-26T00:45:00	-00168-12-26T03:27:00	58	16	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	1														
620	190	-	-167	6	21	-00167-06-21T16:48:00	-0167-06-21T16:48:00	-00167-06-21T20:29:00	-17	-36	2	ContinuingSearch +72 Minutes (moon fast fwd)	..	1														
621	190	-	-167	6	21	-00167-06-21T16:48:00	-0167-06-21T18:00:00	-00167-06-21T20:29:00	-1	-51	-9	ContinuingSearch +3 Minutes (moon fast fwd)	..	1														
622	190	-	-167	6	21	-00167-06-21T16:48:00	-0167-06-21T18:03:00	-00167-06-21T20:29:00	0	-52	-10	ContinuingSearch +1 Minutes (moon fast fwd)	..	1														
623	190	-	-167	6	21	-00167-06-21T16:48:00	-0167-06-21T18:04:00	-00167-06-21T20:29:00	0	-52	-10	BreakingSearch. Kritikka is too low to reach zenith	..	1														
624	191	-	-167	12	16	-00167-12-16T14:36:00	-0167-12-16T14:36:00	-00167-12-16T18:06:00	-37	7	-38	ContinuingSearch +155 Minutes (moon fast fwd)	..	1														
625	191	-	-167	12	16	-00167-12-16T14:36:00	-0167-12-16T17:11:00	-00167-12-16T18:06:00	-6	44	-17	ContinuingSearch +24 Minutes (moon fast fwd)	..	1														
626	191	-	-167	12	16	-00167-12-16T14:36:00	-0167-12-16T17:35:00	-00167-12-16T18:06:00	0	50	-13	ContinuingSearch +30 minutes (normally)	..	1														
627	191	-	-167	12	16	-00167-12-16T14:36:00	-0167-12-16T18:05:00	-00167-12-16T18:06:00	6	57	-9	ContinuingSearch +30 minutes (normally)	..	1														
628	191	-	-167	12	16	-00167-12-16T14:36:00	-0167-12-16T18:35:00	-00167-12-16T18:06:00	13	64	-4	Breaking Search. Eclipse Over at -00167-12-16T18:06:00	..	1														
