journal	paper	author	url	size_in_kb	cum_size_in_kb
IJHS-44-2009-Issue-4	Books Received For Review In IJHS 2009 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol44_4_11_News.pdf	13	667492
IJHS-44-2009-Issue-4	Reminiscence 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol44_4_12_Reminiscenses.pdf	10	667502
IJHS-44-2009-Issue-4	Rasaprakasa Sudhakara— Chap4 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol44_13_SupplementRasaprakasasudhakara.pdf	184	667686
IJHS-45-2010-Issue-1	Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_0_Contents.pdf	11	667697
IJHS-45-2010-Issue-1	Comets and Meteoritic Showers in the Rigveda and their significance 	 R.N. Iyengar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_1_RNIyengar.pdf	113	667810
IJHS-45-2010-Issue-1	Roman Trade Routes in South India: Geographical and Technical Considerations (c. 1st cent. BC – 5th cent. AD) 	 Jean Deloche	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_2_JDeloche.pdf	180	667990
IJHS-45-2010-Issue-1	Bhagyashree Bavare‚ Mahesh Shetti and P.P. Divakaran Techniques of Ancient Empirical Mathematics 	 R.C. Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_4_RCGupta.pdf	183	668173
IJHS-45-2010-Issue-1	Understanding Alloy Design Principles and Cast Metal Technology in Hot Molds for Medieval Bengal 	 B. Mandal, Pranab K. Chattopadhyay, D. Misra et al.	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_5_BMandalarticle.pdf	937	669110
IJHS-45-2010-Issue-1	Historical Note: Marx and Darwin Connection in London 	 Sisir Kr. Majumdar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_6_SKMajumdar.pdf	15	669125
IJHS-45-2010-Issue-1	Book Review 	 Madhvendra Narayan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_7_Bookreview.pdf	27	669152
IJHS-45-2010-Issue-1	Seminar Report 	 Gulfishan Khan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_8_SeminarReport.pdf	20	669172
IJHS-45-2010-Issue-1	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_9_News.pdf	18	669190
IJHS-45-2010-Issue-1	Awards and Honours 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_10_Awards.pdf	13	669203
IJHS-45-2010-Issue-1	Supplement: Rasaprakasa Sudhakara 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_11_1_Supplement.pdf	45	669248
IJHS-45-2010-Issue-1	Supplement: Chapter 6— Sanskrit Text 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_11_2_Supplement.pdf	44	669292
IJHS-45-2010-Issue-1	Supplement: Chapter 6— English Translation 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_11_3_Supplement.pdf	59	669351
IJHS-45-2010-Issue-1	Supplement: Chapter 7— Sanskrit Text 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_11_4_Supplement.pdf	39	669390
IJHS-45-2010-Issue-1	Supplement: Chapter 7— English Translation 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_1_11_5_Supplement.pdf	43	669433
IJHS-45-2010-Issue-2	Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_0_Contents.pdf	11	669444
IJHS-45-2010-Issue-2	Alcoholic Fermentation Techniques in Early Indian Tradition 	 Nand Lal Singh‚ Ramprasad‚ P K Mishra et al.	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_1_NSingh.pdf	57	669501
IJHS-45-2010-Issue-2	Enlargement of Vedis in the Sulbasutras 	 Padmavati Taneja and Nidhi Handa	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_2_PTaneja.pdf	152	669653
IJHS-45-2010-Issue-2	Tracing Historical Perspective of Cordyceps sinensis — An Aphrodisiac in Sikkim Himalaya 	 Ashok Kumar Panda	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_3_AKPanda.pdf	38	669691
IJHS-45-2010-Issue-2	Scientific Enquiry in Agriculture in Colonial India: A Historical Perspective 	 Srabani Sen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_4_SSen.pdf	214	669905
IJHS-45-2010-Issue-2	Why did Scientific Renaissance take place in Europe and not in India 	 Arun Kumar Biswas	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_5_AKBiswas.pdf	129	670034
IJHS-45-2010-Issue-2	Historical Notes: Rahu and Ketu in Mythological and Astronomological Contexts 	 Rajesh Kochhar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_6_RKochar.pdf	45	670079
IJHS-45-2010-Issue-2	Historical Notes: Role of Benaras in the Studies of History of Science 	 A K Bag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_7_AKBag.pdf	33	670112
IJHS-45-2010-Issue-2	Book Review 	 A K Bag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_8_Bookreview.pdf	20	670132
IJHS-45-2010-Issue-2	News 	 Shabnam Shukla	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_9_News.pdf	19	670151
IJHS-45-2010-Issue-2	Obituary: Professor Ramamurthy Balasubramaniam (1961—2009) 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_10_Obituary.pdf	46	670197
IJHS-45-2010-Issue-2	Supplement: A Commentary of Tantrasangraha in Keralabhasa: Kriyakalapa— Eng. Tr. with Notes 	 Venketswara Pai R‚ K Mahesh and K Ramasubramanian	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_11_1_Supplement_cover.pdf	45	670242
IJHS-45-2010-Issue-2	Supplement 	 Venketswara Pai R‚ K Mahesh and K Ramasubramanian	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_2_11_2_Supplement_text.pdf	580	670822
IJHS-45-2010-Issue-3	Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_0_Contents.pdf	12	670834
IJHS-45-2010-Issue-3	The Vedic Naksatra names of the Months 	 P Gondhalekar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_1_PGondalekha.pdf	93	670927
IJHS-45-2010-Issue-3	Harappan Geometry and Symmetry_A Study of Geometrical Patterns on Indus Objects 	 M N Vahia and Nisha Yadav	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_2_MNVahia.pdf	979	671906
IJHS-45-2010-Issue-3	Adichanallur_A Prehistoric Mining Site 	 B Sasisekaran, S Sundararajan et al.	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_3_BSasisekara.pdf	893	672799
IJHS-45-2010-Issue-3	An Assessment of the Sanskrit word Hemaghna used for Lead Metal 	 R K Dube	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_4_RKDubey.pdf	39	672838
IJHS-45-2010-Issue-3	About Wootz_the Question of Hinduwani or Ondanique 	 Jean Le Coze	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_5_JLCoze.pdf	32	672870
IJHS-45-2010-Issue-3	The Date of Aryabhata _ Refutation of V Lakshmikantham’s ryabhata_Refutation of V Lakshmikantham’s Untenable View 	 S R Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_6_SRSarma.pdf	36	672906
IJHS-45-2010-Issue-3	Tribhovandas Kalyandas Gajjar (1863-1920)_Pioneer Industrial Chemist of India 	 Harkishan Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_7_HSingh.pdf	126	673032
IJHS-45-2010-Issue-3	Ashish Lahiri_Radhanath Sikdar Beyond the Peak 	 Sisir Sen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_8_SKSen.pdf	12	673044
IJHS-45-2010-Issue-3	Minor Metal Crafts in Bengal_Tradition and Changes from the Medieval Times to the Present 	 Nupur Dasgupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_9_NupurDasgup.pdf	32	673076
IJHS-45-2010-Issue-3	Indigenous Knowledge of the Medicinal Plant Resources of Coromandel Coast Forests of Peninsular India in Modern Period 	 N Parthasarathy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_10_NParthasar.pdf	21	673097
IJHS-45-2010-Issue-3	Workshop on the History of Indian Science at the Bibliotheque Nationale de France: A Report_and 70th Indian History Congress_A Report 	 Jerome Petit_Shabnam Shukla	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_11_News.pdf	25	673122
IJHS-45-2010-Issue-3	Rasaprakasa Sudhakara Sanskrit Text with English Translation and Appendices (Chap 8) Part 1 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_12_SupplementInn.pdf	62	673184
IJHS-45-2010-Issue-3	Rasaprakasa Sudhakara_Sanskrit Text with English Translation and Appendices (Chap 8) Part 2 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_13_Sanskrittextc.pdf	90	673274
IJHS-45-2010-Issue-3	Rasaprakasa Sudhakara_Sanskrit Text with English Translation and Appendices (Chap 8)Part 3 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_3_14_EnglishtextCha.pdf	225	673499
IJHS-45-2010-Issue-4	Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_0_Contents.pdf	12	673511
IJHS-45-2010-Issue-4	Dating the Surya Siddhanta using Computational Simulation of Proper Motions and Ecliptic Variations 	 Anil Narayan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_1_ANarayan.pdf	129	673640
IJHS-45-2010-Issue-4	The Lost Knowledge_Accurate Positioning of Planets 	 Anand M Sharan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_2_ASharan.pdf	82	673722
IJHS-45-2010-Issue-4	The Historical Significance of the Total Solar Eclipse of Oct 17_1762 passing over Panjab 	 R C Kapoor	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_3_RCKapoor.pdf	149	673871
IJHS-45-2010-Issue-4	Karim Khan and his Perceptions of Western Science during his visit to Britain in 1840-41 	 Gulfishan Khan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_4_GKhan.pdf	100	673971
IJHS-45-2010-Issue-4	Khwaja Abdul Hamied (1898-1972)_Pioneer Scientist Industrialist 	 Harkishan Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_5_HSingh.pdf	338	674309
IJHS-45-2010-Issue-4	Veterinary Science and Animal Husbandry in India_A Case of IVRI at Mukteswar_IzatnagarStudy 	 J N Sinha	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_6_JNSinha.pdf	30	674339
IJHS-45-2010-Issue-4	Nandigrama of Ganesa Daivajna 	 S R Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_7_Historicalnotes.pdf	35	674374
IJHS-45-2010-Issue-4	Thakkura Pheru_Ganitasarakaumudi_The Moonlight of the Essence of Mathematics (ed and tr by SaKHYa) 	 R C Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_8_Bookreview.pdf	24	674398
IJHS-45-2010-Issue-4	Documentation and Study of Archaeometallurgical and Ethnometallurgical Evidence in Uttarakhand with Special Reference to Iron and Copper 	 D P Agrawal	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_9_ReportsDPAgarwal.pdf	20	674418
IJHS-45-2010-Issue-4	Anatomical Knowledge and the Anatomy of Medical Some Preliminary InquiriesKnowledge in India_Some Preliminary Inquiries 	 Jayanta Bhattacharya	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_10_ReportsJayanta.pdf	34	674452
IJHS-45-2010-Issue-4	History of Technology & Technical Education in India_A Synthesis 	 Shabnam Shukla	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_11_ReportShukla.pdf	14	674466
IJHS-45-2010-Issue-4	Mathematics and Astronomy in Medieval India 	 Madhvendra Narayan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_12_ReportMNarayan.pdf	30	674496
IJHS-45-2010-Issue-4	Book Received for Review 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_13_Bookreceived.pdf	11	674507
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English Translationand (Chap 9-13)AppendicesPart 1 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_14_SupplementInner.pdf	67	674574
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English Translation Part2 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_15_SupChap9English.pdf	30	674604
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 3 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_16_SupChap9Sankrit.pdf	31	674635
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 4 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_17_SupChap10Sankrit.pdf	34	674669
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 5 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_18_SupChap10English.pdf	38	674707
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 6 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_19_SupChap11Sankrit.pdf	52	674759
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 7 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_20_SupChap11English.pdf	54	674813
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 8 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_21_SupChap12Sankrit.pdf	28	674841
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 9 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_22_SupChap12English.pdf	23	674864
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 10 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_23_SupChap13Sankrit.pdf	28	674892
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 11 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_24_SupChap13English.pdf	23	674915
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 12 	 Damodar Joshi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_25_Appendices.pdf	54	674969
IJHS-45-2010-Issue-4	Index 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_26_Index.pdf	15	674984
IJHS-45-2010-Issue-4	Cumulative Index 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_27_Cumulativeindex.pdf	24	675008
IJHS-45-2010-Issue-4	Annual Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol45_4_28_AnnualContents.pdf	23	675031
IJHS-46-2011-Issue-1	Possible Chronological Markers In The Vedic Texts 	 Prabhakar Gondhalekar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_1_PGondalekhar.pdf	182	675213
IJHS-46-2011-Issue-1	Dhruva the Ancient Indian Pole Star: Fixity Rotation and Movement 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_2_RNIyenger.pdf	156	675369
IJHS-46-2011-Issue-1	Genesitic Roots and Philosophical Evolution of Vijnanavada (Yogacrya) School of Buddhism 	 OP Jaiswal	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_3_OPJaiswal.pdf	37	675406
IJHS-46-2011-Issue-1	Computation of N : A Modern Generalization of Ancient Technique 	 Vinod Mishra	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_4_VMishra.pdf	69	675475
IJHS-46-2011-Issue-1	Arrival of western medicine:Ayurvedic knowledge of anatomy and colonial confrontation 	 Jayanta Bhattacharya	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_5_JBhattacharyya.pdf	225	675700
IJHS-46-2011-Issue-1	Science in the Path of Syncretism 	 Arun Kumar Biswas	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_6_AKBiswas.pdf	62	675762
IJHS-46-2011-Issue-1	Historical Notes: Indian Renaissance: The Making of Modern India 	 Sisir K Majumdar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_7_SKMajumdar.pdf	63	675825
IJHS-46-2011-Issue-1	Historical Notes: Sudoku Yantra 	 Sreeramula Rajeswara Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_8_SRSarma.pdf	166	675991
IJHS-46-2011-Issue-1	Book Review: C K Raju; Cultural Foundations of Mathematics: The Nature of Mathematical Proof and the Transmission of the Calculus from India to Europe in the 16th c AD 	 Probir K Bondyopadhyay	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_9_Bookreview.pdf	26	676017
IJHS-46-2011-Issue-1	Project Reports: A Historical Study of Epilepsy from 1900-2005 AD 	 Arun Kumar Sethi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_10_Project reportAKSeth.pdf	23	676040
IJHS-46-2011-Issue-1	Project Reports: 1960-1999: Four Decades of Biochemistry in India 	 Srabani Sen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_11_Project reportSSen.pdf	25	676065
IJHS-46-2011-Issue-1	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_12_News.pdf	21	676086
IJHS-46-2011-Issue-1	Supplement: Kuttakarauiromani of Devaraja-Sankrit Text with Eng Notes and Appendices 	 Takao Hayashi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_14_Supplement.pdf	93	676179
IJHS-46-2011-Issue-1	Supplement: Madhyamanayanaprakarah: An Unknown Manuscript ascribed to Madhava with Eng tr and Notes 	 UKV Sarma; Venketeswara Pai et al	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_1_15_Supplement.pdf	702	676881
IJHS-46-2011-Issue-2	Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_0_Contents.pdf	10	676891
IJHS-46-2011-Issue-2	India's Contribution to Arab Mathematics 	 Khalil Jaouiche	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_1_KJaouiche.pdf	98	676989
IJHS-46-2011-Issue-2	George Peacock's Arithmetic in the Changing Landscape of the History of Mathematics in India 	 Agathe Keller	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_2_AKeller.pdf	89	677078
IJHS-46-2011-Issue-2	Situating the History of Indian Arithmetical Knowledge in George Peacock's Arithmetic 	 Dhruv Raina	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_3_DRaina.pdf	49	677127
IJHS-46-2011-Issue-2	Peacock's Arithmetic: An Attempt to Reconcile Empiricism to Universality 	 Marie-Jose Durand-Richard	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_4_1_MJDurandRichard.pdf	103	677230
IJHS-46-2011-Issue-2	Historical Notes: Rabindranath's Thoughts on Science : An Overview (A Tribute in 313 his 150th Birth Anniversary) 	 Sisir K Majumdar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_7_SKMajumdar.pdf	90	677320
IJHS-46-2011-Issue-2	Inscriptions as Records of Celestial Events 	 B S Shylaja and Geetha Kydala	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_8_BShailaja.pdf	33	677353
IJHS-46-2011-Issue-2	Book Review: Kim Plofker: Mathematics in India 	 A K Bag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_9_Bookreview.pdf	39	677392
IJHS-46-2011-Issue-2	Project Reports: Tribal Technology of Northeast India: Arunachal Pradesh 	 Amrendra Kumar Thakur	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_10_AKThakur.pdf	27	677419
IJHS-46-2011-Issue-2	Evolution of Three Premier Cancer Institutes of India - TMC, CNCI and CIWIA - An Assessment 	 Sukta Das	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_11_SuktaDas.pdf	24	677443
IJHS-46-2011-Issue-2	News: Magic Square for 2011 	 S R Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_12_NewsSRSarma.pdf	30	677473
IJHS-46-2011-Issue-2	News: Conference on: Otto Neugebauer, A Mathematician's Journey Between History and Practice of the Exact Sciences-A Report 	 Toke L Knudsen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_13_NewsKnudsen.pdf	15	677488
IJHS-46-2011-Issue-2	VIIth Investigators' Meet on History of Science Projects, New Delhi - A Report 	 Shabnam Shukla	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_14_NewsShukla.pdf	18	677506
IJHS-46-2011-Issue-2	Kuttakarauiromani of Devaraja - Sankrit Text with Eng tr, Notes and Appendices 	 Takao Hayashi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_2_15_Supplement.pdf	44	677550
IJHS-46-2011-Issue-3	Contents 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol47_3_0_Contents.pdf	15	677565
IJHS-46-2011-Issue-3	The Manda Puzzle in Indian Astronomy 	 Anil Narayanan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol47_3_1_ANarayanan.pdf	768	678333
IJHS-46-2011-Issue-3	Ancient Indian Iron and Steel: An Archaeometallurgical Study 	 B Prakash	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol46_3_1_BPrakash.pdf	2010	680343
