journal	paper	author	url	size_in_kb	cum_size_in_kb
IJHS-27-1992-Issue-4	Orbituary: S N Sen 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol27_4_13_Obituary_SNSen.pdf	56	122259
IJHS-27-1992-Issue-4	Erratum 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol27_4_16_Erratum.pdf	45	122304
IJHS-27-1992-Issue-4	Supplement: Bibliography of Physics, Astronomy, Astrophysics and Geophysics in India 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol27_4_17_SupplementBibliographyofPhysics.pdf	521	122825
IJHS-28-1993-Issue-1	A Search for the Earliest Vedic Calender 	 K D Abhyankar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_1_1_KDAbhyankar.pdf	209	123034
IJHS-28-1993-Issue-1	Astronomy of the Satapatha Brahmana 	 Subhash C Kak	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_1_2_SCKak.pdf	297	123331
IJHS-28-1993-Issue-1	A Fragment of the Lauhasastra of Nagarjuna 	 P V Sharma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_1_3_PVSharma.pdf	253	123584
IJHS-28-1993-Issue-1	Pratibimba Siddhanta of Jai Singh’s Library 	 V N Sharma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_1_4_VNSharma.pdf	82	123666
IJHS-28-1993-Issue-1	Two Mughal Celestial Globes 	 S R Sarma‚ S M R Ansari and A G Kulkarni	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_1_5_SRSarma.pdf	350	124016
IJHS-28-1993-Issue-1	Birbal Sahni and India– Madagascar Fit 	 Sanjay Chandra	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_1_6_SChandra.pdf	54	124070
IJHS-28-1993-Issue-1	Supplement 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_1_7_SupplementBibliographyofPhysics.pdf	1873	125943
IJHS-28-1993-Issue-2	The Structure of the Rgveda 	 Subhash C Kak	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_2_1_SCKak.pdf	141	126084
IJHS-28-1993-Issue-2	Sundararaja’s Improvements of Vedic Circle–Square Conversions 	 R C Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_2_2_RCGupta.pdf	276	126360
IJHS-28-1993-Issue-2	Use of Series in India 	 B Datta and A N Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_2_3_BDatta.pdf	317	126677
IJHS-28-1993-Issue-2	Sawai Jai Singh’s Hindu Astronomers 	 V N Sharma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_2_4_VNSharma.pdf	456	127133
IJHS-28-1993-Issue-2	Account by Joseph Dubois of Astronomical Work under Jai Singh Sawai 	 Raymond Mercier	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_2_5_RMercier.pdf	169	127302
IJHS-28-1993-Issue-2	Golak Chandra: India’s Pioneer Innovator Technician 	 Amitabha Ghosh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_2_6_AGhosh.pdf	405	127707
IJHS-28-1993-Issue-2	Book Review: Glimpses of India’s Statistical Heritage by J K Ghosh‚ S K Mitra and K R Parthasarthy 	 J N Kapur	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_2_7_BookReview.pdf	70	127777
IJHS-28-1993-Issue-2	Supplement 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_2_8_SupplementBiblographyofPhysics.pdf	2214	129991
IJHS-28-1993-Issue-3	Development of Astronomical Observation in Vedic and Post–Vedic India 	 Yukio Ohashi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_3_1_YOhashi.pdf	1027	131018
IJHS-28-1993-Issue-3	Surds in Hindu Mathematics 	 B Datta and A N Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_3_2_BDatta.pdf	166	131184
IJHS-28-1993-Issue-3	Approximate Values of Surds in Hindu Mathematics 	 B Datta and A N Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_3_3_BDatta.pdf	111	131295
IJHS-28-1993-Issue-3	Life and Works of Puran Singh 	 H S Virk	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_3_4_HSVirk.pdf	168	131463
IJHS-28-1993-Issue-3	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_3_5_News	6	131469
IJHS-28-1993-Issue-4	Formalisation and Orality in Panini’s Astadhyayi 	 P S Filliozat	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_4_1_PSFilliozat.pdf	172	131641
IJHS-28-1993-Issue-4	Constant–Set (Dhruva–Rasi) Technique in Jaina School of Astronomy 	 L C Jain and K P Jain	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_4_2_LCJain.pdf	103	131744
IJHS-28-1993-Issue-4	The Primacy of India in Ancient Brass and Zinc Metallurgy 	 A K Biwas	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_4_3_AKBiswas.pdf	398	132142
IJHS-28-1993-Issue-4	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_4_4_BookReviewsAKBiswasAndARahman.pdf	72	132214
IJHS-28-1993-Issue-4	Supplement 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol28_4_5_SupplementBibliographyofPhysics.pdf	2284	134498
IJHS-29-1994-Issue-1	Calcutta: The Emergence of a Science City (1784–1856) 	 Deepak Kumar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_1_DKumar.pdf	127	134625
IJHS-29-1994-Issue-1	William O’Shaughnessy – An Innovator and Entrepreneur 	 Saroj Ghose	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_2_SGhose.pdf	226	134851
IJHS-29-1994-Issue-1	John Henry Pratt‚ Archdeacon of Calcutta and His Theory of Isostatic Compensation 	 Manidipa Kahali	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_3_MKahali.pdf	123	134974
IJHS-29-1994-Issue-1	Madhusudan Gupta 	 Debasis Bose	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_4_DBose.pdf	162	135136
IJHS-29-1994-Issue-1	The Pioneering Role of Calcutta in Scientific and Technical Education in India 	 S N Sen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_5_SNSen.pdf	117	135253
IJHS-29-1994-Issue-1	Calcutta University and Science 	 S C Ghosh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_6_SCGhosh.pdf	193	135446
IJHS-29-1994-Issue-1	Some Eminent Indian Pioneers in the Field of Technology 	 Amitabha Ghosh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_7_AGhosh.pdf	243	135689
IJHS-29-1994-Issue-1	Reverend Father Eugene Lafont and the Scientific Activity of St Xaviers College 	 Arun Kumar Biswas	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_8_AKBiswas.pdf	204	135893
IJHS-29-1994-Issue-1	Mahalanobis and the Art and Science of Statistics: The Early Days 	 J K Ghosh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_9_JKGhosh.pdf	159	136052
IJHS-29-1994-Issue-1	Meghnad Saha – The Scientist and the Institution Builder 	 Santimay Chatterjee	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_10_SChatterjee.pdf	180	136232
IJHS-29-1994-Issue-1	Four Calcuttans in Defence of Scientific Temper 	 Debiprasad Chattopadhyay	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_11_DChattopadhyaya.pdf	128	136360
IJHS-29-1994-Issue-1	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_12_News.pdf	66	136426
IJHS-29-1994-Issue-1	Supplement: On the Desirability of a National Institution for the Cultivation of the Sciences by the Natives of India (1872–1876) 	 Mahendralal Sircar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_1_13_Supplement.pdf	633	137059
IJHS-29-1994-Issue-2	Vaidurya‚ Marakata and Other Beryl Family Gem Minerals: Etymology and Traditions in Ancient India 	 Arun Kumar Biswas	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_2_2_AKBiswas.pdf	700	137759
IJHS-29-1994-Issue-2	Astronomical Instruments in Classical Siddhantas 	 Yukio Ohashi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_2_3_YOhashi.pdf	2055	139814
IJHS-29-1994-Issue-2	Sulbarakalikacchedah: Medieval Methods for Cleansing Metal Surfaces and Removing Tarnishes 	 Vijaya Deshpande	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_2_4_VDeshpande.pdf	180	139994
IJHS-29-1994-Issue-2	D’Apres De Mannevillette Captain and Hydrographer to the French East India Company (1707–1780) 	 Manonmani Filliozat	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_2_5_MFilliozat.pdf	218	140212
IJHS-29-1994-Issue-2	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_2_6_News.pdf	118	140330
IJHS-29-1994-Issue-3	Carburisation of Iron in Ancient India 	 S K Bhatia	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_3_1_SKBhatia.pdf	135	140465
IJHS-29-1994-Issue-3	Metrology and Coinage in Ancient India and Contemporary World 	 N G Dongre	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_3_2_NGDongre.pdf	161	140626
IJHS-29-1994-Issue-3	Evolution of Early Writing in India 	 Subhash C Kak	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_3_3_SCKak.pdf	219	140845
IJHS-29-1994-Issue-3	Gem—Minerals in Pre–Modern India 	 Arun Kumar Biswas	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_3_4_AKBiswas.pdf	498	141343
IJHS-29-1994-Issue-3	Metallurgy and Traditional Metal Crafts in Tamil Nadu 	 Vijaya Ramaswamy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_3_5_VRamaswamy.pdf	193	141536
IJHS-29-1994-Issue-3	Misra Yantra of the Delhi Observatory 	 Virendra Nath Sharma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_3_6_VNSharma.pdf	207	141743
IJHS-29-1994-Issue-3	Obituary: Debiprasad Chattopadhaya 	 A K Chakravarty	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_3_7_Obituary.pdf	56	141799
IJHS-29-1994-Issue-3	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_3_8_News.pdf	65	141864
IJHS-29-1994-Issue-4	Planets in the Vedic Literature 	 Davis Frawley	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_4_1_DFrawley.pdf	147	142011
IJHS-29-1994-Issue-4	Indian Astronomical and Time–Measuring Instruments: A Catalogue in Preparation 	 Sreeramula Rajeswara Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_4_2_SRSarma.pdf	465	142476
IJHS-29-1994-Issue-4	Solutions of Linear Algebraic Equations and Sums of Fraction–Additions Using Sutra Method 	 S Das	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_4_3_SDas.pdf	333	142809
IJHS-29-1994-Issue-4	Indeterminate Analysis in the Context of the Mahasiddhanta of Aryabhata II 	 V N Jha	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_4_4_VNJha.pdf	152	142961
IJHS-29-1994-Issue-4	Iron and Steel in Pre–Modern India—A Critical Review 	 Arun Kumar Biswas	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_4_5_AKBiswas.pdf	423	143384
IJHS-29-1994-Issue-4	Dhvantapramapaka Yantra of Maharsi Bharadvaja 	 N G Dongre	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_4_6_NGDongre.pdf	329	143713
IJHS-29-1994-Issue-4	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol29_4_9_News.pdf	70	143783
IJHS-30-1995-Issue-1	The Effect of Knowledge of Indian Biota on Ecological Thought 	 J Donald Hughes	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_1_1_JDHughes.pdf	163	143946
IJHS-30-1995-Issue-1	Sungka Mathematics ofg the Philippines 	 Paul Manansala	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_1_2_PManansala.pdf	237	144183
IJHS-30-1995-Issue-1	On The Meaning of the Mula Naksatra 	 N C Rana and R K Kochhar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_1_3_NCRana.pdf	65	144248
IJHS-30-1995-Issue-1	Polygonal Approximation to Circle and Madhavacarya 	 A Mukhopadhyay and M R Adhikari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_1_4_AMukhopadhyay.pdf	170	144418
IJHS-30-1995-Issue-1	Making Mountains out of Molehills? George Everest and Henry Barrow, 1830-39 	 Jane Insley	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_1_5_JInsley.pdf	147	144565
IJHS-30-1995-Issue-1	The Method for Finding out the Number of Moons and their Families in the Tiloyapannatti 	 L C Jain and Kumari Prabha Jain	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_1_6_LCJain.pdf	192	144757
IJHS-30-1995-Issue-1	Book Review 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_1_7_BookReview.pdf	51	144808
IJHS-30-1995-Issue-1	A National Report on Studies in HOS in India (1990-93) 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_1_8_ReviewReport.pdf	208	145016
IJHS-30-1995-Issue-2to4	Kattamaran in South Kerala— A Study of Constructional Techniques 	 A P Greeshmalatha and G V Rajamanickam	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_1_APGreeshmalatha.pdf	562	145578
IJHS-30-1995-Issue-2to4	Certain Special Features of the Ancient Jaina Calender 	 L C Jain and Kumari Prabha Jain	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_2_LCJain.pdf	459	146037
IJHS-30-1995-Issue-2to4	Tabaqat Al–Umam of Qadi Sai–id Al–Andalusi (1029-1070) 	 M S Khan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_3_MSKhan.pdf	349	146386
IJHS-30-1995-Issue-2to4	Three 19th Century Calcutta Astronomers 	 A K Chakravarty	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_4_AKChakravarty.pdf	137	146523
IJHS-30-1995-Issue-2to4	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_5_BookReviews.pdf	51	146574
IJHS-30-1995-Issue-2to4	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_6_News.pdf	47	146621
IJHS-30-1995-Issue-2to4	SupplementHistory of Magnetic Studies in India 1850to1980-— A Bibliography 	 Jayanta Sthanapati and S N Sen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_7_Supplementary_HistoryofMagneticStudiesinIndia.pdf	3495	150116
IJHS-31-1996-Issue-1	Evolution of Dating System 	 A K Charavarty	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_1_1_AKChakravarty.pdf	211	150327
IJHS-31-1996-Issue-1	Kalyuga‚ Saptarsi‚ Yudhisthra and Laukika Eras 	 K D Abhyankar and G M Ballabh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_1_2_KDAbhyankar.pdf	262	150589
IJHS-31-1996-Issue-1	Vikrama Era 	 Ajay Mitra Shastri	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_1_3_AMShastri_vikrama.pdf	589	151178
IJHS-31-1996-Issue-1	Saka Era 	 Ajay Mitra Shastri	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_1_4_AMShastri_Saka.pdf	445	151623
IJHS-31-1996-Issue-1	Bengali San 	 Amitabha Bhattacharyya	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_1_5_ABhattacharyya.pdf	63	151686
IJHS-31-1996-Issue-1	Kollam Era 	 K V Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_1_6_KVSarma.pdf	94	151780
IJHS-31-1996-Issue-1	News and Seminar Publications 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_1_7_NewsSeminarPublications.pdf	94	151874
IJHS-31-1996-Issue-1	Supplement: History of Magnetic Studies in India 1850–1980 	 Jayanta Sthanapati	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_1_8_SupplementBibliographyon MagneticStudies.pdf	2752	154626
IJHS-31-1996-Issue-2	Original Concept of Soma 	 P V Sharma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_2_1_PVSharma.pdf	323	154949
IJHS-31-1996-Issue-2	A Botanical Account of Valmiki’s Pancavati 	 K H Krishnamurthy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_2_2_KHKrishnamurthy.pdf	388	155337
IJHS-31-1996-Issue-2	Theorem of Square on the Diagonal in Vedic Geometry and its Application 	 V Mishra and S L Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_2_3_VMishra.pdf	104	155441
IJHS-31-1996-Issue-2	Emergence of Vrksayurveda 	 Lallanji Gopal	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_2_4_LGopal.pdf	83	155524
IJHS-31-1996-Issue-2	Sanskrit Geographical Tables 	 David Pingree	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_2_5_DPingree.pdf	460	155984
IJHS-31-1996-Issue-2	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_2_6_NewsMonographPublications.pdf	136	156120
IJHS-31-1996-Issue-3	Embyology and Abortion in Indian Antiquity: A Brief Survey 	 H Willer Laale	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_3_1_HWLaale.pdf	477	156597
IJHS-31-1996-Issue-3	Sanskrit Vastu–Works on Soil–Testing 	 Manabendu Banerjee	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_3_2_MBanerjee.pdf	156	156753
IJHS-31-1996-Issue-3	Conjunction of Jupiter with δ Cancri 	 S D Sharma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_3_3_SDSharma.pdf	70	156823
IJHS-31-1996-Issue-3	A Note on Ancient Zinc Smelting in India and China 	 Vijaya Deshpande	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_3_4_VDeshpande.pdf	76	156899
IJHS-31-1996-Issue-3	Evaluation of the Accuracy of Measurements in Indian Astronomy – I: Samanta Candrasekhara 	 P K Misra	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_3_5_PKMisra.pdf	106	157005
IJHS-31-1996-Issue-3	Book Review and News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_3_6_BookReviewandNews.pdf	4	157009
IJHS-31-1996-Issue-4	Beginning of Scientific Observations: Founding of Linguistic Science in India 	 Malati J Shendge	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_4_1_MJShendge.pdf	485	157494
IJHS-31-1996-Issue-4	Water in Ancient India 	 Radha Krishnamurthy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_4_2_RKrishnamurthy.pdf	183	157677
IJHS-31-1996-Issue-4	Multiplication and Divisibility of Numbers – The Sutra Way 	 S Das	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_4_3_SDas.pdf	335	158012
IJHS-31-1996-Issue-4	Musavijnana or the Ancient Science of Crucibles 	 Vijaya Jayant Deshpande	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_4_4_VJDeshpande.pdf	278	158290
IJHS-31-1996-Issue-4	JC Bose’s Views on Biological Rhythms 	 M K Chandrashekaran and R Subbaraj	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_4_5_MKChandrashekaran.pdf	150	158440
IJHS-31-1996-Issue-4	Norman Gill: The Pioneer Horticulturist of the Hills of Uttar Pradesh – A Tribute 	 N C Shah	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol31_4_6_NCShah.pdf	155	158595
IJHS-32-1997-Issue-1	Use of Metals in Ayuevedic Medicine 	 Bhanu Prakash	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_1_1_BPrakash.pdf	600	159195
IJHS-32-1997-Issue-1	Traditional Sea Knowledge Prevailing among Tribes of Andaman and Nicobar Islands 	 G V Rajamanickam	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_1_2_GVRajamanickam.pdf	461	159656
IJHS-32-1997-Issue-1	Ancient and Medieval Star Catalogues 	 George Abraham	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_1_3_GAbraham.pdf	59	159715
IJHS-32-1997-Issue-1	The Concept of Cyclic Quadilaterals: Its Origin and Development in India (From the Age of Sulba Sutras to Bhaskara I) 	 A Mukhopadhyay and MR Adhikari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_1_4_AMukhopadhyay.pdf	247	159962
IJHS-32-1997-Issue-1	A Note on Kali Era 	 S K Chatterjee	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_1_5_SKChatterjee.pdf	216	160178
IJHS-32-1997-Issue-1	A Note on the Vikrama and Saka Eras 	 B N Mukherjee	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_1_6_BNMukherjee.pdf	102	160280
IJHS-32-1997-Issue-1	Book Review: Kasyapa–Samhita 	 S C Sankhyadhar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_1_7_BookReview.pdf	51	160331
IJHS-32-1997-Issue-1	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_1_9_NewsandAcademyPublicationsonHOS	6	160337
IJHS-32-1997-Issue-1	Supplement: Rasahrdayatantram 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_1_10_SupplementRasahrdayatantramCh1to10	6	160343
IJHS-32-1997-Issue-2	On th Science of Consciousness in Ancient India 	 Subhash C Kak	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_2_1_SCKak.pdf	216	160559
IJHS-32-1997-Issue-2	Stone Anchors: The Need for Methodical Recording 	 Honor Frost	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_2_2_HFrost.pdf	102	160661
IJHS-32-1997-Issue-2	First Degree Indeterminate Analysis in Ancient India and its Application by Virasena 	 V Mishra and S L Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_2_3_VMishra.pdf	80	160741
IJHS-32-1997-Issue-2	Variable Radius Epicycle Model 	 George Abraham	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_2_4_GAbraham.pdf	50	160791
IJHS-32-1997-Issue-2	Guru Jones—A Private Engineer in the Colonial Trap 	 Amitabha Ghosh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_2_5_AGhosh.pdf	313	161104
IJHS-32-1997-Issue-2	In Quests of Early Manuscripts/ Collections Dealing with Science and Technology in India 	 K V Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_2_6_KVSarma.pdf	187	161291
IJHS-32-1997-Issue-2	Book Review: Technology and the Raj by Roy McLeod and Deepak Kumar 	 Chittabrata Palit	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_2_7_BookReview.pdf	58	161349
IJHS-32-1997-Issue-2	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_2_8_NewsIndoPortuguesePublicationsonHOS.pdf	77	161426
IJHS-32-1997-Issue-3	True Rationale of Surya Siddhanta 	 K Chandra Hari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_3_1_KCHari.pdf	145	161571
IJHS-32-1997-Issue-3	Some Medieval Arithmetical Tables 	 S R Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_3_2_SRSarma.pdf	125	161696
IJHS-32-1997-Issue-3	Early History of the Astrolabe in India 	 Yukio Ohashi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_3_3_YOhashi.pdf	1491	163187
IJHS-32-1997-Issue-3	Book Review: Minerals and Metals in Ancient India by A K Biswas 	 A M Shastri	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_3_4_BookReview.pdf	89	163276
IJHS-32-1997-Issue-4	Three old Indian Values of Π 	 Subhash C Kak	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_4_1_SCKak.pdf	124	163400
IJHS-32-1997-Issue-4	Arithmetic Operation of Division with Special Reference to Bhaskara II’s Lilavati and its Commentaries 	 V M Mallayya	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_4_2_VMMallayya.pdf	182	163582
IJHS-32-1997-Issue-4	Balinese Traditional Calendar 	 SK Chatterjee	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_4_3_SKChatterjee.pdf	300	163882
IJHS-32-1997-Issue-4	Guttur – An Iron Age Industrial Centre in Dharmapuri District 	 B Raghunatha Rao and B Sasisekaran	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_4_4_BRRao.pdf	526	164408
IJHS-32-1997-Issue-4	Lolimbaraja and his Contribution to Medicine 	 Nirmal Saxena	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_4_5_NSaxena.pdf	181	164589
IJHS-32-1997-Issue-4	The Portugese and the Study of Medicinal Plants in India in the Sixteenth Century 	 K S Matthew	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_4_6_KSMathew.pdf	156	164745
IJHS-32-1997-Issue-4	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_4_7_BookReviewaAndSRSarma.pdf	61	164806
IJHS-32-1997-Issue-4	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol32_4_8_NewsMagicSquare.pdf	36	164842
IJHS-33-1998-Issue-1	Babylonian Mathematics 	 Swapan Kumar Adhikari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_1_1_SKAdhikari.pdf	249	165091
IJHS-33-1998-Issue-1	Vena‚ Veda‚ Venus 	 Subhash C Kak	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_1_2_SCKak.pdf	85	165176
IJHS-33-1998-Issue-1	Sayana’s Astronomy 	 Subhash C Kak	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_1_3_SCKak.pdf	78	165254
IJHS-33-1998-Issue-1	Contemporaneity of the Perception on Environment in Kautilya’s Arthasastra 	 Sunil Sen Sarma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol33_1_4_SSSarma.pdf	185	165439
