sloka	pada	english	speech_part	word_count	verb_count
2.105.2	कृत्वा	having performed	[[('having', 'VBG'), ('performed', 'VBN')]]	2	2
2.105.23	कृत्वा	having done	[[('having', 'VBG'), ('done', 'VBN')]]	2	2
2.110.21	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.112.15	कृत्वा	drawing	[[('drawing', 'VBG')]]	1	1
2.112.31	कृत्वा	having placed	[[('having', 'VBG'), ('placed', 'VBN')]]	2	2
2.113.19	कृत्वा	having done	[[('having', 'VBG'), ('done', 'VBN')]]	2	2
2.115.15	कृत्वा	having placed	[[('having', 'VBG'), ('placed', 'VBN')]]	2	2
2.118.10	कृत्वा	having rendered	[[('having', 'VBG'), ('rendered', 'VBN')]]	2	2
2.12.44	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.14.22	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.2.10	कृत्वा	having consecrated	[[('having', 'VBG'), ('consecrated', 'VBN')]]	2	2
2.21.15	कृत्वा	having created	[[('having', 'VBG'), ('created', 'VBN')]]	2	2
2.21.47	कृत्वा	having fulfilled	[[('having', 'VBG'), ('fulfilled', 'VBN')]]	2	2
2.25.37	कृत्वा	having offered	[[('having', 'VBG'), ('offered', 'VBN')]]	2	2
2.26.4	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.3.44	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.37.13	कृत्वा	having placed	[[('having', 'VBG'), ('placed', 'VBN')]]	2	2
2.40.13	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.46.12	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.50.6	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.55.12	कृत्वा	keeping	[[('keeping', 'VBG')]]	1	1
2.55.5	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.55.6	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.56.31	कृत्वा	having offered	[[('having', 'VBG'), ('offered', 'VBN')]]	2	2
2.57.30	कृत्वा	having done	[[('having', 'VBG'), ('done', 'VBN')]]	2	2
2.58.14	कृत्वा	having set	[[('having', 'VBG'), ('set', 'VBN')]]	2	2
2.59.3	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.59.6	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.6.19	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.62.6	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.64.2	कृत्वा	having done	[[('having', 'VBG'), ('done', 'VBN')]]	2	2
2.68.11	कृत्वा	having done	[[('having', 'VBG'), ('done', 'VBN')]]	2	2
2.71.12	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.71.14	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.73.3	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.74.12	कृत्वा	having committed	[[('having', 'VBG'), ('committed', 'VBN')]]	2	2
2.76.23	कृत्वा	having offered	[[('having', 'VBG'), ('offered', 'VBN')]]	2	2
2.78.3	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
2.91.51	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
3.25.34	कृत्वा	produced	[[('produced', 'VBN')]]	1	1
3.31.5	कृत्वा	having caused	[[('having', 'VBG'), ('caused', 'VBN')]]	2	2
3.37.23	कृत्वा	take	[[('take', 'VB')]]	1	1
3.40.23	कृत्वा	having done	[[('having', 'VBG'), ('done', 'VBN')]]	2	2
3.55.37	कृत्वा	placed	[[('placed', 'VBN')]]	1	1
3.74.3	कृत्वा	made	[[('made', 'VBN')]]	1	1
4.33.45	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
4.48.23	कृत्वा	having done	[[('having', 'VBG'), ('done', 'VBN')]]	2	2
4.66.10	कृत्वा	took	[[('took', 'VBD')]]	1	1
5.1.8	कृत्वा	offered	[[('offered', 'VBN')]]	1	1
5.1.9	कृत्वा	having offered	[[('having', 'VBG'), ('offered', 'VBN')]]	2	2
5.10.45	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
5.13.42	कृत्वा	having made	[[('having', 'VBG'), ('made', 'VBN')]]	2	2
5.20.13	कृत्वा	having created	[[('having', 'VBG'), ('created', 'VBN')]]	2	2
5.21.2	कृत्वा	placed	[[('placed', 'VBN')]]	1	1
5.21.5	कृत्वा	having placed	[[('having', 'VBG'), ('placed', 'VBN')]]	2	2
5.28.14	कृत्वा	following	[[('following', 'VBG')]]	1	1
5.34.26	कृत्वा	having entertained	[[('having', 'VBG'), ('entertained', 'VBN')]]	2	2
5.35.40	कृत्वा	having placed	[[('having', 'VBG'), ('placed', 'VBN')]]	2	2
5.41.21	कृत्वा	having caused	[[('having', 'VBG'), ('caused', 'VBN')]]	2	2
5.45.11	कृत्वा	making	[[('making', 'VBG')]]	1	1
5.51.43	कृत्वा	having done	[[('having', 'VBG'), ('done', 'VBN')]]	2	2
5.57.11	कृत्वा	done	[[('done', 'VBN')]]	1	1
5.58.126	कृत्वा	done	[[('done', 'VBN')]]	1	1
5.62.14	कृत्वा	having done	[[('having', 'VBG'), ('done', 'VBN')]]	2	2
5.62.39	कृत्वा	having offered	[[('having', 'VBG'), ('offered', 'VBN')]]	2	2
2.12.67	कृत्वा च	having done	[[('having', 'VBG'), ('done', 'VBN')]]	2	2
3.28.28	कृद्धः	enraged	[[('enraged', 'VBN')]]	1	1
2.36.20	कृद्धाः	enraged	[[('enraged', 'VBN')]]	1	1
4.56.17	कृपणम्	wretched	[[('wretched', 'VBN')]]	1	1
2.64.36	कृपणाम्	wretched	[[('wretched', 'VBN')]]	1	1
2.100.2	कृशम्	emaciated	[[('emaciated', 'VBN')]]	1	1
2.71.43	कृशम्	emaciated	[[('emaciated', 'VBN')]]	1	1
2.75.7	कृशा	emaciated	[[('emaciated', 'VBN')]]	1	1
2.92.15	कृशा	emaciated	[[('emaciated', 'VBN')]]	1	1
5.57.37	कृशा	weakened	[[('weakened', 'VBN')]]	1	1
4.50.23	कृशाः	weakened	[[('weakened', 'VBN')]]	1	1
5.19.21	कृशाम्	emaciated	[[('emaciated', 'VBN')]]	1	1
2.74.23	कृशौ	emaciated	[[('emaciated', 'VBN')]]	1	1
5.62.17	कृष्टा	holding	[[('holding', 'VBG')]]	1	1
5.27.23	कृष्यमाणः	being dragged	[[('being', 'VBG'), ('dragged', 'VBD')]]	2	2
5.48.51	कृष्यमाणः	dragged	[[('dragged', 'VBD')]]	1	1
5.48.58	कृष्यमाणम्	being dragged	[[('being', 'VBG'), ('dragged', 'VBD')]]	2	2
5.67.11	कोपसंवर्तितेक्षणः	anguished	[[('anguished', 'VBN')]]	1	1
3.71.3	कोपितः	was enraged	[[('was', 'VBD'), ('enraged', 'VBN')]]	2	2
2.80.5	कोविदाः	skilled	[[('skilled', 'VBN')]]	1	1
5.34.36	कौशलम्	wellbeing	[[('wellbeing', 'VBG')]]	1	1
5.54.25	क्रन्दन्त्यः	shouting	[[('shouting', 'VBG')]]	1	1
5.36.8	क्रमता	advancing	[[('advancing', 'VBG')]]	1	1
5.16.12	क्रान्तः	crossed	[[('crossed', 'VBN')]]	1	1
2.13.17	क्रियताम्	be done	[[('be', 'VB'), ('done', 'VBN')]]	2	2
2.24.13	क्रियताम्	be done	[[('be', 'VB'), ('done', 'VBN')]]	2	2
2.9.30	क्रियताम्	be made	[[('be', 'VB'), ('made', 'VBN')]]	2	2
1.14.37	क्रियते	was offered	[[('was', 'VBD'), ('offered', 'VBN')]]	2	2
2.31.7	क्रियते	is being done	[[('is', 'VBZ'), ('being', 'VBG'), ('done', 'VBN')]]	3	3
2.31.8	क्रियते	is being done	[[('is', 'VBZ'), ('being', 'VBG'), ('done', 'VBN')]]	3	3
2.34.35	क्रियते	is being done	[[('is', 'VBZ'), ('being', 'VBG'), ('done', 'VBN')]]	3	3
3.6.17	क्रियते	is being waged	[[('is', 'VBZ'), ('being', 'VBG'), ('waged', 'VBN')]]	3	3
1.13.6	क्रियन्ताम्	be erected	[[('be', 'VB'), ('erected', 'VBN')]]	2	2
2.89.18	क्रियन्ते स्म	exhibited	[[('exhibited', 'VBN')]]	1	1
3.6.18	क्रियमाणम्	being done	[[('being', 'VBG'), ('done', 'VBN')]]	2	2
2.36.19	क्रीडतः	playing	[[('playing', 'VBG')]]	1	1
3.73.35	क्रीडताम्	sporting	[[('sporting', 'VBG')]]	1	1
5.38.26	क्रीडति	sporting	[[('sporting', 'VBG')]]	1	1
5.67.8	क्रीडति	sported	[[('sported', 'VBN')]]	1	1
1.15.22	क्रीडन्तः	sporting	[[('sporting', 'VBG')]]	1	1
3.56.20	क्रीडन्ती	sporting	[[('sporting', 'VBG')]]	1	1
2.6.16	क्रीडमानाः	playing	[[('playing', 'VBG')]]	1	1
2.64.8	क्रीडितम्	sported	[[('sported', 'VBN')]]	1	1
2.71.22	क्रीडित्वा	sporting	[[('sporting', 'VBG')]]	1	1
5.9.35	क्रीडित्वा	having sported	[[('having', 'VBG'), ('sported', 'VBN')]]	2	2
1.76.4	क्रुद्धः	enraged	[[('enraged', 'VBN')]]	1	1
1.76.5	क्रुद्धः	enraged	[[('enraged', 'VBN')]]	1	1
2.53.25	क्रुद्धः	am enraged	[[('am', 'VBP'), ('enraged', 'VBN')]]	2	2
2.61.20	क्रुद्धः	inflamed	[[('inflamed', 'VBN')]]	1	1
3.28.24	क्रुद्धः	enraged	[[('enraged', 'VBN')]]	1	1
3.56.26	क्रुद्धः	enraged	[[('enraged', 'VBN')]]	1	1
4.34.6	क्रुद्धः	infuriated	[[('infuriated', 'VBN')]]	1	1
4.48.13	क्रुद्धः	enraged	[[('enraged', 'VBN')]]	1	1
5.43.16	क्रुद्धः	infuriated	[[('infuriated', 'VBN')]]	1	1
4.34.2	क्रुद्धम्	enraged	[[('enraged', 'VBN')]]	1	1
3.48.20	क्रुद्धा	enraged	[[('enraged', 'VBN')]]	1	1
5.3.27	क्रुद्धा	enraged	[[('enraged', 'VBN')]]	1	1
5.38.18	क्रुद्धा	enraged	[[('enraged', 'VBN')]]	1	1
5.58.74	क्रूरे	wicked	[[('wicked', 'VBD')]]	1	1
3.51.8	क्रोधात्	enraged	[[('enraged', 'VBN')]]	1	1
4.46.11	क्रोधात्	enraged	[[('enraged', 'VBN')]]	1	1
3.33.16	क्रोधिनम्	cholorictempered	[[('cholorictempered', 'VBN')]]	1	1
2.75.5	क्रोशतः	wailing	[[('wailing', 'VBG')]]	1	1
2.56.9	क्रोशति	is screaming	[[('is', 'VBZ'), ('screaming', 'VBG')]]	2	2
5.26.3	क्रोशती	screaming	[[('screaming', 'VBG')]]	1	1
4.40.35	क्रोशन्तम्	roaring	[[('roaring', 'VBG')]]	1	1
1.54.6	क्रोशन्ती च	moaning	[[('moaning', 'VBG')]]	1	1
2.78.16	क्रोशन्तीम्	shrieking	[[('shrieking', 'VBG')]]	1	1
3.52.7	क्रोशन्तीम्	lamenting	[[('lamenting', 'VBG')]]	1	1
1.60.19	क्रोशमानस्य	crying	[[('crying', 'VBG')]]	1	1
2.71.34	क्लान्तम्	exhausted	[[('exhausted', 'VBN')]]	1	1
5.11.4	क्लान्ताः	fatigued	[[('fatigued', 'VBN')]]	1	1
5.41.17	क्लान्तैः	withered	[[('withered', 'VBD')]]	1	1
1.41.20	क्लिन्नम्	inundated	[[('inundated', 'VBN')]]	1	1
2.39.7	क्लिश्यते	are suffering	[[('are', 'VBP'), ('suffering', 'VBG')]]	2	2
2.63.49	क्लिश्यते	is pained	[[('is', 'VBZ'), ('pained', 'VBN')]]	2	2
3.51.36	क्लिश्यमानः	being tormented	[[('being', 'VBG'), ('tormented', 'VBN')]]	2	2
5.38.24	क्लिश्यमानया	tormented	[[('tormented', 'VBN')]]	1	1
2.103.25	क्लिष्टम्	obscured	[[('obscured', 'VBN')]]	1	1
5.15.47	क्लिष्टवत्तरम्	crumpled	[[('crumpled', 'VBN')]]	1	1
2.105.20	क्षपयन्ति	are decaying	[[('are', 'VBP'), ('decaying', 'VBG')]]	2	2
4.55.19	क्षमम्	is fitting	[[('is', 'VBZ'), ('fitting', 'VBG')]]	2	2
2.13.9	क्षमापरः	forgiving	[[('forgiving', 'VBG')]]	1	1
1.45.41	क्षयं गतम्	was perished	[[('was', 'VBD'), ('perished', 'VBN')]]	2	2
1.66.22	क्षयं यातानि	were deteriorated	[[('were', 'VBD'), ('deteriorated', 'VBN')]]	2	2
5.6.31	क्षरतः	shedding	[[('shedding', 'VBG')]]	1	1
5.47.15	क्षरन्	flowing	[[('flowing', 'VBG')]]	1	1
4.66.23	क्षिप्तम्	hurled	[[('hurled', 'VBN')]]	1	1
1.56.13	क्षिप्तवान्	employed	[[('employed', 'VBN')]]	1	1
5.40.4	क्षिप्ताम्	released	[[('released', 'VBN')]]	1	1
3.71.30	क्षिप्त्वा	dropping	[[('dropping', 'VBG')]]	1	1
3.22.3	क्षीणजीवितम्	shortlived	[[('shortlived', 'VBN')]]	1	1
1.6.12	क्षुद्रः	meanminded	[[('meanminded', 'VBN')]]	1	1
1.36.14	क्षुभितम्	is shaken	[[('is', 'VBZ'), ('shaken', 'VBN')]]	2	2
1.65.13	क्षुभिताः	are agitated	[[('are', 'VBP'), ('agitated', 'VBN')]]	2	2
2.18.5	क्षुभ्यन्तम्	shaking	[[('shaking', 'VBG')]]	1	1
1.1.79	क्षोभयामास	agitated	[[('agitated', 'VBN')]]	1	1
4.45.10	क्ष्वेलन्तः	leaping	[[('leaping', 'VBG')]]	1	1
5.57.41	क्ष्वेलन्ति	howled	[[('howled', 'VBN')]]	1	1
5.62.13	क्ष्वेलाम् प्रकुर्वन्ति	roared	[[('roared', 'VBN')]]	1	1
1.40.20	खनन्तः	digging	[[('digging', 'VBG')]]	1	1
1.39.24	खन्यते	is being excavated	[[('is', 'VBZ'), ('being', 'VBG'), ('excavated', 'VBN')]]	3	3
1.40.12	खन्यमाने	was being excavated	[[('was', 'VBD'), ('being', 'VBG'), ('excavated', 'VBN')]]	3	3
1.29.3	ख्यातः	known	[[('known', 'VBN')]]	1	1
1.70.2	ख्यातः	renowned	[[('renowned', 'VBN')]]	1	1
5.26.13	ख्यातः	renowned	[[('renowned', 'VBN')]]	1	1
1.10.14	ख्यातम्	is known	[[('is', 'VBZ'), ('known', 'VBN')]]	2	2
2.9.11	ख्यातम्	renowned	[[('renowned', 'VBN')]]	1	1
5.65.26	ख्यातम्	has been said	[[('has', 'VBZ'), ('been', 'VBN'), ('said', 'VBD')]]	3	3
1.24.3	गच्छ	go	[[('go', 'VB')]]	1	1
1.29.16	गच्छ	obtain	[[('obtain', 'VB')]]	1	1
1.60.13	गच्छ	go	[[('go', 'VB')]]	1	1
1.65.20	गच्छ	go	[[('go', 'VB')]]	1	1
1.70.11	गच्छ	go	[[('go', 'VB')]]	1	1
2.104.22	गच्छ	go	[[('go', 'VB')]]	1	1
2.107.15	गच्छ	go	[[('go', 'VB')]]	1	1
2.107.17	गच्छ	go	[[('go', 'VB')]]	1	1
2.12.86	गच्छ	go	[[('go', 'VB')]]	1	1
2.14.63	गच्छ	go	[[('go', 'VB')]]	1	1
2.24.33	गच्छ	go	[[('go', 'VB')]]	1	1
2.24.36	गच्छ	go	[[('go', 'VB')]]	1	1
2.25.2	गच्छ	go	[[('go', 'VB')]]	1	1
2.25.21	गच्छ	go	[[('go', 'VB')]]	1	1
2.25.40	गच्छ	go	[[('go', 'VB')]]	1	1
2.30.18	गच्छ	obtain	[[('obtain', 'VB')]]	1	1
2.40.9	गच्छ	go	[[('go', 'VB')]]	1	1
2.5.2	गच्छ	go	[[('go', 'VB')]]	1	1
2.55.27	गच्छ	go	[[('go', 'VB')]]	1	1
2.64.41	गच्छ	go	[[('go', 'VB')]]	1	1
2.74.4	गच्छ	go	[[('go', 'VB')]]	1	1
2.82.30	गच्छ	go	[[('go', 'VB')]]	1	1
3.40.23	गच्छ	go	[[('go', 'VB')]]	1	1
3.40.24	गच्छ	go	[[('go', 'VB')]]	1	1
3.44.27	गच्छ	go	[[('go', 'VB')]]	1	1
3.68.29	गच्छ	go	[[('go', 'VB')]]	1	1
5.58.32	गच्छ	going	[[('going', 'VBG')]]	1	1
2.40.8	गच्छ गच्छ इति	exclaiming go	[[('exclaiming', 'VBG'), ('go', 'VB')]]	2	2
3.59.8	गच्छ गच्छ इति	go	[[('go', 'VB')]]	1	1
2.82.22	गच्छ त्वं	go	[[('go', 'VB')]]	1	1
4.41.34	गच्छत	go	[[('go', 'VB')]]	1	1
2.37.33	गच्छतः	leaving	[[('leaving', 'VBG')]]	1	1
2.59.4	गच्छतः	going	[[('going', 'VBG')]]	1	1
2.31.11	गच्छति	go	[[('go', 'VB')]]	1	1
2.33.16	गच्छति	is going	[[('is', 'VBZ'), ('going', 'VBG')]]	2	2
2.33.22	गच्छति	is going	[[('is', 'VBZ'), ('going', 'VBG')]]	2	2
2.41.3	गच्छति	is going	[[('is', 'VBZ'), ('going', 'VBG')]]	2	2
2.60.19	गच्छति	going	[[('going', 'VBG')]]	1	1
3.42.26	गच्छति	goes	[[('goes', 'VBZ')]]	1	1
4.1.88	गच्छति	going	[[('going', 'VBG')]]	1	1
4.42.41	गच्छति	goes	[[('goes', 'VBZ')]]	1	1
5.35.80	गच्छति	went	[[('went', 'VBD')]]	1	1
2.38.6	गच्छतु	go	[[('go', 'VB')]]	1	1
5.33.21	गच्छतु	go	[[('go', 'VB')]]	1	1
2.54.4	गच्छन्	going	[[('going', 'VBG')]]	1	1
4.59.14	गच्छन्	was going	[[('was', 'VBD'), ('going', 'VBG')]]	2	2
5.12.15	गच्छन्	going	[[('going', 'VBG')]]	1	1
5.4.9	गच्छन्	going	[[('going', 'VBG')]]	1	1
2.3.30	गच्छन्तम्	proceeding	[[('proceeding', 'VBG')]]	1	1
2.33.16	गच्छन्तम्	departing	[[('departing', 'VBG')]]	1	1
2.42.18	गच्छन्तम्	walking	[[('walking', 'VBG')]]	1	1
2.105.20	गच्छन्ति	are passing	[[('are', 'VBP'), ('passing', 'VBG')]]	2	2
4.58.26	गच्छन्ति	moving	[[('moving', 'VBG')]]	1	1
2.9.44	गच्छन्ती	walking	[[('walking', 'VBG')]]	1	1
2.56.12	गच्छन्तौ	going	[[('going', 'VBG')]]	1	1
2.30.11	गच्छन्त्याः	going	[[('going', 'VBG')]]	1	1
2.34.31	गच्छस्व	go	[[('go', 'VB')]]	1	1
2.113.14	गच्छामि	am going	[[('am', 'VBP'), ('going', 'VBG')]]	2	2
3.42.4	गच्छामि	am going	[[('am', 'VBP'), ('going', 'VBG')]]	2	2
5.1.39	गच्छेत्	goes	[[('goes', 'VBZ')]]	1	1
2.62.18	गण्यते	has been counted	[[('has', 'VBZ'), ('been', 'VBN'), ('counted', 'VBN')]]	3	3
3.47.10	गण्यते	is counted	[[('is', 'VBZ'), ('counted', 'VBN')]]	2	2
1.10.29	गतः	touched	[[('touched', 'VBN')]]	1	1
1.30.4	गतः	has entered	[[('has', 'VBZ'), ('entered', 'VBN')]]	2	2
1.42.10	गतः	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
1.55.9	गतः	obtained	[[('obtained', 'VBN')]]	1	1
1.57.13	गतः	went	[[('went', 'VBD')]]	1	1
1.58.16	गतः	obtained	[[('obtained', 'VBN')]]	1	1
1.58.9	गतः	obtained	[[('obtained', 'VBN')]]	1	1
1.59.21	गतः	attaining	[[('attaining', 'VBG')]]	1	1
1.63.22	गतः	went	[[('went', 'VBD')]]	1	1
1.71.14	गतः	went	[[('went', 'VBD')]]	1	1
1.77.3	गतः	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
2.101.5	गतः	went	[[('went', 'VBD')]]	1	1
2.104.24	गतः	went	[[('went', 'VBD')]]	1	1
2.104.5	गतः	went	[[('went', 'VBD')]]	1	1
2.105.29	गतः	taken	[[('taken', 'VBN')]]	1	1
2.105.32	गतः	went	[[('went', 'VBD')]]	1	1
2.105.33	गतः	went	[[('went', 'VBD')]]	1	1
2.108.12	गतः	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
2.109.29	गतः	went	[[('went', 'VBD')]]	1	1
2.110.11	गतः	ascended	[[('ascended', 'VBD')]]	1	1
2.115.3	गतः	has gone	[[('has', 'VBZ'), ('gone', 'VBN')]]	2	2
2.116.8	गतः	attained	[[('attained', 'VBN')]]	1	1
2.21.23	गतः	went	[[('went', 'VBD')]]	1	1
2.34.61	गतः	turned	[[('turned', 'VBD')]]	1	1
2.35.1	गतः	turned	[[('turned', 'VBD')]]	1	1
2.47.5	गतः	has gone	[[('has', 'VBZ'), ('gone', 'VBN')]]	2	2
2.52.61	गतः	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
2.55.9	गतः	gone	[[('gone', 'VBN')]]	1	1
2.63.51	गतः	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
2.64.3	गतः	entered	[[('entered', 'VBN')]]	1	1
2.64.6	गतः	obtained	[[('obtained', 'VBN')]]	1	1
2.66.26	गतः	gone	[[('gone', 'VBN')]]	1	1
2.66.30	गतः	has gone	[[('has', 'VBZ'), ('gone', 'VBN')]]	2	2
2.66.4	गतः	has gone	[[('has', 'VBZ'), ('gone', 'VBN')]]	2	2
2.66.8	गतः	obtained	[[('obtained', 'VBN')]]	1	1
2.67.6	गतः	went	[[('went', 'VBD')]]	1	1
2.72.15	गतः	attained	[[('attained', 'VBN')]]	1	1
2.72.36	गतः	went	[[('went', 'VBD')]]	1	1
2.72.40	गतः	has gone	[[('has', 'VBZ'), ('gone', 'VBN')]]	2	2
2.73.7	गतः	has gone	[[('has', 'VBZ'), ('gone', 'VBN')]]	2	2
2.74.9	गतः	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
2.75.21	गतः	banished	[[('banished', 'VBN')]]	1	1
2.75.22	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.23	गतः	was exiled	[[('was', 'VBD'), ('exiled', 'VBN')]]	2	2
2.75.24	गतः	was exiled	[[('was', 'VBD'), ('exiled', 'VBN')]]	2	2
2.75.25	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.26	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.27	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.28	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.29	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.30	गतः	was exiled	[[('was', 'VBD'), ('exiled', 'VBN')]]	2	2
2.75.31	गतः	was exiled	[[('was', 'VBD'), ('exiled', 'VBN')]]	2	2
2.75.32	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.33	गतः	was exiled	[[('was', 'VBD'), ('exiled', 'VBN')]]	2	2
2.75.34	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.35	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.36	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.38	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.39	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.40	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.41	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.42	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.43	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.44	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.46	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.47	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.48	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.49	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.50	गतः	was exiled	[[('was', 'VBD'), ('exiled', 'VBN')]]	2	2
2.75.51	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.52	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.53	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.54	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.55	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.56	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.57	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.75.58	गतः	exiled	[[('exiled', 'VBN')]]	1	1
2.76.3	गतः	regained	[[('regained', 'VBN')]]	1	1
2.79.2	गतः	gone	[[('gone', 'VBN')]]	1	1
2.8.29	गतः	has gone	[[('has', 'VBZ'), ('gone', 'VBN')]]	2	2
2.81.5	गतः	went	[[('went', 'VBD')]]	1	1
2.92.24	गतः	attained	[[('attained', 'VBN')]]	1	1
3.40.5	गतः	went	[[('went', 'VBD')]]	1	1
3.42.27	गतः	transformed	[[('transformed', 'VBN')]]	1	1
3.43.44	गतः	gone	[[('gone', 'VBN')]]	1	1
3.44.7	गतः	transformed	[[('transformed', 'VBN')]]	1	1
3.53.22	गतः	go	[[('go', 'VB')]]	1	1
3.66.7	गतः	attached	[[('attached', 'VBN')]]	1	1
4.34.18	गतः	gone	[[('gone', 'VBN')]]	1	1
4.59.18	गतः	went	[[('went', 'VBD')]]	1	1
4.66.22	गतः	attained	[[('attained', 'VBN')]]	1	1
5.2.46	गतः	assuming	[[('assuming', 'VBG')]]	1	1
5.21.34	गतः	going	[[('going', 'VBG')]]	1	1
5.22.15	गतः	gone	[[('gone', 'VBN')]]	1	1
5.3.51	गतः	gone	[[('gone', 'VBN')]]	1	1
5.38.72	गतः	went	[[('went', 'VBD')]]	1	1
5.67.36	गतः	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.77.5	गतः इति	had departed	[[('had', 'VBD'), ('departed', 'VBN')]]	2	2
2.98.17	गतः इव	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
2.76.14	गतचेतसम्	deceased	[[('deceased', 'VBN')]]	1	1
2.52.100	गतम्	reached	[[('reached', 'VBN')]]	1	1
2.52.61	गतम्	gone	[[('gone', 'VBN')]]	1	1
2.64.27	गतम्	gone	[[('gone', 'VBN')]]	1	1
3.55.27	गतम्	gone	[[('gone', 'VBN')]]	1	1
3.59.7	गतम्	reached	[[('reached', 'VBN')]]	1	1
3.60.31	गतम्	is rendered	[[('is', 'VBZ'), ('rendered', 'VBN')]]	2	2
3.69.38	गतम्	gone	[[('gone', 'VBN')]]	1	1
4.63.3	गतम्	have passed	[[('have', 'VBP'), ('passed', 'VBN')]]	2	2
5.13.28	गतम्	gone	[[('gone', 'VBN')]]	1	1
5.30.14	गतम्	gone	[[('gone', 'VBN')]]	1	1
5.8.2	गतम्	going	[[('going', 'VBG')]]	1	1
4.56.13	गतश्च	attained	[[('attained', 'VBN')]]	1	1
4.57.18	गतश्च	reached	[[('reached', 'VBN')]]	1	1
1.34.8	गता	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
1.35.11	गता	reached	[[('reached', 'VBN')]]	1	1
1.45.5	गता	has passed	[[('has', 'VBZ'), ('passed', 'VBN')]]	2	2
2.114.28	गता	had left	[[('had', 'VBD'), ('left', 'VBN')]]	2	2
2.14.53	गता	passed	[[('passed', 'VBN')]]	1	1
2.15.23	गता	has passed	[[('has', 'VBZ'), ('passed', 'VBN')]]	2	2
2.9.37	गता	adopted	[[('adopted', 'VBN')]]	1	1
