sloka	pada	english	speech_part	word_count	verb_count
3.30.3	गता	lying	[[('lying', 'VBG')]]	1	1
3.60.9	गता	gone	[[('gone', 'VBN')]]	1	1
3.61.3	गता	gone	[[('gone', 'VBN')]]	1	1
3.63.16	गता	gone	[[('gone', 'VBN')]]	1	1
3.64.21	गता	gone	[[('gone', 'VBN')]]	1	1
4.47.14	गता	is taken	[[('is', 'VBZ'), ('taken', 'VBN')]]	2	2
5.13.13	गता	attained	[[('attained', 'VBN')]]	1	1
5.26.51	गता	reached	[[('reached', 'VBN')]]	1	1
5.59.35	गता	has become	[[('has', 'VBZ'), ('become', 'VBN')]]	2	2
1.45.42	गताः	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
4.43.56	गताः	gone	[[('gone', 'VBN')]]	1	1
4.47.6	गताः	gone	[[('gone', 'VBN')]]	1	1
4.57.10	गताः	attained	[[('attained', 'VBN')]]	1	1
5.35.57	गताः	passed	[[('passed', 'VBN')]]	1	1
5.42.11	गताः	fled	[[('fled', 'VBN')]]	1	1
5.62.15	गताः	went	[[('went', 'VBD')]]	1	1
1.43.17	गताम्	reached	[[('reached', 'VBN')]]	1	1
2.114.11	गताम्	reached	[[('reached', 'VBN')]]	1	1
2.114.5	गताम्	obtained	[[('obtained', 'VBN')]]	1	1
2.9.63	गताम्	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
3.52.41	गताम्	experiencing	[[('experiencing', 'VBG')]]	1	1
5.42.3	गतायाम्	was awakened	[[('was', 'VBD'), ('awakened', 'VBN')]]	2	2
5.62.34	गतायुषः	doomed	[[('doomed', 'VBN')]]	1	1
1.10.23	गतासु सतीषु	having departed	[[('having', 'VBG'), ('departed', 'VBN')]]	2	2
1.2.3	गते	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.30.7	गते	had lapsed	[[('had', 'VBD'), ('lapsed', 'VBN')]]	2	2
1.33.26	गते	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
1.35.7	गते	having passed	[[('having', 'VBG'), ('passed', 'VBN')]]	2	2
1.41.26	गते	obtained	[[('obtained', 'VBN')]]	1	1
1.42.25	गते	had departed	[[('had', 'VBD'), ('departed', 'VBN')]]	2	2
1.63.9	गते	was spent	[[('was', 'VBD'), ('spent', 'VBN')]]	2	2
1.74.2	गते	had departed	[[('had', 'VBD'), ('departed', 'VBN')]]	2	2
1.76.24	गते	had departed	[[('had', 'VBD'), ('departed', 'VBN')]]	2	2
1.77.23	गते	had departed	[[('had', 'VBD'), ('departed', 'VBN')]]	2	2
2.114.25	गते	having departed	[[('having', 'VBG'), ('departed', 'VBN')]]	2	2
2.45.10	गते	had left	[[('had', 'VBD'), ('left', 'VBN')]]	2	2
2.52.62	गते	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.60.23	गते	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
2.87.10	गते	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
2.87.9	गते	having  gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.88.22	गते	having ascended	[[('having', 'VBG'), ('ascended', 'VBN')]]	2	2
2.9.47	गते	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.9.63	गते	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
5.13.30	गते	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
5.23.2	गते	gone	[[('gone', 'VBN')]]	1	1
5.68.5	गते	gone	[[('gone', 'VBN')]]	1	1
1.1.39	गते तु	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
2.66.26	गते तु	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.46.8	गते सति	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
2.5.26	गते सति	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.34.53	गतेषु	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
4.45.17	गतेषु	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
1.12.21	गतेषु सत्सु	had departed	[[('had', 'VBD'), ('departed', 'VBN')]]	2	2
1.18.5	गतेषु सत्सु	departed	[[('departed', 'VBN')]]	1	1
2.3.49	गतेषु सत्सु	had departed	[[('had', 'VBD'), ('departed', 'VBN')]]	2	2
2.4.1	गतेषु सत्सु	had departed	[[('had', 'VBD'), ('departed', 'VBN')]]	2	2
1.16.32	गतेसति	having become	[[('having', 'VBG'), ('become', 'VBN')]]	2	2
1.19.12	गतौ	have become	[[('have', 'VBP'), ('become', 'VBN')]]	2	2
2.59.3	गतौ	went	[[('went', 'VBD')]]	1	1
2.86.25	गतौ	went	[[('went', 'VBD')]]	1	1
2.92.24	गतौ	obtained	[[('obtained', 'VBN')]]	1	1
3.50.24	गतौ	have gone	[[('have', 'VB'), ('gone', 'VBN')]]	2	2
5.67.10	गतौ	flying	[[('flying', 'VBG')]]	1	1
1.1.30	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.1.35	गत्वा	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
1.1.79	गत्वा	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
1.1.81	गत्वा	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
1.1.87	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.11.12	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.12.6	गत्वा	had gone	[[('had', 'VBD'), ('gone', 'VBN')]]	2	2
1.18.40	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.20.3	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.22.11	गत्वा	having travelled	[[('having', 'VBG'), ('travelled', 'VBN')]]	2	2
1.31.19	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.35.7	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.37.10	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.40.23	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.43.24	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.43.41	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.44.22	गत्वा	having obtained	[[('having', 'VBG'), ('obtained', 'VBN')]]	2	2
1.49.22	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.55.12	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.55.21	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.56.24	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.69.7	गत्वा	having passed	[[('having', 'VBG'), ('passed', 'VBN')]]	2	2
1.70.12	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.72.21	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
1.8.23	गत्वा	reaching	[[('reaching', 'VBG')]]	1	1
1.8.5	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.105.22	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.16.20	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.2.36	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.28.25	गत्वा	going	[[('going', 'VBG')]]	1	1
2.3.49	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.31.35	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.32.3	गत्वा	went	[[('went', 'VBD')]]	1	1
2.39.16	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.46.30	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.47.13	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.49.11	गत्वा	having travelled	[[('having', 'VBG'), ('travelled', 'VBN')]]	2	2
2.54.8	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.54.9	गत्वा	proceeding	[[('proceeding', 'VBG')]]	1	1
2.55.33	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.55.4	गत्वा	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
2.55.8	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.60.9	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.63.46	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.63.47	गत्वा	having  gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.64.16	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.64.6	गत्वा	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
2.68.8	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.76.16	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.83.19	गत्वा	having travelled	[[('having', 'VBG'), ('travelled', 'VBN')]]	2	2
2.89.18	गत्वा	having reached	[[('having', 'VBG'), ('reached', 'VBN')]]	2	2
2.9.55	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
2.99.14	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
3.11.5	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
3.25.26	गत्वा	went	[[('went', 'VBD')]]	1	1
3.30.41	गत्वा	went	[[('went', 'VBD')]]	1	1
3.35.4	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
3.54.8	गत्वा	having covered	[[('having', 'VBG'), ('covered', 'VBN')]]	2	2
3.63.20	गत्वा	going	[[('going', 'VBG')]]	1	1
3.69.2	गत्वा	went	[[('went', 'VBD')]]	1	1
3.69.8	गत्वा	went	[[('went', 'VBD')]]	1	1
3.7.2	गत्वा	went	[[('went', 'VBD')]]	1	1
3.72.17	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
3.75.30	गत्वा	arrived	[[('arrived', 'VBN')]]	1	1
4.37.32	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
5.49.15	गत्वा	experiencing	[[('experiencing', 'VBG')]]	1	1
5.58.115	गत्वा	went	[[('went', 'VBD')]]	1	1
5.58.45	गत्वा	went	[[('went', 'VBD')]]	1	1
5.62.16	गत्वा	having gone	[[('having', 'VBG'), ('gone', 'VBN')]]	2	2
5.64.40	गत्वा	having arrived	[[('having', 'VBG'), ('arrived', 'VBN')]]	2	2
5.64.8	गत्वा	gone	[[('gone', 'VBN')]]	1	1
4.47.14	गत्वा सा	going	[[('going', 'VBG')]]	1	1
5.67.37	गदितम्	reflecting	[[('reflecting', 'VBG')]]	1	1
5.58.92	गदिताम्	enumerated	[[('enumerated', 'VBN')]]	1	1
5.58.39	गन्ता	going	[[('going', 'VBG')]]	1	1
5.59.36	गन्तुम्	going	[[('going', 'VBG')]]	1	1
3.46.7	गन्तुम् आरेभे	started flowing	[[('started', 'VBN'), ('flowing', 'VBG')]]	2	2
3.9.13	गमनम्	going	[[('going', 'VBG')]]	1	1
4.53.36	गमनम्	going	[[('going', 'VBG')]]	1	1
2.16.45	गमिष्यन्	attaining	[[('attaining', 'VBG')]]	1	1
2.68.10	गमिष्यन्तः	departing	[[('departing', 'VBG')]]	1	1
5.58.25	गमिष्ये	going	[[('going', 'VBG')]]	1	1
2.50.5	गम्यताम्	go	[[('go', 'VB')]]	1	1
2.54.39	गम्यताम्	go	[[('go', 'VB')]]	1	1
3.24.13	गम्यताम्	go	[[('go', 'VB')]]	1	1
5.1.64	गर्जति	roared	[[('roared', 'VBN')]]	1	1
5.57.27	गर्जति	roared	[[('roared', 'VBN')]]	1	1
5.24.28	गर्जती	roaring	[[('roaring', 'VBG')]]	1	1
4.45.10	गर्जन्तश्च	chattering	[[('chattering', 'VBG')]]	1	1
1.25.10	गर्जन्ती	roaring	[[('roaring', 'VBG')]]	1	1
1.26.13	गर्जन्ती	roaring	[[('roaring', 'VBG')]]	1	1
5.1.190	गर्जन्ती	roaring	[[('roaring', 'VBG')]]	1	1
3.23.25	गर्जितम्	roaring	[[('roaring', 'VBG')]]	1	1
5.58.80	गर्जितम्	frightened	[[('frightened', 'VBN')]]	1	1
2.73.28	गर्हयित्वा	having reproached	[[('having', 'VBG'), ('reproached', 'VBN')]]	2	2
2.75.20	गर्हसे	upbraiding	[[('upbraiding', 'VBG')]]	1	1
2.73.24	गर्हितः	censured	[[('censured', 'VBN')]]	1	1
3.53.7	गर्हितम्	despised	[[('despised', 'VBN')]]	1	1
4.58.33	गर्हितम्	despised	[[('despised', 'VBN')]]	1	1
2.92.16	गर्हिता	despised	[[('despised', 'VBN')]]	1	1
5.61.17	गायन्तम्	singing	[[('singing', 'VBG')]]	1	1
1.10.11	गायन्त्यः	singing	[[('singing', 'VBG')]]	1	1
1.32.12	गायन्त्यः	singing	[[('singing', 'VBG')]]	1	1
5.20.9	गीतम्	singing	[[('singing', 'VBG')]]	1	1
2.107.11	गीता	chanted	[[('chanted', 'VBN')]]	1	1
1.19.9	गुप्तः	protected	[[('protected', 'VBN')]]	1	1
1.68.17	गुप्तः	protected	[[('protected', 'VBN')]]	1	1
4.61.15	गुप्तः	protected	[[('protected', 'VBN')]]	1	1
1.21.9	गुप्तम्	protected	[[('protected', 'VBN')]]	1	1
4.33.19	गुप्तम्	protected	[[('protected', 'VBN')]]	1	1
2.21.9	गुप्तस्य	protected	[[('protected', 'VBN')]]	1	1
5.2.33	गुप्ता	guarded	[[('guarded', 'VBN')]]	1	1
2.17.20	गुप्ताः	protected	[[('protected', 'VBN')]]	1	1
5.3.3	गुप्ताम्	protected	[[('protected', 'VBN')]]	1	1
5.36.24	गुप्ताम्	protected	[[('protected', 'VBN')]]	1	1
4.58.24	गुप्तायाम्	protected	[[('protected', 'VBN')]]	1	1
5.16.3	गुरुविनीतस्य	welltrained	[[('welltrained', 'VBN')]]	1	1
3.73.27	गुह्यम्	concealed	[[('concealed', 'VBN')]]	1	1
5.20.2	गूहमाना	concealed	[[('concealed', 'VBN')]]	1	1
2.12.114	गृहीतः	having grasped	[[('having', 'VBG'), ('grasped', 'VBN')]]	2	2
3.49.21	गृहीता	seized	[[('seized', 'VBN')]]	1	1
2.37.21	गृहीते	was worn	[[('was', 'VBD'), ('worn', 'VBN')]]	2	2
3.22.20	गृहीतैः	took	[[('took', 'VBD')]]	1	1
1.37.29	गृहीत्वा	having received	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
1.61.22	गृहीत्वा	having received	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
1.61.23	गृहीत्वा	having taken	[[('having', 'VBG'), ('taken', 'VBN')]]	2	2
2.113.14	गृहीत्वा	taking	[[('taking', 'VBG')]]	1	1
2.36.19	गृहीत्वा	seizing	[[('seizing', 'VBG')]]	1	1
2.52.67	गृहीत्वा	accepting	[[('accepting', 'VBG')]]	1	1
2.78.19	गृहीत्वा	seizing	[[('seizing', 'VBG')]]	1	1
2.82.28	गृहीत्वा	grasping	[[('grasping', 'VBG')]]	1	1
3.24.12	गृहीत्वा	taking	[[('taking', 'VBG')]]	1	1
4.37.35	गृहीत्वा	having collected	[[('having', 'VBG'), ('collected', 'VBN')]]	2	2
5.18.14	गृहीत्वा	taking	[[('taking', 'VBG')]]	1	1
5.28.18	गृहीत्वा	holding	[[('holding', 'VBG')]]	1	1
5.28.19	गृहीत्वा	holding	[[('holding', 'VBG')]]	1	1
5.36.4	गृहीत्वा	having received	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
5.57.36	गृहीत्वा	holding	[[('holding', 'VBG')]]	1	1
5.58.129	गृहीत्वा	holding	[[('holding', 'VBG')]]	1	1
5.60.4	गृहीत्वा	get	[[('get', 'VB')]]	1	1
5.48.44	गृह्णन्तु	take	[[('take', 'VB')]]	1	1
1.41.21	गृह्य	taking	[[('taking', 'VBG')]]	1	1
1.43.5	गृह्य	seizing	[[('seizing', 'VBG')]]	1	1
1.49.6	गृह्य	taking	[[('taking', 'VBG')]]	1	1
1.75.2	गृह्य	bringing	[[('bringing', 'VBG')]]	1	1
2.3.33	गृह्य	clasping	[[('clasping', 'VBG')]]	1	1
2.36.25	गृह्य	holding	[[('holding', 'VBG')]]	1	1
2.84.10	गृह्य	holding	[[('holding', 'VBG')]]	1	1
3.26.18	गृह्य	holding	[[('holding', 'VBG')]]	1	1
3.51.22	गृह्य	took	[[('took', 'VBD')]]	1	1
3.51.27	गृह्य	having taken	[[('having', 'VBG'), ('taken', 'VBN')]]	2	2
3.54.5	गृह्य	taking	[[('taking', 'VBG')]]	1	1
3.69.32	गृह्य	taking	[[('taking', 'VBG')]]	1	1
3.73.45	गृह्य	took	[[('took', 'VBD')]]	1	1
4.52.14	गृह्य	holding	[[('holding', 'VBG')]]	1	1
5.10.40	गृह्य	holding	[[('holding', 'VBG')]]	1	1
5.27.38	गृह्य	wearing	[[('wearing', 'VBG')]]	1	1
5.37.62	गृह्य	taking	[[('taking', 'VBG')]]	1	1
5.40.19	गृह्य	holding	[[('holding', 'VBG')]]	1	1
5.44.15	गृह्य	seized	[[('seized', 'VBN')]]	1	1
5.53.43	गृह्य	seizing	[[('seizing', 'VBG')]]	1	1
5.57.26	गृह्य	holding	[[('holding', 'VBG')]]	1	1
5.62.11	गृह्य	taking	[[('taking', 'VBG')]]	1	1
5.58.101	गृह्यताम्	take	[[('take', 'VB')]]	1	1
5.52.8	गृह्यन्ते	overpowered	[[('overpowered', 'VBN')]]	1	1
5.1.184	गृह्यमाणायाम्	was held	[[('was', 'VBD'), ('held', 'VBN')]]	2	2
5.9.63	ग्रथिता	intertwined	[[('intertwined', 'VBN')]]	1	1
1.56.13	ग्रसते	swallowed	[[('swallowed', 'VBN')]]	1	1
1.56.16	ग्रसते	swallowed	[[('swallowed', 'VBN')]]	1	1
3.60.31	ग्रस्तम्	eclipsed	[[('eclipsed', 'VBN')]]	1	1
3.56.35	ग्रस्ता	immersed	[[('immersed', 'VBN')]]	1	1
5.1.193	ग्रस्यमानम्	being seized	[[('being', 'VBG'), ('seized', 'VBN')]]	2	2
5.27.2	घोरदर्शनाः	dreadfullooking	[[('dreadfullooking', 'VBG')]]	1	1
5.42.25	घोररूपाः	dreadfullooking	[[('dreadfullooking', 'VBG')]]	1	1
1.74.11	घोराः	freightening	[[('freightening', 'VBG')]]	1	1
1.74.9	घोराः	frightening	[[('frightening', 'VBG')]]	1	1
3.57.12	घोरान्	horrifying	[[('horrifying', 'VBG')]]	1	1
5.57.18	घोषम्	roaring	[[('roaring', 'VBG')]]	1	1
5.53.22	घोषयन्ति	announcing	[[('announcing', 'VBG')]]	1	1
5.6.6	घोषवद्भिः	ringing	[[('ringing', 'VBG')]]	1	1
1.61.7	घ्नन्ति	is perished	[[('is', 'VBZ'), ('perished', 'VBN')]]	2	2
2.9.14	घ्नन्ति स्म	killed	[[('killed', 'VBN')]]	1	1
2.3.12	घ्राणहारिभिः	sweetsmelling	[[('sweetsmelling', 'VBG')]]	1	1
2.45.12	चकर्ष	attracted	[[('attracted', 'VBD')]]	1	1
1.2.22	चकार	composed	[[('composed', 'VBN')]]	1	1
1.2.42	चकार	composed	[[('composed', 'VBN')]]	1	1
1.3.38	चकार	composed	[[('composed', 'VBN')]]	1	1
1.3.9	चकार	composed	[[('composed', 'VBN')]]	1	1
1.4.7	चकार	composed	[[('composed', 'VBN')]]	1	1
1.46.9	चकार	had made	[[('had', 'VBD'), ('made', 'VBN')]]	2	2
1.49.17	चकार	performed	[[('performed', 'VBN')]]	1	1
1.56.24	चकार	performed	[[('performed', 'VBN')]]	1	1
1.57.9	चकार	performed	[[('performed', 'VBN')]]	1	1
1.64.20	चकार	made	[[('made', 'VBN')]]	1	1
1.65.2	चकार	practised	[[('practised', 'VBN')]]	1	1
1.65.24	चकार	made	[[('made', 'VBN')]]	1	1
1.76.5	चकार	performed	[[('performed', 'VBN')]]	1	1
1.77.24	चकार	made	[[('made', 'VBN')]]	1	1
2.102.28	चकार	made	[[('made', 'VBN')]]	1	1
2.102.48	चकार	made	[[('made', 'VBN')]]	1	1
2.112.29	चकार	performed	[[('performed', 'VBN')]]	1	1
2.112.29	चकार	made	[[('made', 'VBN')]]	1	1
2.24.38	चकार	performed	[[('performed', 'VBN')]]	1	1
2.25.37	चकार	made	[[('made', 'VBN')]]	1	1
2.46.34	चकार	made	[[('made', 'VBN')]]	1	1
2.55.15	चकार	made	[[('made', 'VBN')]]	1	1
2.56.31	चकार	made	[[('made', 'VBN')]]	1	1
2.90.24	चकार	made	[[('made', 'VBN')]]	1	1
3.17.3	चकार	making	[[('making', 'VBG')]]	1	1
3.20.6	चकार	made	[[('made', 'VBN')]]	1	1
3.28.7	चकार	filled	[[('filled', 'VBN')]]	1	1
3.3.25	चकार	made	[[('made', 'VBN')]]	1	1
3.44.19	चकार	released	[[('released', 'VBN')]]	1	1
3.47.16	चकार	executed	[[('executed', 'VBN')]]	1	1
3.48.24	चकार	assumed	[[('assumed', 'VBN')]]	1	1
3.51.7	चकार	pierced	[[('pierced', 'VBN')]]	1	1
3.60.38	चकार	made	[[('made', 'VBN')]]	1	1
4.33.26	चकार	produced	[[('produced', 'VBN')]]	1	1
4.40.57	चकार	placed	[[('placed', 'VBN')]]	1	1
4.57.19	चकार	made	[[('made', 'VBN')]]	1	1
5.1.162	चकार	stretched	[[('stretched', 'VBN')]]	1	1
5.1.166	चकार	made	[[('made', 'VBN')]]	1	1
5.3.42	चकार	showed	[[('showed', 'VBD')]]	1	1
5.30.40	चकार	exercised	[[('exercised', 'VBN')]]	1	1
5.42.4	चकार	assumed	[[('assumed', 'VBN')]]	1	1
5.45.11	चकार	created	[[('created', 'VBN')]]	1	1
5.45.17	चकार	formulated	[[('formulated', 'VBN')]]	1	1
5.47.21	चकार	made	[[('made', 'VBN')]]	1	1
5.47.30	चकार	increased	[[('increased', 'VBN')]]	1	1
5.48.35	चकार	resolved	[[('resolved', 'VBN')]]	1	1
5.55.34	चकार	entertained	[[('entertained', 'VBN')]]	1	1
5.61.21	चकार	made	[[('made', 'VBN')]]	1	1
1.10.17	चकार ह	performed	[[('performed', 'VBN')]]	1	1
2.55.2	चकार ह	made	[[('made', 'VBN')]]	1	1
5.1.81	चकाशिरे	shining	[[('shining', 'VBG')]]	1	1
2.55.14	चक्रतुः	made	[[('made', 'VBN')]]	1	1
3.68.35	चक्रतुः	offered	[[('offered', 'VBN')]]	1	1
3.68.36	चक्रतुः	offered	[[('offered', 'VBN')]]	1	1
5.34.7	चक्रतुः	started	[[('started', 'VBN')]]	1	1
1.29.27	चक्रिरे	extended	[[('extended', 'VBN')]]	1	1
1.32.4	चक्रिरे	constructed	[[('constructed', 'VBN')]]	1	1
2.69.3	चक्रिरे	made	[[('made', 'VBN')]]	1	1
1.14.8	चक्रिरे हि	performed	[[('performed', 'VBN')]]	1	1
1.10.6	चक्रुः	acted	[[('acted', 'VBN')]]	1	1
1.14.12	चक्रुः	performed	[[('performed', 'VBN')]]	1	1
1.14.18	चक्रुः	performed	[[('performed', 'VBN')]]	1	1
1.14.4	चक्रुः	performed	[[('performed', 'VBN')]]	1	1
1.14.5	चक्रुः	performed	[[('performed', 'VBN')]]	1	1
1.14.7	चक्रुः	performed	[[('performed', 'VBN')]]	1	1
1.31.19	चक्रुः	made	[[('made', 'VBN')]]	1	1
1.35.9	चक्रुः	made	[[('made', 'VBN')]]	1	1
1.60.8	चक्रुः	performed	[[('performed', 'VBN')]]	1	1
