nid	naks	gname	lon	lat	year	date	jd
N02-Bha	भरणी	* 31 Ari	8.586	-2.818	-300	-0300-12-31T06:00:00	1611847.534468
N02-Bha	भरणी	* 31 Ari	8.590	-2.820	-250	-0250-12-31T18:00:00	1630110.034468
N02-Bha	भरणी	* 31 Ari	9.282	-2.817	-250	-0250-12-31T18:00:00	1630110.034468
N02-Bha	भरणी	* 35 Ari	0.549	11.014	-1350	-1350-12-31T18:00:00	1228335.034468
N02-Bha	भरणी	* 35 Ari	1.236	11.018	-1300	-1300-12-31T06:00:00	1246597.534468
N02-Bha	भरणी	* 35 Ari	1.924	11.022	-1250	-1250-12-31T18:00:00	1264860.034468
N02-Bha	भरणी	* 35 Ari	10.189	11.070	-650	-0650-12-31T18:00:00	1484010.034468
N02-Bha	भरणी	* 35 Ari	10.879	11.074	-600	-0600-12-31T06:00:00	1502272.534468
N02-Bha	भरणी	* 35 Ari	11.568	11.078	-550	-0550-12-31T18:00:00	1520535.034468
N02-Bha	भरणी	* 35 Ari	12.258	11.083	-500	-0500-12-31T06:00:00	1538797.534468
N02-Bha	भरणी	* 35 Ari	12.949	11.087	-450	-0450-12-31T18:00:00	1557060.034468
N02-Bha	भरणी	* 35 Ari	13.639	11.091	-400	-0400-12-31T06:00:00	1575322.534468
N02-Bha	भरणी	* 35 Ari	14.329	11.095	-350	-0350-12-31T18:00:00	1593585.034468
N02-Bha	भरणी	* 35 Ari	15.019	11.101	-250	-0250-12-31T18:00:00	1630110.034468
N02-Bha	भरणी	* 35 Ari	15.020	11.100	-300	-0300-12-31T06:00:00	1611847.534468
N02-Bha	भरणी	* 35 Ari	15.710	11.104	-250	-0250-12-31T18:00:00	1630110.034468
N02-Bha	भरणी	* 35 Ari	19.166	11.126	0	0000-12-31T06:00:00	1721422.534468
N02-Bha	भरणी	* 35 Ari	2.612	11.026	-1200	-1200-12-31T06:00:00	1283122.534468
N02-Bha	भरणी	* 35 Ari	22.625	11.148	250	0250-12-31T18:00:00	1812735.034468
N02-Bha	भरणी	* 35 Ari	26.089	11.170	500	0500-12-31T06:00:00	1904047.534468
N02-Bha	भरणी	* 35 Ari	29.556	11.193	750	0750-12-31T18:00:00	1995360.034468
N02-Bha	भरणी	* 35 Ari	3.300	11.029	-1150	-1150-12-31T18:00:00	1301385.034468
N02-Bha	भरणी	* 35 Ari	3.989	11.033	-1100	-1100-12-31T06:00:00	1319647.534468
N02-Bha	भरणी	* 35 Ari	344.769	10.930	-2500	-2500-12-31T06:00:00	808297.534468
N02-Bha	भरणी	* 35 Ari	348.193	10.947	-2250	-2250-12-31T18:00:00	899610.034468
N02-Bha	भरणी	* 35 Ari	351.621	10.965	-2000	-2000-12-31T06:00:00	990922.534468
N02-Bha	भरणी	* 35 Ari	355.052	10.983	-1750	-1750-12-31T18:00:00	1082235.034468
N02-Bha	भरणी	* 35 Ari	358.487	11.002	-1500	-1500-12-31T06:00:00	1173547.534468
N02-Bha	भरणी	* 35 Ari	359.174	11.006	-1450	-1450-12-31T18:00:00	1191810.034468
N02-Bha	भरणी	* 35 Ari	359.861	11.010	-1400	-1400-12-31T06:00:00	1210072.534468
N02-Bha	भरणी	* 35 Ari	4.676	11.038	-1000	-1000-12-31T06:00:00	1356172.534468
N02-Bha	भरणी	* 35 Ari	4.677	11.037	-1050	-1050-12-31T18:00:00	1337910.034468
N02-Bha	भरणी	* 35 Ari	5.365	11.041	-1000	-1000-12-31T06:00:00	1356172.534468
