nid	naks	gname	lon	lat	ra	dec	year	date	jd
N20-PAsh	पूर्वाषाढा	γ Sgr	222.852	-6.317	-141.789	-21.973	-1500	-1500-12-31T06:00:00	1173547.534468
N20-PAsh	पूर्वाषाढा	δ Sgr	226.045	-5.975	-138.414	-22.639	-1500	-1500-12-31T06:00:00	1173547.534468
N20-PAsh	पूर्वाषाढा	ε Sgr	226.664	-10.495	-139.307	-27.128	-1500	-1500-12-31T06:00:00	1173547.534468
N21-UAsh	उत्तराषाढा	τ Sgr	236.458	-4.425	-127.089	-24.006	-1500	-1500-12-31T06:00:00	1173547.534468
N21-UAsh	उत्तराषाढा	ζ Sgr	235.131	-6.729	-129.138	-25.905	-1500	-1500-12-31T06:00:00	1173547.534468
N21-UAsh	उत्तराषाढा	σ Sgr	233.865	-2.930	-129.402	-21.909	-1500	-1500-12-31T06:00:00	1173547.534468
N21-UAsh	उत्तराषाढा	φ Sgr	231.618	-3.488	-131.894	-21.855	-1500	-1500-12-31T06:00:00	1173547.534468
N22-Shr	श्रवण	α Aql	252.701	29.456	-105.106	6.504	-1500	-1500-12-31T06:00:00	1173547.534468
N22-Shr	श्रवण	β Aql	254.104	27.534	-104.100	4.452	-1500	-1500-12-31T06:00:00	1173547.534468
N22-Shr	श्रवण	γ Aql	252.544	31.663	-104.969	8.710	-1500	-1500-12-31T06:00:00	1173547.534468
N23-Dha	धनिष्ठा	β Del	267.915	32.341	-91.781	8.483	-1500	-1500-12-31T06:00:00	1173547.534468
N23-Dha	धनिष्ठा	α Del	269.007	33.384	-90.841	9.516	-1500	-1500-12-31T06:00:00	1173547.534468
N23-Dha	धनिष्ठा	γ2 Del	271.179	33.211	-89.001	9.344	-1500	-1500-12-31T06:00:00	1173547.534468
N23-Dha	धनिष्ठा	δ Del	269.851	32.312	-90.127	8.441	-1500	-1500-12-31T06:00:00	1173547.534468
N24-Sha	शतभिषक्	λ Aqr	293.035	-0.235	-65.020	-22.096	-1500	-1500-12-31T06:00:00	1173547.534468
N25-PBha	पूर्वाभाद्रपदा	α Peg	305.093	19.544	-57.194	-0.351	-1500	-1500-12-31T06:00:00	1173547.534468
N25-PBha	पूर्वाभाद्रपदा	β Peg	310.889	31.117	-55.021	12.162	-1500	-1500-12-31T06:00:00	1173547.534468
N26-UBha	उत्तराभाद्रपदा	α And	325.952	25.797	-40.497	11.184	-1500	-1500-12-31T06:00:00	1173547.534468
N26-UBha	उत्तराभाद्रपदा	γ Peg	320.752	12.561	-40.812	-2.925	-1500	-1500-12-31T06:00:00	1173547.534468
N27-Rev	रेवती	ε Psc	329.084	0.918	-29.039	-11.142	-1500	-1500-12-31T06:00:00	1173547.534468
N01-Ash	अश्विनी	β Ari	352.339	8.385	-10.377	4.598	-1000	-1000-12-31T06:00:00	1356172.534468
N01-Ash	अश्विनी	α Ari	355.971	9.890	-7.689	7.423	-1000	-1000-12-31T06:00:00	1356172.534468
N01-Ash	अश्विनी	γ Ari	351.560	7.053	-10.550	3.068	-1000	-1000-12-31T06:00:00	1356172.534468
N02-Bha	भरणी	* 41 Ari	6.606	10.271	1.849	12.054	-1000	-1000-12-31T06:00:00	1356172.534468
N02-Bha	भरणी	* 35 Ari	5.365	11.041	0.389	12.255	-1000	-1000-12-31T06:00:00	1356172.534468
N03-Kri	क्रित्तिका	η Tau	18.381	3.754	15.434	10.775	-1000	-1000-12-31T06:00:00	1356172.534468
N03-Kri	क्रित्तिका	* 17 Tau	17.801	3.897	14.835	10.681	-1000	-1000-12-31T06:00:00	1356172.534468
N03-Kri	क्रित्तिका	* 19 Tau	17.955	4.224	14.849	11.041	-1000	-1000-12-31T06:00:00	1356172.534468
N03-Kri	क्रित्तिका	* 20 Tau	18.069	4.095	15.007	10.967	-1000	-1000-12-31T06:00:00	1356172.534468
N03-Kri	क्रित्तिका	* 23 Tau	18.089	3.662	15.197	10.577	-1000	-1000-12-31T06:00:00	1356172.534468
N03-Kri	क्रित्तिका	* 27 Tau	18.745	3.620	15.827	10.793	-1000	-1000-12-31T06:00:00	1356172.534468
N04-Roh	रोहिणी	α Tau	28.125	-5.666	28.121	5.686	-1000	-1000-12-31T06:00:00	1356172.534468
N04-Roh	रोहिणी	γ Tau	24.073	-6.054	24.495	3.859	-1000	-1000-12-31T06:00:00	1356172.534468
N04-Roh	रोहिणी	δ Tau	25.152	-4.291	24.846	5.894	-1000	-1000-12-31T06:00:00	1356172.534468
N04-Roh	रोहिणी	ε Tau	26.753	-2.887	25.827	7.784	-1000	-1000-12-31T06:00:00	1356172.534468
