jd,elong_Moon,idx_scp,nid,proxy,muhurta,lon,prev_lon,next_lon,left,right,pn_spread,lr_spread,diff1,diff2,cross,dwell_time
1382729.6113333332,289.4,23,N24-Dha,β Del,30.0,296.0841026820747,282.90377505330105,309.2644303108483,289.49393886768786,302.6742664964615,26.36065525754725,13.180327628773625,0.09393886768788207,0.0,left,1.1110000000335276
1382730.7223333332,303.0,24,N25-Sha,λ Aqr,15.0,309.2644303108483,296.0841026820747,315.8545941252351,302.6742664964615,312.55951221804173,19.770491443160438,9.885245721580247,0.3257335035385154,0.0,left,0.7776666667778045
1382731.5,312.4,25,N26-PBha,α Peg,30.0,315.8545941252351,309.2644303108483,329.03492175400874,312.55951221804173,322.4447579396219,19.770491443160438,9.88524572158019,0.15951221804175475,0.0,left,0.8330000001005828
1382732.333,322.5,26,N27-UBha,λ Peg,45.0,329.03492175400874,315.8545941252351,348.8054131971692,322.4447579396219,338.920167475589,32.95081907193406,16.47540953596706,0.05524206037807744,0.0,left,1.3893333331216127
1382733.7223333332,339.0,27,N28-Rev,ε Psc,30.0,348.8054131971692,329.03492175400874,1.9857408259427984,338.920167475589,355.395577011556,32.95081907193406,16.475409535967003,0.0798325244110174,0.0,left,1.3889999999664724
1382735.1113333332,355.5,0,N01-Ash,β Ari,30.0,1.9857408259427984,348.8054131971692,15.166068454716424,355.395577011556,8.575904640329611,26.36065525754725,13.180327628773625,0.10442298844401421,0.0,left,1.1110000000335276
1382736.2223333332,8.6,1,N02-Bha,* 41 Ari,15.0,15.166068454716424,1.9857408259427984,21.756232269103293,8.575904640329611,18.46115036190986,19.770491443160495,9.885245721580247,0.02409535967038856,0.0,left,0.8333333334885538
1382737.0556666667,18.4,2,N03-Kri,η Tau,30.0,21.756232269103293,15.166068454716424,34.93655989787692,18.46115036190986,28.346396083490106,19.770491443160495,9.885245721580247,0.061150361909859896,0.0,left,0.8330000001005828
1382737.8886666668,28.3,3,N04-Roh,α Tau,45.0,34.93655989787692,21.756232269103293,54.7070513410373,28.346396083490106,44.82180561945711,32.950819071934006,16.475409535967003,0.046396083490105156,0.0,left,1.3889999999664724
1382739.2776666668,45.0,4,N05-Mrg,λ Ori,30.0,54.7070513410373,34.93655989787692,67.88737896981098,44.82180561945711,61.29721515542414,32.95081907193406,16.47540953596703,0.17819438054289094,0.0,left,1.3336666664108634
