planet,jd,date,elong
Saturn,1502068.5006828704,-600-06-04T00:00:59.000,281.2686340148764
Saturn,1502069.5006828704,-600-06-05T00:00:59.000,281.2091679029121
Saturn,1502070.5006828704,-600-06-06T00:00:59.000,281.148700277907
Saturn,1502071.5006828704,-600-06-07T00:00:59.000,281.08726010970236
Saturn,1502072.5006828704,-600-06-08T00:00:59.000,281.02487695216644
Saturn,1502073.5006828704,-600-06-09T00:00:59.000,280.96158093119647
Saturn,1502074.5006828704,-600-06-10T00:00:59.000,280.89740273212635
Saturn,1502075.5006828704,-600-06-11T00:00:59.000,280.83237358643566
Saturn,1502076.5006828704,-600-06-12T00:00:59.000,280.76652525765405
Saturn,1502077.5006828704,-600-06-13T00:00:59.000,280.6998900267033
Saturn,1502078.5006828704,-600-06-14T00:00:59.000,280.632500676528
Saturn,1502079.5006828704,-600-06-15T00:00:59.000,280.56439047597854
Saturn,1502080.5006828704,-600-06-16T00:00:59.000,280.4955931632037
Saturn,1502081.5006828704,-600-06-17T00:00:59.000,280.42614292823015
Saturn,1502082.5006828704,-600-06-18T00:00:59.000,280.35607439504116
Saturn,1502083.5006828704,-600-06-19T00:00:59.000,280.2854226030546
Saturn,1502084.5006828704,-600-06-20T00:00:59.000,280.21422298790475
Saturn,1502085.5006828704,-600-06-21T00:00:59.000,280.1425113617732
Saturn,1502086.5006828704,-600-06-22T00:00:59.000,280.07032389317845
Saturn,1502087.5006828704,-600-06-23T00:00:59.000,279.9976970861233
Saturn,1502088.5006828704,-600-06-24T00:00:59.000,279.9246677589384
Saturn,1502089.5006828704,-600-06-25T00:00:59.000,279.8512730224692
Saturn,1502090.5006828704,-600-06-26T00:00:59.000,279.77755025795045
Saturn,1502091.5006828704,-600-06-27T00:00:59.000,279.7035370944715
Saturn,1502092.5006828704,-600-06-28T00:00:59.000,279.6292713859451
Saturn,1502093.5006828704,-600-06-29T00:00:59.000,279.554791187839
Saturn,1502094.5006828704,-600-06-30T00:00:59.000,279.48013473359333
Saturn,1502095.5006828704,-600-07-01T00:00:59.000,279.40534041061875
Saturn,1502096.5006828704,-600-07-02T00:00:59.000,279.33044673623834
Saturn,1502097.5006828704,-600-07-03T00:00:59.000,279.2554923332152
Saturn,1502098.5006828704,-600-07-04T00:00:59.000,279.1805159052256
Saturn,1502099.5006828704,-600-07-05T00:00:59.000,279.10555621218367
Saturn,1502100.5006828704,-600-07-06T00:00:59.000,279.0306520453344
Saturn,1502101.5006828704,-600-07-07T00:00:59.000,278.9558422023879
Saturn,1502102.5006828704,-600-07-08T00:00:59.000,278.88116546261017
Saturn,1502103.5006828704,-600-07-09T00:00:59.000,278.80666056179314
Saturn,1502104.5006828704,-600-07-10T00:00:59.000,278.73236616737137
Saturn,1502105.5006828704,-600-07-11T00:00:59.000,278.6583208536066
Saturn,1502106.5006828704,-600-07-12T00:00:59.000,278.5845630767461
Saturn,1502107.5006828704,-600-07-13T00:00:59.000,278.51113115051294
Saturn,1502108.5006828704,-600-07-14T00:00:59.000,278.43806322157764
Saturn,1502109.5006828704,-600-07-15T00:00:59.000,278.3653972453687
Saturn,1502110.5006828704,-600-07-16T00:00:59.000,278.29317096212327
Saturn,1502111.5006828704,-600-07-17T00:00:59.000,278.22142187310374
Saturn,1502112.5006828704,-600-07-18T00:00:59.000,278.15018721723663
Saturn,1502113.5006828704,-600-07-19T00:00:59.000,278.079503948094
Saturn,1502114.5006828704,-600-07-20T00:00:59.000,278.00940871111857
Saturn,1502115.5006828704,-600-07-21T00:00:59.000,277.9399378214583
Saturn,1502116.5006828704,-600-07-22T00:00:59.000,277.8711272420098
Saturn,1502117.5006828704,-600-07-23T00:00:59.000,277.8030125620847
Saturn,1502118.5006828704,-600-07-24T00:00:59.000,277.7356289765411
Saturn,1502119.5006828704,-600-07-25T00:00:59.000,277.66901126532383
Saturn,1502120.5006828704,-600-07-26T00:00:59.000,277.60319377365227
Saturn,1502121.5006828704,-600-07-27T00:00:59.000,277.5382103927636
Saturn,1502122.5006828704,-600-07-28T00:00:59.000,277.47409454112176
Saturn,1502123.5006828704,-600-07-29T00:00:59.000,277.4108791464026
Saturn,1502124.5006828704,-600-07-30T00:00:59.000,277.34859662792303
Saturn,1502125.5006828704,-600-07-31T00:00:59.000,277.28727887982524
Saturn,1502126.5006828704,-600-08-01T00:00:59.000,277.226957254908
Saturn,1502127.5006828704,-600-08-02T00:00:59.000,277.16766254902547
Saturn,1502128.5006828704,-600-08-03T00:00:59.000,277.10942498626457
Saturn,1502129.5006828704,-600-08-04T00:00:59.000,277.0522742048101
Saturn,1502130.5006828704,-600-08-05T00:00:59.000,276.996239243399
Saturn,1502131.5006828704,-600-08-06T00:00:59.000,276.941348528643
