xm,yr,dt,jd,slon,mlon,smgap
0,-1917,-1917-02-06,1020909.6149141251,301.48,55.63,114.15
1,-1917,-1917-11-11,1021187.4809264052,213.17,10.48,157.31
0,-1917,-1917-11-17,1021193.7303061429,219.56,10.48,150.92
0,-1917,-1917-12-06,1021212.5959678676,238.83,97.17,-141.65
1,-1917,-1917-12-25,1021231.6700523066,258.21,97.17,-161.04
0,-1916,-1916-01-17,1021254.4488773419,281.16,298.26,17.09
1,-1916,-1916-01-24,1021262.1333692375,288.84,298.26,9.42
1,-1916,-1916-09-02,1021483.7037719053,143.28,52.58,-90.7
0,-1916,-1916-09-14,1021496.2686767713,155.84,52.58,-103.26
0,-1916,-1916-09-26,1021507.5875070421,167.24,210.78,43.54
1,-1916,-1916-10-02,1021513.635228296,173.36,210.78,37.43
0,-1915,-1915-02-24,1021659.066524614,320.13,237.46,-82.66
1,-1915,-1915-03-13,1021676.275620475,336.86,237.46,-99.4
1,-1915,-1915-10-21,1021898.093515436,192.88,136.35,-56.52
0,-1915,-1915-11-04,1021912.1583277688,207.23,136.35,-70.88
0,-1915,-1915-12-25,1021962.9264366494,258.99,289.78,30.79
1,-1914,-1914-01-03,1021972.1284669853,268.29,289.78,21.5
1,-1914,-1914-02-02,1022002.0443782543,298.2,109.59,171.39
0,-1914,-1914-02-04,1022003.466270108,299.62,109.59,169.97
0,-1914,-1914-09-04,1022216.1109287643,145.19,186.46,41.27
1,-1914,-1914-09-12,1022223.4587192128,152.54,186.46,33.92
1,-1914,-1914-10-11,1022252.4394681636,181.79,27.27,-154.52
0,-1914,-1914-10-16,1022257.2952706032,186.72,27.27,-159.45
0,-1913,-1913-02-14,1022379.1612904046,309.93,25.79,75.86
1,-1913,-1913-02-22,1022386.4343604222,317.07,25.79,68.72
0,-1913,-1913-10-27,1022634.0084773444,198.41,290.08,91.67
1,-1913,-1913-10-30,1022636.7403997274,201.2,290.08,88.88
0,-1913,-1913-12-17,1022684.7809243363,250.24,84.68,-165.56
1,-1912,-1912-01-12,1022710.7012004578,276.43,84.68,168.25
0,-1912,-1912-01-27,1022725.6957049186,291.42,257.81,-33.61
1,-1912,-1912-02-10,1022739.8213765364,305.42,257.81,-47.61
1,-1912,-1912-08-19,1022930.8307271474,129.53,359.4,-130.13
0,-1912,-1912-08-28,1022939.9928395948,138.61,359.4,-139.21
0,-1912,-1912-09-12,1022955.2302656402,153.82,192.91,39.09
1,-1912,-1912-09-17,1022959.7803870821,158.39,192.91,34.52
0,-1911,-1911-03-11,1023134.5042300001,334.21,234.33,-99.88
1,-1911,-1911-03-28,1023152.2154948455,351.3,234.33,-116.97
1,-1911,-1911-10-05,1023342.8379961103,176.38,138.03,-38.35
0,-1911,-1911-10-23,1023361.1081016946,194.96,138.03,-56.93
0,-1910,-1910-01-11,1023440.7676161524,276,297.16,21.16
1,-1910,-1910-01-17,1023446.3244584095,281.57,297.16,15.59
0,-1910,-1910-02-23,1023484.075180828,318.94,143.5,-175.44
1,-1910,-1910-03-17,1023505.8426362429,340.1,143.5,163.4
0,-1910,-1910-07-26,1023636.6356577618,105.33,170.16,64.83
1,-1910,-1910-07-27,1023637.7250732926,106.39,170.16,63.77
1,-1910,-1910-08-27,1023668.4049144083,136.55,3.62,-132.93
0,-1910,-1910-09-07,1023679.7364951499,147.83,3.62,-144.22
1,-1909,-1909-04-05,1023889.316513052,357.65,81.34,83.69
0,-1909,-1909-04-05,1023889.4743966657,357.8,81.34,83.54
0,-1909,-1909-09-14,1024051.9708862494,154.83,258.11,103.28
1,-1909,-1909-09-15,1024052.4449710646,155.31,258.11,102.8
0,-1908,-1908-02-02,1024192.8732448621,297.58,132.74,-164.84
1,-1908,-1908-02-24,1024215.2077140936,319.58,132.74,173.16
0,-1908,-1908-03-15,1024234.4723665551,338.31,330.48,-7.83
1,-1908,-1908-03-25,1024245.0397336944,348.5,330.48,-18.03
1,-1908,-1908-07-06,1024348.158229487,86.96,319.89,-127.07
0,-1908,-1908-07-15,1024357.2436530787,95.74,319.89,-135.85
0,-1908,-1908-07-28,1024369.9862364497,108.11,129.21,21.1
1,-1908,-1908-08-06,1024378.9352698785,116.86,129.21,12.35
0,-1907,-1907-04-23,1024638.3099995838,15.33,258.27,-117.06
1,-1907,-1907-05-13,1024659.1616513549,35.17,258.27,-136.9
1,-1907,-1907-08-26,1024763.5633129352,135.98,26.6,-109.38
0,-1907,-1907-09-01,1024770.1491239965,142.52,26.6,-115.93
0,-1906,-1906-02-19,1024941.2665502006,315.24,306.73,-8.51
1,-1906,-1906-03-06,1024955.8972154907,329.52,306.73,-22.79
0,-1906,-1906-04-01,1024982.1991220535,354.92,126.37,131.46
1,-1906,-1906-04-05,1024985.3878765767,357.98,126.37,128.4
0,-1906,-1906-07-04,1025075.9027461399,84.33,94.79,10.46
1,-1906,-1906-07-17,1025089.0208936435,96.99,94.79,-2.2
0,-1906,-1906-08-14,1025116.9893495428,124.3,285.71,161.4
1,-1906,-1906-08-17,1025119.2978872873,126.58,285.71,159.12
0,-1905,-1905-04-10,1025356.2230044096,3.33,30.1,26.77
1,-1905,-1905-04-24,1025370.1679499726,16.64,30.1,13.46
0,-1905,-1905-09-19,1025518.1492416146,160.06,181.13,21.06
1,-1905,-1905-10-05,1025533.7575880875,175.83,181.13,5.3
1,-1904,-1904-02-15,1025666.830707901,310.41,85.73,135.32
0,-1904,-1904-03-09,1025689.5468872307,332.6,85.73,113.13
1,-1904,-1904-03-16,1025696.3174562305,339.16,218.43,-120.73
0,-1904,-1904-03-19,1025699.372060248,342.12,218.43,-123.68
0,-1904,-1904-07-21,1025823.6143451638,100.98,246.35,145.37
1,-1904,-1904-07-27,1025829.4450438855,106.65,246.35,139.7
1,-1904,-1904-08-25,1025858.7311813675,135.43,90.19,-45.24
0,-1904,-1904-08-31,1025864.9669863868,141.62,90.19,-51.43
1,-1903,-1903-04-04,1026080.9136051013,357.78,164.29,166.51
0,-1903,-1903-04-28,1026104.6142643815,20.42,164.29,143.87
0,-1903,-1903-09-11,1026240.3282675367,151.73,336.95,-174.78
1,-1903,-1903-09-13,1026242.8933000318,154.3,336.95,-177.35
1,-1902,-1902-02-23,1026405.541382705,318.48,229.07,-89.41
0,-1902,-1902-02-28,1026410.2960658919,323.13,229.07,-94.06
1,-1902,-1902-03-24,1026434.7850758901,346.86,57.87,71.01
0,-1902,-1902-04-10,1026451.8712076639,3.25,57.87,54.62
1,-1902,-1902-07-05,1026538.0054069184,85.42,48.63,-36.79
0,-1902,-1902-07-14,1026546.580491125,93.7,48.63,-45.07
0,-1902,-1902-07-29,1026561.6793196291,108.36,248.53,140.17
1,-1902,-1902-08-03,1026566.3594236597,112.93,248.53,135.6
1,-1901,-1901-05-11,1026847.6672185435,32.38,345.39,-46.99
0,-1901,-1901-05-20,1026856.7050656726,40.97,345.39,-55.59
0,-1901,-1901-09-07,1026966.7641274824,147.68,177.8,30.12
1,-1901,-1901-09-19,1026978.5182083326,159.47,177.8,18.34
1,-1900,-1900-02-29,1027141.7821423463,324.11,65.09,100.98
0,-1900,-1900-03-08,1027150.2306188744,332.33,260.38,-71.95
0,-1900,-1900-03-23,1027164.8694403997,346.48,65.09,78.61
1,-1900,-1900-03-29,1027171.2584760564,352.63,260.38,-92.25
0,-1900,-1900-07-09,1027272.8332884776,89.61,246.54,156.92
1,-1900,-1900-07-10,1027273.7103834416,90.46,246.54,156.08
1,-1900,-1900-08-09,1027304.0777180621,120.01,84.42,-35.59
0,-1900,-1900-08-21,1027316.1230287674,131.89,84.42,-47.47
0,-1899,-1899-04-17,1027554.5647426122,9.92,186.68,176.76
1,-1899,-1899-04-17,1027554.7488093104,10.09,186.68,176.59
0,-1899,-1899-08-28,1027687.6227166472,138.09,328.49,-169.6
1,-1899,-1899-08-29,1027688.5940890979,139.06,328.49,-170.57
1,-1898,-1898-03-09,1027880.8696157539,332.48,245.73,-86.75
0,-1898,-1898-03-16,1027888.1140125437,339.49,245.73,-93.77
1,-1898,-1898-04-07,1027910.1464279826,0.68,68.22,67.53
0,-1898,-1898-04-26,1027929.1147216414,18.79,68.22,49.43
0,-1898,-1898-08-11,1028035.5705616734,121.01,234.85,113.84
1,-1898,-1898-08-19,1028044.0723500294,129.38,234.85,105.47
1,-1897,-1897-04-27,1028294.604722452,19.03,104.02,84.98
0,-1897,-1897-05-16,1028313.8908123114,37.37,104.02,66.64
0,-1897,-1897-07-01,1028359.385441678,80.78,165.83,85.05
1,-1897,-1897-07-10,1028368.4043974712,89.46,165.83,76.37
1,-1897,-1897-09-08,1028429.0759480128,149.02,127.38,-21.64
0,-1897,-1897-09-15,1028435.5342813802,155.49,127.38,-28.11
1,-1896,-1896-02-18,1028591.6133615603,313.21,32.4,79.19
0,-1896,-1896-03-04,1028607.189067702,328.43,32.4,63.97
1,-1896,-1896-03-19,1028621.7187934462,342.52,198.33,-144.18
0,-1896,-1896-04-13,1028646.9740438949,6.75,198.33,-168.42
0,-1896,-1896-07-15,1028739.8746311776,95.48,183.68,88.21
1,-1896,-1896-07-30,1028754.9045151748,110.08,183.68,73.6
0,-1896,-1896-08-24,1028779.9554152623,134.72,20.76,-113.96
1,-1896,-1896-08-30,1028785.9026451427,140.62,20.76,-119.86
1,-1895,-1895-04-08,1029006.9250418423,1.69,103.8,102.11
0,-1895,-1895-04-22,1029020.6204647422,14.77,103.8,89.03
0,-1895,-1895-09-29,1029181.0834321134,170.66,264.04,93.38
1,-1895,-1895-10-19,1029200.2986633199,190.17,264.04,73.88
1,-1894,-1894-01-30,1029304.0168174693,295.35,143.88,-151.47
0,-1894,-1894-02-18,1029322.6885628707,313.79,143.88,-169.9
0,-1894,-1894-02-28,1029332.2895273645,323.18,274.15,-49.04
1,-1894,-1894-03-01,1029334.1418119487,324.99,274.15,-50.84
0,-1894,-1894-07-30,1029484.9289496982,109.63,323.08,-146.55
1,-1894,-1894-08-11,1029496.3616126106,120.83,323.08,-157.75
1,-1894,-1894-09-09,1029525.8584605698,150.07,167.8,17.73
0,-1894,-1894-09-10,1029527.0373521651,151.25,167.8,16.55
1,-1893,-1893-03-21,1029718.3632153971,343.4,220.49,-122.91
0,-1893,-1893-04-09,1029737.4535133688,1.74,220.49,-141.25
0,-1893,-1893-09-20,1029901.5452602975,160.55,52.98,-107.57
1,-1893,-1893-09-28,1029910.1902151916,169.26,52.98,-116.28
0,-1892,-1892-02-08,1030042.4681673987,303.24,279.99,-23.25
1,-1892,-1892-02-09,1030043.6305331517,304.39,279.99,-24.4
1,-1892,-1892-03-09,1030072.2971247741,332.45,101.5,129.05
0,-1892,-1892-03-20,1030083.5829071705,343.37,101.5,118.13
1,-1892,-1892-07-19,1030204.9078767435,99.41,135.54,36.14
0,-1892,-1892-07-23,1030208.7268509129,103.12,135.54,32.43
0,-1892,-1892-08-07,1030223.4119453881,117.46,321.37,-156.08
1,-1892,-1892-08-16,1030233.0592552439,126.94,321.37,-165.56
1,-1891,-1891-04-25,1030485.282701464,18.29,44.6,26.31
0,-1891,-1891-04-30,1030490.2610783871,23.02,44.6,21.57
0,-1891,-1891-09-17,1030630.0309418774,158.53,268.74,110.21
1,-1891,-1891-10-02,1030645.1220391161,173.76,268.74,94.98
1,-1890,-1890-02-13,1030778.6861697984,308.89,127.67,178.79
0,-1890,-1890-03-05,1030798.452789008,328.23,127.67,159.44
1,-1890,-1890-03-14,1030808.0725595581,337.57,312.95,-24.62
0,-1890,-1890-03-19,1030813.1055239465,342.43,312.95,-29.48
0,-1890,-1890-07-20,1030936.1699541616,100.17,335.75,-124.41
1,-1890,-1890-07-24,1030939.9490987525,103.83,335.75,-128.08
1,-1890,-1890-07-25,1030940.5128806604,104.39,159.38,55
0,-1890,-1890-08-04,1030951.0563620562,114.67,159.38,44.71
0,-1889,-1889-04-29,1031218.5282741031,20.91,258.64,-122.28
1,-1889,-1889-05-01,1031220.9581558882,23.22,258.64,-124.59
0,-1889,-1889-08-11,1031322.723399883,120.97,41.45,-79.52
1,-1889,-1889-08-13,1031324.9483539659,123.15,41.45,-81.7
1,-1888,-1888-03-22,1031546.7253713884,345.46,343.43,-2.03
0,-1888,-1888-03-28,1031552.2927223109,350.82,343.43,-7.39
1,-1888,-1888-04-21,1031576.4421331427,13.93,166.51,152.58
0,-1888,-1888-05-08,1031593.4165911328,30.09,166.51,136.42
0,-1888,-1888-07-24,1031670.5650477275,103.96,312.88,-151.08
1,-1888,-1888-08-03,1031680.9636763802,114.1,312.88,-161.21
1,-1887,-1887-05-10,1031960.6858974843,32.02,194.12,162.1
0,-1887,-1887-05-27,1031977.9214276279,48.4,194.12,145.72
0,-1887,-1887-06-12,1031993.939275757,63.66,237.6,173.93
1,-1887,-1887-06-23,1032004.8397575549,74.09,237.6,163.51
1,-1887,-1887-08-23,1032065.8264459551,133.41,186.47,53.06
0,-1887,-1887-08-27,1032069.3049815515,136.86,186.47,49.61
1,-1886,-1886-03-03,1032258.1308243121,326.98,120.07,153.1
0,-1886,-1886-03-16,1032270.4860868359,338.97,120.07,141.11
0,-1886,-1886-04-25,1032310.8751896659,17.69,291.31,-86.38
1,-1886,-1886-05-02,1032317.3411879019,23.85,291.31,-92.54
0,-1885,-1885-05-31,1032711.415737636,51.27,10.09,-41.18
1,-1885,-1885-06-05,1032716.7546986067,56.36,10.09,-46.27
0,-1885,-1885-06-12,1032723.9302222008,63.2,333.26,-89.94
0,-1885,-1885-06-14,1032725.7483014937,64.94,208.83,143.89
1,-1885,-1885-06-19,1032730.635125243,69.61,333.26,-96.35
1,-1885,-1885-07-04,1032745.4584318394,83.82,208.83,125.01
0,-1885,-1885-07-23,1032764.8042867681,102.52,336.01,-126.51
1,-1885,-1885-08-01,1032774.1871254316,111.65,336.01,-135.65
1,-1884,-1884-04-09,1033025.368827335,2.44,65.29,62.85
0,-1884,-1884-04-15,1033031.4574719924,8.26,65.29,57.03
1,-1884,-1884-05-08,1033054.5253325833,30.23,140.82,110.59
0,-1884,-1884-05-18,1033064.6643702593,39.87,140.82,100.95
0,-1884,-1884-07-07,1033114.7320802696,87.7,269.07,-178.63
1,-1884,-1884-07-20,1033127.4976792018,100.04,269.07,169.03
0,-1883,-1883-05-25,1033436.6358105054,46.27,198.71,152.44
1,-1883,-1883-05-27,1033438.3236436012,47.87,169.68,121.81
0,-1883,-1883-06-07,1033449.4120397376,58.43,169.68,111.26
1,-1883,-1883-06-11,1033453.4923804452,62.32,198.71,136.39
0,-1883,-1883-08-18,1033521.3709319783,128.05,202.43,74.38
1,-1883,-1883-09-04,1033539.0024369274,145.54,202.43,56.89
1,-1882,-1882-03-16,1033731.9189761217,339.43,108.47,129.05
0,-1882,-1882-04-01,1033747.4134905996,354.35,108.47,114.12
1,-1882,-1882-04-14,1033760.8375338424,7.21,311.79,-55.42
0,-1882,-1882-04-17,1033763.8692999667,10.1,311.79,-58.32
1,-1882,-1882-06-27,1033834.7646171384,77.66,95.93,18.28
0,-1882,-1882-07-04,1033842.2181772392,84.82,95.93,11.12
1,-1881,-1881-06-02,1034174.525507735,53.32,19.54,-33.79
0,-1881,-1881-06-06,1034178.6424624738,57.24,19.54,-37.71
1,-1881,-1881-06-15,1034188.1468398494,66.31,47.42,-18.88
0,-1881,-1881-06-21,1034193.7978529851,71.71,47.42,-24.29
0,-1881,-1881-07-12,1034214.6410330248,91.74,344.05,-107.69
1,-1881,-1881-07-16,1034218.7245155876,95.69,344.05,-111.64
1,-1880,-1880-04-22,1034499.9744424593,15.46,323.55,-51.92
0,-1880,-1880-04-24,1034501.3100522289,16.74,323.55,-53.19
1,-1880,-1880-05-21,1034528.8577082497,42.94,152.87,109.93
0,-1880,-1880-06-05,1034543.6400453788,57.01,152.87,95.87
0,-1879,-1879-05-15,1034887.4890834833,36.66,189.41,152.75
1,-1879,-1879-05-25,1034898.0814887816,46.72,189.41,142.69
1,-1879,-1879-06-09,1034912.4619877806,60.42,179.16,118.74
1,-1879,-1879-06-23,1034926.6675035266,74,49.23,-24.77
0,-1879,-1879-06-25,1034928.3865152473,75.64,179.16,103.52
0,-1879,-1879-06-27,1034930.6495823864,77.81,49.23,-28.58
0,-1879,-1879-07-06,1034940.273006388,87.06,160.95,73.89
1,-1879,-1879-07-23,1034956.4552380212,102.72,160.95,58.24
0,-1878,-1878-04-29,1035236.3795592816,21.1,267.82,-113.28
1,-1878,-1878-04-29,1035236.5225591047,21.24,267.82,-113.42
1,-1878,-1878-05-29,1035266.736745477,49.97,329.98,-80
0,-1878,-1878-05-30,1035267.5022209553,50.7,329.98,-80.73
1,-1878,-1878-06-28,1035296.2913246839,78.2,222.53,144.33
0,-1878,-1878-07-15,1035314.1255954998,95.37,222.53,127.16
1,-1877,-1877-05-05,1035607.422787301,26.62,4.12,-22.5
0,-1877,-1877-05-08,1035610.5316460239,29.58,4.12,-25.46
1,-1877,-1877-06-02,1035636.255726821,54.04,75.84,21.79
0,-1877,-1877-06-09,1035642.9769033082,60.45,75.84,15.39
0,-1877,-1877-06-28,1035662.1838486302,78.82,320.83,-117.99
1,-1877,-1877-07-02,1035665.9321178518,82.42,320.83,-121.59
1,-1876,-1876-05-07,1035975.4203658286,29.24,90,60.76
0,-1876,-1876-05-18,1035986.8958208172,40.15,90,49.85
1,-1876,-1876-06-06,1036005.6338226163,57.98,155.06,97.08
0,-1876,-1876-06-19,1036018.6964931863,70.45,155.06,84.61
0,-1875,-1875-04-28,1036332.027035541,21.02,169.84,148.82
1,-1875,-1875-05-12,1036345.8806631136,34.19,169.84,135.65
0,-1875,-1875-06-09,1036373.8119515557,60.77,354.34,-66.43
1,-1875,-1875-06-11,1036376.0622231964,62.92,354.34,-68.58
1,-1875,-1875-06-25,1036390.0986473705,76.34,172.39,96.05
0,-1875,-1875-07-07,1036401.5930178574,87.39,172.39,85
1,-1875,-1875-07-11,1036405.4765621731,91.14,124.51,33.37
0,-1875,-1875-07-16,1036410.557746873,96.05,124.51,28.46
1,-1874,-1874-04-17,1036686.2090948616,10.48,236.82,-133.66
0,-1874,-1874-05-08,1036706.7402455829,30.03,236.82,-153.21
1,-1874,-1874-05-17,1036715.5389841939,38.4,297.58,-100.82
0,-1874,-1874-06-09,1036739.2106335206,60.93,297.58,-123.34
0,-1873,-1873-05-18,1037082.0638848224,39.61,334.37,-65.24
1,-1873,-1873-05-20,1037083.9402362115,41.4,334.37,-67.02
0,-1873,-1873-06-01,1037096.0338451351,52.9,156.68,103.78
1,-1873,-1873-06-20,1037114.6934854779,70.71,156.68,85.98
0,-1873,-1873-06-30,1037124.3078692447,79.92,336.12,-103.8
1,-1873,-1873-07-04,1037129.0368737895,84.46,336.12,-108.34
0,-1873,-1873-07-06,1037131.0061017129,86.36,275.69,-170.67
1,-1873,-1873-07-20,1037144.4734835636,99.37,275.69,176.32
1,-1872,-1872-04-26,1037425.7704271222,19.13,31.53,12.4
0,-1872,-1872-04-29,1037428.4125145925,21.65,31.53,9.88
1,-1872,-1872-05-25,1037454.864103838,46.8,86.43,39.63
0,-1872,-1872-05-30,1037460.1097205149,51.79,86.43,34.64
0,-1871,-1871-05-09,1037803.3772810422,30.89,120.38,89.49
1,-1871,-1871-05-29,1037823.3031158642,49.84,120.38,70.54
1,-1871,-1871-06-13,1037838.8062562585,64.62,120.2,55.59
0,-1871,-1871-06-19,1037845.0513898331,70.58,120.2,49.62
0,-1871,-1871-06-20,1037846.0416513648,71.53,336.82,-94.71
1,-1871,-1871-06-27,1037853.0944799575,78.28,336.82,-101.47
0,-1871,-1871-07-26,1037881.9049567673,106.12,93.64,-12.47
1,-1871,-1871-07-27,1037882.8737936494,107.06,93.64,-13.42
1,-1870,-1870-04-05,1038134.5077491357,358.36,192.94,-165.42
0,-1870,-1870-04-21,1038150.6162333575,13.75,192.94,179.19
1,-1870,-1870-05-04,1038163.7305662778,26.25,251.37,-134.88
0,-1870,-1870-05-22,1038182.125414415,43.73,251.37,-152.36
0,-1870,-1870-07-11,1038231.7718186409,91.22,26.14,-65.08
1,-1870,-1870-07-17,1038237.5578287093,96.81,26.14,-70.67
1,-1869,-1869-05-23,1038547.4606146992,43.83,274.05,-129.78
0,-1869,-1869-05-29,1038554.0474690321,50.09,302.85,-107.24
1,-1869,-1869-06-07,1038562.6620836193,58.3,302.85,-115.45
0,-1869,-1869-06-11,1038566.6161929447,62.07,274.05,-148.01
0,-1869,-1869-08-14,1038631.0962046923,124.43,257.64,133.21
1,-1869,-1869-09-05,1038652.5785094306,145.72,257.64,111.92
1,-1868,-1868-03-15,1038844.4241558716,338.56,211.2,-127.36
0,-1868,-1868-04-01,1038861.7931207779,355.29,211.2,-144.09
0,-1868,-1868-04-11,1038871.4196422293,4.52,1.67,-2.85
1,-1868,-1868-04-14,1038874.3574742443,7.33,1.67,-5.66
1,-1868,-1868-06-27,1038948.4858287709,77.97,167.01,89.04
0,-1868,-1868-06-29,1038950.7601134577,80.15,167.01,86.86
0,-1867,-1867-05-29,1039284.9014455101,50.44,52.18,1.74
1,-1867,-1867-06-01,1039287.5807745995,52.99,52.18,-0.82
0,-1867,-1867-06-15,1039301.4940482071,66.26,109.89,43.64
1,-1867,-1867-06-17,1039303.4663703559,68.14,109.89,41.75
0,-1867,-1867-07-07,1039323.9082488352,87.75,37.56,-50.19
1,-1867,-1867-07-16,1039332.7109015461,96.25,37.56,-58.69
0,-1866,-1866-04-19,1039609.9897254381,12.24,6.85,-5.38
1,-1866,-1866-04-22,1039612.9632112703,15.07,6.85,-8.22
1,-1866,-1866-05-22,1039642.4547715237,43.14,214.03,170.89
0,-1866,-1866-05-31,1039652.2436724709,52.44,214.03,161.58
0,-1865,-1865-05-10,1039995.3352375015,31.38,255.63,-135.75
1,-1865,-1865-05-26,1040012.24453008,47.46,255.63,-151.83
1,-1865,-1865-06-10,1040026.574169711,61.11,239.43,178.32
0,-1865,-1865-06-19,1040036.0732947484,70.17,239.43,169.26
0,-1865,-1865-06-21,1040037.8535457196,71.88,89.62,17.74
1,-1865,-1865-06-25,1040041.3162649288,75.2,208.65,133.45
1,-1865,-1865-06-25,1040041.6606742005,75.53,89.62,14.09
0,-1865,-1865-06-30,1040046.8077869712,80.46,208.65,128.18
0,-1864,-1864-04-21,1040342.7152498027,14.38,315.39,-58.99
1,-1864,-1864-04-30,1040351.6316982526,22.87,315.39,-67.49
0,-1864,-1864-06-21,1040404.1658655987,72.9,34.44,-38.47
1,-1864,-1864-06-28,1040410.5480156206,79.02,34.44,-44.59
1,-1864,-1864-07-27,1040440.1181002472,107.6,312.32,-155.28
0,-1864,-1864-08-08,1040451.7580181763,118.98,312.32,-166.66
0,-1863,-1863-04-03,1040689.4409501426,356.67,34.64,37.97
1,-1863,-1863-04-04,1040690.7532079216,357.93,34.64,36.71
1,-1863,-1863-05-04,1040720.6991979621,26.51,90.84,64.33
0,-1863,-1863-05-04,1040720.9409091009,26.74,90.84,64.1
1,-1863,-1863-07-17,1040794.2927296662,96.86,222.83,125.98
0,-1863,-1863-07-22,1040800.1690227404,102.55,222.83,120.28
1,-1862,-1862-05-23,1041104.4132474976,44.08,112.17,68.1
0,-1862,-1862-05-23,1041105.0477878443,44.68,112.17,67.5
1,-1862,-1862-06-07,1041120.2240198152,59.13,143.94,84.82
0,-1862,-1862-06-10,1041122.312159464,61.12,143.94,82.83
0,-1862,-1862-08-30,1041203.9672040382,140.44,127.09,-13.35
1,-1862,-1862-09-03,1041207.4752332964,143.94,127.09,-16.85
1,-1861,-1861-03-14,1041399.7262267207,337.22,67.65,90.43
0,-1861,-1861-03-16,1041402.2737924404,339.68,67.65,87.97
0,-1861,-1861-03-30,1041415.6059051921,352.54,230.54,-122
1,-1861,-1861-04-12,1041428.9347426299,5.31,230.54,-134.76
0,-1861,-1861-07-18,1041525.7744930902,97.82,49.67,-48.15
1,-1861,-1861-07-24,1041531.3406699889,103.22,49.67,-53.55
0,-1860,-1860-05-19,1041831.7833263305,41.12,306.28,-94.84
1,-1860,-1860-05-29,1041841.7480031195,50.59,306.28,-104.32
1,-1860,-1860-06-12,1041856.2600550457,64.43,338.99,-85.43
0,-1860,-1860-07-02,1041875.5744407856,82.92,338.99,-103.93
1,-1860,-1860-08-09,1041913.2930898559,119.54,317.93,-161.61
0,-1860,-1860-08-26,1041930.6919693187,136.7,317.93,-178.77
0,-1859,-1859-03-11,1042127.8255273228,334.91,238.24,-96.67
1,-1859,-1859-03-19,1042136.0658449649,342.87,238.24,-104.63
0,-1859,-1859-04-26,1042173.7579722685,18.98,115.43,96.44
1,-1859,-1859-05-16,1042193.6346713465,37.89,115.43,77.54
1,-1858,-1858-05-20,1042562.5163664207,41.36,176.31,134.95
0,-1858,-1858-06-03,1042576.4428600005,54.6,176.31,121.71
0,-1858,-1858-06-14,1042587.6654709337,65.31,172.19,106.88
0,-1858,-1858-06-17,1042590.5426285437,68.06,350.25,-77.8
1,-1858,-1858-06-17,1042591.1289647475,68.61,350.25,-78.36
1,-1858,-1858-07-03,1042607.0111104181,83.84,172.19,88.36
1,-1858,-1858-07-17,1042620.9651319387,97.3,143.74,46.44
0,-1858,-1858-07-25,1042628.775149933,104.88,143.74,38.86
0,-1857,-1857-04-18,1042895.6535421829,10.8,254.24,-116.56
1,-1857,-1857-04-24,1042901.5519263104,16.42,254.24,-122.19
0,-1857,-1857-05-19,1042926.962774996,40.59,305.94,-94.65
1,-1857,-1857-05-24,1042931.4625159345,44.88,305.94,-98.93
0,-1856,-1856-05-26,1043299.7489630766,47.77,340.47,-67.3
1,-1856,-1856-05-27,1043300.6694832633,48.65,340.47,-68.18
0,-1856,-1856-06-07,1043311.5213378089,58.98,331.09,-87.89
1,-1856,-1856-06-10,1043314.9389530101,62.23,331.09,-91.14
1,-1856,-1856-06-25,1043329.6677673701,76.32,195.74,119.42
0,-1856,-1856-07-08,1043343.1136759097,89.24,195.74,106.5
1,-1856,-1856-07-26,1043360.3235268963,105.91,320.26,-145.65
0,-1856,-1856-08-14,1043379.8086953537,124.98,320.26,-164.72
1,-1855,-1855-04-02,1043610.3533566602,355.68,48.98,53.3
0,-1855,-1855-04-10,1043618.4720634376,3.46,48.98,45.52
1,-1855,-1855-05-03,1043641.5066779074,25.43,94.31,68.88
0,-1855,-1855-05-09,1043647.9078452482,31.52,94.31,62.79
1,-1855,-1855-07-15,1043715.0788993291,95.73,225.63,129.9
0,-1855,-1855-07-27,1043726.2905057527,106.61,225.63,119.02
1,-1854,-1854-05-21,1044025.037021555,42.82,113.3,70.48
0,-1854,-1854-05-28,1044032.0175195071,49.46,113.3,63.84
1,-1854,-1854-06-06,1044040.4409885234,57.48,139.7,82.22
0,-1854,-1854-06-13,1044048.0224213796,64.71,139.7,74.99
1,-1854,-1854-09-01,1044127.8168134305,142.33,125.09,-17.24
0,-1854,-1854-09-03,1044129.9396464088,144.44,125.09,-19.36
1,-1853,-1853-03-13,1044320.3384379941,335.92,61.43,85.51
0,-1853,-1853-03-20,1044327.9656785689,343.3,61.43,78.13
0,-1853,-1853-04-03,1044342.1846853853,356.98,238.11,-118.86
1,-1853,-1853-04-11,1044349.9294452451,4.39,238.11,-126.28
0,-1853,-1853-08-18,1044479.2674326736,128.66,55.11,-73.54
1,-1853,-1853-08-22,1044482.4765045657,131.83,55.11,-76.72
0,-1852,-1852-04-23,1044728.0668992328,16.7,277.02,-99.68
1,-1852,-1852-04-29,1044733.4819764984,21.86,277.02,-104.84
0,-1852,-1852-07-05,1044800.8020981898,86.07,337.01,-109.06
1,-1852,-1852-07-11,1044807.1457546136,92.19,337.01,-115.18
1,-1852,-1852-09-07,1044864.8324847114,148.84,326.31,177.47
0,-1852,-1852-09-26,1044883.3997447683,167.49,326.31,158.82
0,-1851,-1851-02-12,1045022.6081776925,308.35,197.58,-110.77
1,-1851,-1851-02-18,1045028.481277242,314.13,197.58,-116.55
