jd	date	yr	season	rtu	sun_lon	sun_naks	sun_naks_by_angle	moon_lat	moon_lon	moon_naks	moon_naks_by_angle	moon_phase	moon_sun_diff	sun_न	moon_न	sun_न_by_angle	moon_न_by_angle	sun_naks_angle	moon_naks_angle
1137483.25	-1598-03-22	-1598	1	R1-vasanta	0.36	N03-Kri/* 17 Tau	N03-Kri/* 27 Tau	-4.01	176.76	N16-Vis/α2 Lib	N17-Anu/π Sco	1	176	N03-Kri	N16-Vis	N03-Kri	N17-Anu	4.14	4.06
1137497.75	-1598-04-06	-1598	1	R1-vasanta	14.23	N04-Roh/γ Tau	N04-Roh/ε Tau	2.97	12.80	N03-Kri/* 27 Tau	N04-Roh/ε Tau	0	1	N04-Roh	N03-Kri	N04-Roh	N04-Roh	8.69	9.01
1137513.25	-1598-04-21	-1598	1	R1-vasanta	28.99	N05-Mrg/γ Ori	N06-Ard/γ Gem	-1.07	215.37	N19-Mul/θ Sco	N20-PAsh/λ Sgr	1	173	N05-Mrg	N19-Mul	N06-Ard	N20-PAsh	10.68	1.22
1137527.75	-1598-05-06	-1598	2	R2-grīṣma	42.78	N05-Mrg/α Ori	N06-Ard/γ Gem	0.15	45.27	N06-Ard/γ Gem	N07-Pun/β Gem	0	2	N05-Mrg	N06-Ard	N06-Ard	N07-Pun	9.39	8.99
1137542.25	-1598-05-20	-1598	2	R2-grīṣma	56.57	N07-Pun/α Gem	N07-Pun/β Gem	1.09	238.88	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	1	177	N07-Pun	N21-UAsh	N07-Pun	N21-UAsh	8.08	16.96
1137556.75	-1598-06-04	-1598	2	R2-grīṣma	70.39	N07-Pun/β Gem	N08-Pus/δ Cnc	-1.72	65.95	N07-Pun/β Gem	N08-Pus/δ Cnc	0	4	N07-Pun	N07-Pun	N08-Pus	N08-Pus	3.98	1.65
1137571.25	-1598-06-18	-1598	2	R2-grīṣma	84.27	N09-Asl/ζ Hya	N10-Mag/α Leo	3.03	262.24	N23-Dha/ε Αqr	N24-Sha/λ Aqr	1	177	N09-Asl	N23-Dha	N10-Mag	N24-Sha	3.63	17.34
1137586.75	-1598-07-04	-1598	3	R3-varṣā	99.21	N10-Mag/γ Leo	N11-PPal/θ Leo	-4.09	99.22	N10-Mag/γ Leo	N10-Mag/α Leo	0	0	N10-Mag	N10-Mag	N11-PPal	N10-Mag	9.75	12.08
1137601.25	-1598-07-18	-1598	3	R3-varṣā	113.29	N11-PPal/θ Leo	N12-UPal/β Leo	4.85	299.57	N25-PBha/α Peg	N26-UBha/γ Peg	1	173	N11-PPal	N25-PBha	N12-UPal	N26-UBha	13.00	10.69
1137616.75	-1598-08-03	-1598	3	R3-varṣā	128.48	N12-UPal/β Leo	N13-Has/δ Crv	-4.98	134.03	N13-Has/γ Crv	N13-Has/δ Crv	0	5	N12-UPal	N13-Has	N13-Has	N13-Has	12.21	7.31
1137630.25	-1598-08-16	-1598	3	R3-varṣā	141.83	N13-Has/ε Crv	N14-Chi/α Vir	4.91	321.85	N26-UBha/γ Peg	N27-Rev/ε Psc	1	179	N13-Has	N26-UBha	N14-Chi	N27-Rev	1.81	7.62
1137645.75	-1598-09-01	-1598	4	R4-śarat	157.29	N15-Swa/α Boo	N16-Vis/α1 Lib	-4.53	156.45	N15-Swa/α Boo	N16-Vis/α2 Lib	0	0	N15-Swa	N15-Swa	N16-Vis	N16-Vis	5.69	8.41
1137660.25	-1598-09-15	-1598	4	R4-śarat	171.87	N16-Vis/α1 Lib	N17-Anu/δ Sco	3.47	356.43	N02-Bha/* 35 Ari	N03-Kri/* 17 Tau	1	175	N16-Vis	N02-Bha	N17-Anu	N03-Kri	8.57	0.81
1137675.75	-1598-10-01	-1598	4	R4-śarat	187.58	N17-Anu/δ Sco	N18-Jye/α Sco	-2.20	193.65	N17-Anu/ω1 Sco	N18-Jye/α Sco	0	6	N17-Anu	N17-Anu	N18-Jye	N18-Jye	4.00	6.36
1137689.25	-1598-10-14	-1598	4	R4-śarat	201.33	N18-Jye/α Sco	N20-PAsh/γ Sgr	1.87	17.46	N04-Roh/θ2 Tau	N04-Roh/ε Tau	1	176	N18-Jye	N04-Roh	N20-PAsh	N04-Roh	9.92	12.39
1137704.75	-1598-10-30	-1598	5	R5-hemanta	217.16	N19-Mul/κ Sco	N20-PAsh/λ Sgr	-0.13	216.68	N19-Mul/κ Sco	N20-PAsh/λ Sgr	0	0	N19-Mul	N19-Mul	N20-PAsh	N20-PAsh	3.26	2.76
1137719.25	-1598-11-13	-1598	5	R5-hemanta	231.98	N21-UAsh/σ Sgr	N21-UAsh/τ Sgr	-1.11	50.08	N06-Ard/γ Gem	N07-Pun/β Gem	1	178	N21-UAsh	N06-Ard	N21-UAsh	N07-Pun	10.14	7.74
1137733.75	-1598-11-28	-1598	5	R5-hemanta	246.78	N22-Shr/α Aql	N21-UAsh/τ Sgr	2.00	239.78	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	0	7	N22-Shr	N21-UAsh	N21-UAsh	N21-UAsh	24.37	18.11
1137749.25	-1598-12-13	-1598	5	R5-hemanta	262.53	N23-Dha/ε Αqr	N24-Sha/λ Aqr	-3.69	82.53	N09-Asl/η Hya	N10-Mag/α Leo	1	179	N23-Dha	N09-Asl	N24-Sha	N10-Mag	16.76	6.61
1137763.75	-1598-12-28	-1598	6	R6-śiśira	277.18	N23-Dha/β Αqr	N24-Sha/λ Aqr	4.52	278.18	N23-Dha/β Αqr	N24-Sha/λ Aqr	0	1	N23-Dha	N23-Dha	N24-Sha	N24-Sha	2.12	4.81
1137779.25	-1597-01-12	-1597	6	R6-śiśira	292.71	N24-Sha/λ Aqr	N24-Sha/λ Aqr	-4.95	115.69	N11-PPal/θ Leo	N13-Has/γ Crv	1	177	N24-Sha	N11-PPal	N24-Sha	N13-Has	13.42	16.01
1137792.75	-1597-01-26	-1597	6	R6-śiśira	306.12	N25-PBha/α Peg	N27-Rev/ε Psc	5.00	301.33	N25-PBha/α Peg	N26-UBha/γ Peg	0	4	N25-PBha	N25-PBha	N27-Rev	N26-UBha	9.29	9.45
1137808.25	-1597-02-10	-1597	6	R6-śiśira	321.38	N26-UBha/γ Peg	N27-Rev/ε Psc	-4.81	137.15	N13-Has/γ Crv	N14-Chi/α Vir	1	175	N26-UBha	N13-Has	N27-Rev	N14-Chi	6.08	5.40
1137822.75	-1597-02-25	-1597	1	R1-vasanta	335.52	N27-Rev/ε Psc	N01-Ash/γ Ari	3.99	338.08	N01-Ash/γ Ari	N01-Ash/α Ari	0	2	N27-Rev	N01-Ash	N01-Ash	N01-Ash	8.39	6.50
1137838.25	-1597-03-12	-1597	1	R1-vasanta	350.51	N01-Ash/α Ari	N03-Kri/* 17 Tau	-3.07	172.50	N16-Vis/α1 Lib	N17-Anu/δ Sco	1	178	N01-Ash	N16-Vis	N03-Kri	N17-Anu	7.66	7.99
1137851.75	-1597-03-26	-1597	1	R1-vasanta	3.48	N03-Kri/* 17 Tau	N04-Roh/ε Tau	2.51	0.11	N03-Kri/* 17 Tau	N03-Kri/* 27 Tau	0	3	N03-Kri	N03-Kri	N04-Roh	N03-Kri	3.99	2.21
1137867.25	-1597-04-10	-1597	1	R1-vasanta	18.29	N04-Roh/ε Tau	N04-Roh/α Tau	-1.24	195.11	N17-Anu/ω1 Sco	N18-Jye/α Sco	1	176	N04-Roh	N17-Anu	N04-Roh	N18-Jye	12.24	8.05
1137881.75	-1597-04-25	-1597	2	R2-grīṣma	32.09	N05-Mrg/γ Ori	N06-Ard/γ Gem	-0.47	34.02	N05-Mrg/λ Ori	N06-Ard/γ Gem	0	1	N05-Mrg	N05-Mrg	N06-Ard	N06-Ard	8.68	7.36
1137897.25	-1597-05-10	-1597	2	R2-grīṣma	46.83	N06-Ard/γ Gem	N07-Pun/β Gem	2.16	232.97	N21-UAsh/σ Sgr	N21-UAsh/τ Sgr	1	173	N06-Ard	N21-UAsh	N07-Pun	N21-UAsh	8.08	12.04
1137910.75	-1597-05-24	-1597	2	R2-grīṣma	59.67	N07-Pun/α Gem	N08-Pus/δ Cnc	-2.30	54.93	N06-Ard/γ Gem	N07-Pun/β Gem	0	4	N07-Pun	N06-Ard	N08-Pus	N07-Pun	6.74	9.34
1137926.25	-1597-06-08	-1597	2	R2-grīṣma	74.46	N08-Pus/δ Cnc	N08-Pus/δ Cnc	3.87	256.57	N22-Shr/β Aql	N24-Sha/λ Aqr	1	177	N08-Pus	N22-Shr	N08-Pus	N24-Sha	8.05	23.06
1137940.75	-1597-06-23	-1597	2	R2-grīṣma	88.37	N10-Mag/ε Leo	N10-Mag/α Leo	-4.43	87.54	N09-Asl/ζ Hya	N10-Mag/α Leo	0	0	N10-Mag	N09-Asl	N10-Mag	N10-Mag	0.49	4.61
1137955.25	-1597-07-07	-1597	3	R3-varṣā	102.36	N10-Mag/α Leo	N11-PPal/θ Leo	4.86	280.21	N23-Dha/α Αqr	N24-Sha/λ Aqr	1	177	N10-Mag	N23-Dha	N11-PPal	N24-Sha	9.65	5.11
1137970.75	-1597-07-23	-1597	3	R3-varṣā	117.45	N12-UPal/* 93 Leo	N12-UPal/β Leo	-4.96	120.41	N12-UPal/* 93 Leo	N13-Has/γ Crv	0	2	N12-UPal	N12-UPal	N12-UPal	N13-Has	14.66	12.55
1137985.25	-1597-08-06	-1597	3	R3-varṣā	131.69	N12-UPal/β Leo	N14-Chi/α Vir	4.52	318.54	N26-UBha/γ Peg	N27-Rev/ε Psc	1	173	N12-UPal	N26-UBha	N14-Chi	N27-Rev	10.12	4.82
1137999.75	-1597-08-21	-1597	3	R3-varṣā	146.06	N13-Has/β Crv	N14-Chi/α Vir	-4.37	141.57	N13-Has/γ Crv	N14-Chi/α Vir	0	4	N13-Has	N13-Has	N14-Chi	N14-Chi	4.77	2.56
1138014.25	-1597-09-04	-1597	4	R4-śarat	160.55	N15-Swa/α Boo	N16-Vis/α1 Lib	3.24	341.22	N01-Ash/γ Ari	N02-Bha/* 41 Ari	1	179	N15-Swa	N01-Ash	N16-Vis	N02-Bha	2.51	8.43
1138029.75	-1597-09-20	-1597	4	R4-śarat	176.18	N16-Vis/α2 Lib	N17-Anu/δ Sco	-2.11	175.91	N16-Vis/α2 Lib	N17-Anu/δ Sco	0	0	N16-Vis	N16-Vis	N17-Anu	N17-Anu	4.39	4.47
1138044.25	-1597-10-04	-1597	4	R4-śarat	190.89	N17-Anu/δ Sco	N18-Jye/α Sco	0.27	16.74	N04-Roh/δ Tau	N04-Roh/α Tau	1	174	N17-Anu	N04-Roh	N18-Jye	N04-Roh	5.21	11.04
1138059.75	-1597-10-20	-1597	4	R4-śarat	206.70	N18-Jye/ε Sco	N20-PAsh/γ Sgr	1.09	211.76	N19-Mul/ν Sco	N20-PAsh/λ Sgr	0	5	N18-Jye	N19-Mul	N20-PAsh	N20-PAsh	6.59	3.38
1138073.25	-1597-11-02	-1597	5	R5-hemanta	220.49	N20-PAsh/γ Sgr	N21-UAsh/σ Sgr	-1.66	38.12	N05-Mrg/α Ori	N06-Ard/γ Gem	1	177	N20-PAsh	N05-Mrg	N21-UAsh	N06-Ard	2.80	5.76
1138088.75	-1597-11-18	-1597	5	R5-hemanta	236.33	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	3.00	234.44	N21-UAsh/ζ Sgr	N21-UAsh/τ Sgr	0	1	N21-UAsh	N21-UAsh	N21-UAsh	N21-UAsh	14.20	13.72
1138103.25	-1597-12-02	-1597	5	R5-hemanta	251.12	N22-Shr/α Aql	N23-Dha/ε Αqr	-4.08	71.47	N07-Pun/β Gem	N08-Pus/δ Cnc	1	179	N22-Shr	N07-Pun	N23-Dha	N08-Pus	27.74	6.42
1138118.75	-1597-12-18	-1597	5	R5-hemanta	266.84	N23-Dha/β Del	N24-Sha/λ Aqr	4.91	272.65	N23-Dha/β Αqr	N24-Sha/λ Aqr	0	5	N23-Dha	N23-Dha	N24-Sha	N24-Sha	12.45	8.35
1138133.25	-1596-01-01	-1596	6	R6-śiśira	281.46	N23-Dha/α Αqr	N24-Sha/λ Aqr	-5.02	104.21	N10-Mag/α Leo	N11-PPal/θ Leo	1	177	N23-Dha	N10-Mag	N24-Sha	N11-PPal	2.17	14.91
1138147.75	-1596-01-16	-1596	6	R6-śiśira	295.95	N24-Sha/λ Aqr	N24-Sha/λ Aqr	4.92	296.11	N24-Sha/λ Aqr	N26-UBha/γ Peg	0	0	N24-Sha	N24-Sha	N24-Sha	N26-UBha	16.67	13.24
1138163.25	-1596-01-31	-1596	6	R6-śiśira	311.31	N25-PBha/β Peg	N27-Rev/ε Psc	-4.15	136.96	N13-Has/γ Crv	N14-Chi/α Vir	1	174	N25-PBha	N13-Has	N27-Rev	N14-Chi	4.15	5.23
1138176.75	-1596-02-14	-1596	6	R6-śiśira	324.56	N26-UBha/α And	N27-Rev/ε Psc	4.01	319.57	N26-UBha/γ Peg	N27-Rev/ε Psc	0	4	N26-UBha	N26-UBha	N27-Rev	N27-Rev	9.24	5.24
1138192.25	-1596-02-29	-1596	1	R1-vasanta	339.65	N01-Ash/γ Ari	N01-Ash/α Ari	-2.77	157.96	N15-Swa/α Boo	N16-Vis/α2 Lib	1	178	N01-Ash	N15-Swa	N01-Ash	N16-Vis	10.78	6.14
1138206.75	-1596-03-15	-1596	1	R1-vasanta	353.65	N02-Bha/* 35 Ari	N03-Kri/* 17 Tau	1.16	357.27	N02-Bha/* 35 Ari	N03-Kri/* 23 Tau	0	3	N02-Bha	N02-Bha	N03-Kri	N03-Kri	5.16	2.38
1138222.25	-1596-03-30	-1596	1	R1-vasanta	8.51	N03-Kri/* 17 Tau	N04-Roh/ε Tau	0.18	192.02	N17-Anu/δ Sco	N18-Jye/α Sco	1	176	N03-Kri	N17-Anu	N04-Roh	N18-Jye	3.89	6.12
1138235.75	-1596-04-13	-1596	1	R1-vasanta	21.39	N04-Roh/α Tau	N05-Mrg/λ Ori	-0.87	19.76	N04-Roh/α Tau	N05-Mrg/λ Ori	0	1	N04-Roh	N04-Roh	N05-Mrg	N05-Mrg	13.96	13.19
1138251.25	-1596-04-28	-1596	2	R2-grīṣma	36.14	N05-Mrg/λ Ori	N06-Ard/γ Gem	2.11	214.08	N19-Mul/ν Sco	N20-PAsh/λ Sgr	1	177	N05-Mrg	N19-Mul	N06-Ard	N20-PAsh	7.31	3.39
1138265.75	-1596-05-13	-1596	2	R2-grīṣma	49.93	N06-Ard/γ Gem	N07-Pun/β Gem	-3.63	54.83	N06-Ard/γ Gem	N07-Pun/β Gem	0	4	N06-Ard	N06-Ard	N07-Pun	N07-Pun	6.70	10.56
1138281.25	-1596-05-28	-1596	2	R2-grīṣma	64.68	N07-Pun/β Gem	N08-Pus/δ Cnc	4.49	251.03	N22-Shr/α Aql	N23-Dha/ε Αqr	1	173	N07-Pun	N22-Shr	N08-Pus	N23-Dha	1.73	23.26
1138294.75	-1596-06-11	-1596	2	R2-grīṣma	77.58	N08-Pus/δ Cnc	N10-Mag/η Leo	-4.66	76.22	N08-Pus/δ Cnc	N09-Asl/ζ Hya	0	1	N08-Pus	N08-Pus	N10-Mag	N09-Asl	9.21	7.68
1138310.25	-1596-06-26	-1596	3	R3-varṣā	92.47	N10-Mag/μ Leo	N10-Mag/α Leo	5.02	274.50	N23-Dha/β Αqr	N24-Sha/λ Aqr	1	177	N10-Mag	N23-Dha	N10-Mag	N24-Sha	4.57	7.06
1138324.75	-1596-07-11	-1596	3	R3-varṣā	106.49	N11-PPal/δ Leo	N11-PPal/θ Leo	-4.86	109.35	N11-PPal/δ Leo	N11-PPal/θ Leo	0	2	N11-PPal	N11-PPal	N11-PPal	N11-PPal	10.97	16.61
1138339.25	-1596-07-25	-1596	3	R3-varṣā	120.64	N12-UPal/* 93 Leo	N13-Has/δ Crv	4.63	298.05	N25-PBha/α Peg	N26-UBha/γ Peg	1	177	N12-UPal	N25-PBha	N13-Has	N26-UBha	16.01	11.92
1138353.75	-1596-08-09	-1596	3	R3-varṣā	134.91	N13-Has/γ Crv	N14-Chi/α Vir	-4.06	130.11	N12-UPal/β Leo	N13-Has/δ Crv	0	4	N13-Has	N12-UPal	N14-Chi	N13-Has	6.97	7.90
1138369.25	-1596-08-24	-1596	4	R4-śarat	150.30	N13-Has/β Crv	N14-Chi/α Vir	2.21	336.66	N01-Ash/γ Ari	N01-Ash/γ Ari	1	173	N13-Has	N01-Ash	N14-Chi	N01-Ash	8.84	7.47
1138383.75	-1596-09-08	-1596	4	R4-śarat	164.83	N16-Vis/α1 Lib	N16-Vis/α2 Lib	-1.66	162.69	N15-Swa/α Boo	N16-Vis/α2 Lib	0	2	N16-Vis	N15-Swa	N16-Vis	N16-Vis	2.08	2.51
1138398.25	-1596-09-22	-1596	4	R4-śarat	179.48	N16-Vis/α2 Lib	N17-Anu/δ Sco	0.14	-0.41	N03-Kri/* 17 Tau	N03-Kri/* 27 Tau	1	179	N16-Vis	N03-Kri	N17-Anu	N03-Kri	1.66	3.66
1138413.75	-1596-10-08	-1596	4	R4-śarat	195.23	N17-Anu/ω1 Sco	N18-Jye/α Sco	1.35	195.94	N17-Anu/ω1 Sco	N18-Jye/α Sco	0	0	N17-Anu	N17-Anu	N18-Jye	N18-Jye	8.66	9.96
1138428.25	-1596-10-22	-1596	5	R5-hemanta	210.02	N19-Mul/ζ2 Sco	N20-PAsh/λ Sgr	-3.02	36.29	N05-Mrg/λ Ori	N06-Ard/γ Gem	1	173	N19-Mul	N05-Mrg	N20-PAsh	N06-Ard	4.34	4.29
1138443.75	-1596-11-07	-1596	5	R5-hemanta	225.87	N20-PAsh/ε Sgr	N21-UAsh/τ Sgr	3.94	230.67	N21-UAsh/φ Sgr	N21-UAsh/τ Sgr	0	4	N20-PAsh	N21-UAsh	N21-UAsh	N21-UAsh	5.24	11.36
1138457.25	-1596-11-20	-1596	5	R5-hemanta	239.66	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	-4.32	58.27	N07-Pun/α Gem	N08-Pus/δ Cnc	1	178	N21-UAsh	N07-Pun	N21-UAsh	N08-Pus	17.40	9.15
1138472.75	-1596-12-06	-1596	5	R5-hemanta	255.44	N22-Shr/β Aql	N24-Sha/λ Aqr	4.84	253.01	N22-Shr/β Aql	N23-Dha/ε Αqr	0	2	N22-Shr	N22-Shr	N24-Sha	N23-Dha	23.84	23.11
1138487.25	-1596-12-20	-1596	6	R6-śiśira	270.13	N23-Dha/γ2 Del	N24-Sha/λ Aqr	-4.96	92.74	N10-Mag/μ Leo	N10-Mag/α Leo	1	177	N23-Dha	N10-Mag	N24-Sha	N10-Mag	9.15	7.04
1138502.75	-1595-01-05	-1595	6	R6-śiśira	285.72	N23-Dha/α Αqr	N24-Sha/λ Aqr	4.54	290.50	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0	4	N23-Dha	N24-Sha	N24-Sha	N24-Sha	6.44	12.15
1138517.25	-1595-01-19	-1595	6	R6-śiśira	300.19	N25-PBha/α Peg	N26-UBha/γ Peg	-3.76	125.94	N12-UPal/β Leo	N13-Has/δ Crv	1	174	N25-PBha	N12-UPal	N26-UBha	N13-Has	14.30	9.77
1138531.75	-1595-02-03	-1595	6	R6-śiśira	314.52	N25-PBha/β Peg	N27-Rev/ε Psc	3.23	313.83	N25-PBha/β Peg	N27-Rev/ε Psc	0	0	N25-PBha	N25-PBha	N27-Rev	N27-Rev	1.23	2.80
1138546.25	-1595-02-17	-1595	6	R6-śiśira	328.72	N27-Rev/ε Psc	N01-Ash/γ Ari	-2.26	146.62	N13-Has/β Crv	N14-Chi/α Vir	1	177	N27-Rev	N13-Has	N01-Ash	N14-Chi	7.37	4.99
1138560.75	-1595-03-04	-1595	1	R1-vasanta	342.81	N01-Ash/γ Ari	N02-Bha/* 41 Ari	1.32	337.26	N01-Ash/γ Ari	N01-Ash/γ Ari	0	5	N01-Ash	N01-Ash	N02-Bha	N01-Ash	10.69	8.51
1138576.25	-1595-03-19	-1595	1	R1-vasanta	357.74	N02-Bha/* 35 Ari	N03-Kri/* 27 Tau	0.69	179.08	N16-Vis/α2 Lib	N17-Anu/β1 Sco	1	178	N02-Bha	N16-Vis	N03-Kri	N17-Anu	3.51	2.04
1138590.75	-1595-04-03	-1595	1	R1-vasanta	11.63	N03-Kri/* 27 Tau	N04-Roh/ε Tau	-2.15	15.66	N04-Roh/γ Tau	N04-Roh/α Tau	0	4	N03-Kri	N04-Roh	N04-Roh	N04-Roh	6.32	8.93
1138606.25	-1595-04-18	-1595	1	R1-vasanta	26.40	N05-Mrg/γ Ori	N06-Ard/γ Gem	3.40	212.29	N19-Mul/ν Sco	N20-PAsh/λ Sgr	1	174	N05-Mrg	N19-Mul	N06-Ard	N20-PAsh	12.70	5.04
1138619.75	-1595-05-02	-1595	2	R2-grīṣma	39.24	N05-Mrg/α Ori	N06-Ard/γ Gem	-3.80	38.76	N05-Mrg/α Ori	N06-Ard/γ Gem	0	0	N05-Mrg	N05-Mrg	N06-Ard	N06-Ard	7.66	3.97
1138635.25	-1595-05-17	-1595	2	R2-grīṣma	53.98	N06-Ard/γ Gem	N07-Pun/β Gem	4.53	233.96	N21-UAsh/ζ Sgr	N21-UAsh/τ Sgr	1	179	N06-Ard	N21-UAsh	N07-Pun	N21-UAsh	6.85	14.21
1138648.75	-1595-05-31	-1595	2	R2-grīṣma	66.84	N07-Pun/β Gem	N08-Pus/δ Cnc	-4.77	61.62	N07-Pun/α Gem	N08-Pus/δ Cnc	0	5	N07-Pun	N07-Pun	N08-Pus	N08-Pus	0.45	6.66
1138664.25	-1595-06-15	-1595	2	R2-grīṣma	81.66	N09-Asl/σ Hya	N10-Mag/η Leo	4.98	256.05	N22-Shr/β Aql	N23-Dha/ε Αqr	1	174	N09-Asl	N22-Shr	N10-Mag	N23-Dha	5.99	23.58
1138678.75	-1595-06-30	-1595	3	R3-varṣā	95.61	N10-Mag/ζ Leo	N10-Mag/α Leo	-4.67	97.12	N10-Mag/ζ Leo	N10-Mag/α Leo	0	1	N10-Mag	N10-Mag	N10-Mag	N10-Mag	7.71	10.40
1138694.25	-1595-07-15	-1595	3	R3-varṣā	110.64	N11-PPal/δ Leo	N12-UPal/β Leo	4.01	292.83	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1	177	N11-PPal	N24-Sha	N12-UPal	N24-Sha	12.55	14.16
1138707.75	-1595-07-29	-1595	3	R3-varṣā	123.83	N12-UPal/β Leo	N13-Has/δ Crv	-3.66	118.60	N12-UPal/* 93 Leo	N13-Has/γ Crv	0	5	N12-UPal	N12-UPal	N13-Has	N13-Has	14.07	14.72
1138723.25	-1595-08-13	-1595	3	R3-varṣā	139.12	N13-Has/γ Crv	N14-Chi/α Vir	2.43	315.89	N26-UBha/γ Peg	N27-Rev/ε Psc	1	176	N13-Has	N26-UBha	N14-Chi	N27-Rev	3.10	1.63
1138737.75	-1595-08-28	-1595	4	R4-śarat	153.56	N14-Chi/α Vir	N16-Vis/α1 Lib	-1.06	151.61	N14-Chi/α Vir	N14-Chi/α Vir	0	1	N14-Chi	N14-Chi	N16-Vis	N14-Chi	9.40	9.99
1138753.25	-1595-09-12	-1595	4	R4-śarat	169.12	N16-Vis/α1 Lib	N16-Vis/α2 Lib	-1.02	354.19	N02-Bha/* 35 Ari	N03-Kri/* 23 Tau	1	174	N16-Vis	N02-Bha	N16-Vis	N03-Kri	6.25	5.61
1138767.75	-1595-09-27	-1595	4	R4-śarat	183.79	N16-Vis/α2 Lib	N17-Anu/ω1 Sco	1.91	183.99	N16-Vis/α2 Lib	N17-Anu/ω1 Sco	0	0	N16-Vis	N16-Vis	N17-Anu	N17-Anu	2.49	2.82
1138782.25	-1595-10-11	-1595	4	R4-śarat	198.55	N18-Jye/σ Sco	N18-Jye/ε Sco	-2.99	17.35	N04-Roh/δ Tau	N04-Roh/α Tau	1	178	N18-Jye	N04-Roh	N18-Jye	N04-Roh	11.58	10.23
1138797.75	-1595-10-27	-1595	5	R5-hemanta	214.37	N19-Mul/ν Sco	N20-PAsh/λ Sgr	4.20	216.73	N19-Mul/κ Sco	N20-PAsh/λ Sgr	0	2	N19-Mul	N19-Mul	N20-PAsh	N20-PAsh	1.29	6.05
1138812.25	-1595-11-10	-1595	5	R5-hemanta	229.20	N21-UAsh/φ Sgr	N21-UAsh/τ Sgr	-4.87	55.23	N07-Pun/α Gem	N07-Pun/β Gem	1	173	N21-UAsh	N07-Pun	N21-UAsh	N07-Pun	7.70	11.87
1138827.75	-1595-11-26	-1595	5	R5-hemanta	245.02	N22-Shr/α Aql	N21-UAsh/τ Sgr	4.98	250.59	N22-Shr/α Aql	N23-Dha/ε Αqr	0	5	N22-Shr	N22-Shr	N21-UAsh	N23-Dha	22.64	22.75
1138841.25	-1595-12-09	-1595	5	R5-hemanta	258.75	N23-Dha/ε Αqr	N24-Sha/λ Aqr	-4.90	77.83	N08-Pus/δ Cnc	N09-Asl/ζ Hya	1	179	N23-Dha	N08-Pus	N24-Sha	N09-Asl	20.54	8.37
1138856.75	-1595-12-25	-1595	6	R6-śiśira	274.43	N23-Dha/β Αqr	N24-Sha/λ Aqr	4.49	272.46	N23-Dha/β Αqr	N24-Sha/λ Aqr	0	1	N23-Dha	N23-Dha	N24-Sha	N24-Sha	4.86	8.25
1138871.25	-1594-01-08	-1594	6	R6-śiśira	288.98	N24-Sha/λ Aqr	N24-Sha/λ Aqr	-3.36	113.40	N11-PPal/θ Leo	N12-UPal/β Leo	1	175	N24-Sha	N11-PPal	N24-Sha	N12-UPal	9.70	16.28
1138886.75	-1594-01-24	-1594	6	R6-śiśira	304.41	N25-PBha/α Peg	N27-Rev/ε Psc	2.21	308.70	N25-PBha/β Peg	N27-Rev/ε Psc	0	4	N25-PBha	N25-PBha	N27-Rev	N27-Rev	10.99	6.79
1138900.25	-1594-02-06	-1594	6	R6-śiśira	317.72	N26-UBha/γ Peg	N27-Rev/ε Psc	-1.70	134.85	N13-Has/γ Crv	N14-Chi/α Vir	1	177	N26-UBha	N13-Has	N27-Rev	N14-Chi	2.52	6.79
1138915.75	-1594-02-22	-1594	1	R1-vasanta	332.87	N27-Rev/ε Psc	N01-Ash/γ Ari	0.17	331.61	N27-Rev/ε Psc	N01-Ash/γ Ari	0	1	N27-Rev	N27-Rev	N01-Ash	N01-Ash	7.29	6.89
1138930.25	-1594-03-08	-1594	1	R1-vasanta	346.92	N01-Ash/α Ari	N02-Bha/* 41 Ari	1.30	168.03	N16-Vis/α1 Lib	N16-Vis/α2 Lib	1	178	N01-Ash	N16-Vis	N02-Bha	N16-Vis	10.25	5.12
1138944.75	-1594-03-23	-1594	1	R1-vasanta	0.87	N03-Kri/* 17 Tau	N03-Kri/* 27 Tau	-1.93	354.84	N02-Bha/* 35 Ari	N03-Kri/* 23 Tau	0	6	N03-Kri	N02-Bha	N03-Kri	N03-Kri	4.44	6.06
1138960.25	-1594-04-07	-1594	1	R1-vasanta	15.69	N04-Roh/γ Tau	N04-Roh/α Tau	3.83	200.58	N18-Jye/α Sco	N20-PAsh/γ Sgr	1	175	N04-Roh	N18-Jye	N04-Roh	N20-PAsh	10.02	13.12
1138974.75	-1594-04-22	-1594	1	R1-vasanta	29.50	N05-Mrg/γ Ori	N06-Ard/γ Gem	-4.50	33.66	N05-Mrg/λ Ori	N06-Ard/γ Gem	0	4	N05-Mrg	N05-Mrg	N06-Ard	N06-Ard	10.31	4.20
1138989.25	-1594-05-06	-1594	2	R2-grīṣma	43.29	N05-Mrg/α Ori	N06-Ard/γ Gem	4.75	221.37	N20-PAsh/γ Sgr	N21-UAsh/σ Sgr	1	178	N05-Mrg	N20-PAsh	N06-Ard	N21-UAsh	9.71	7.63
