jd	date	yr	season	rtu	eqnx	sun_lon	sun_naks	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न	kv_pair
813030.78	-2487-11-26	-2487	5	R5-hemanta	False	244.58	N22-Shr/β Aql	65.18	N08-Pus/δ Cnc	1	-179	N22-Shr	N08-Pus	False
813060.15	-2487-12-25	-2487	6	R6-śiśira	False	274.18	N24-Sha/λ Aqr	94.08	N11-PPal/δ Leo	1	-180	N24-Sha	N11-PPal	False
813089.57	-2486-01-24	-2486	6	R6-śiśira	False	303.33	N26-UBha/γ Peg	123.47	N13-Has/γ Crv	1	-179	N26-UBha	N13-Has	False
813118.98	-2486-02-22	-2486	1	R1-vasanta	False	331.93	N01-Ash/β Ari	152.01	N15-Swa/α Boo	1	-179	N01-Ash	N15-Swa	False
813148.40	-2486-03-23	-2486	1	R1-vasanta	True	0.13	N04-Roh/γ Tau	180.00	N17-Anu/δ Sco	1	179	N04-Roh	N17-Anu	False
813177.95	-2486-04-22	-2486	1	R1-vasanta	False	28.22	N05-Mrg/α Ori	208.71	N20-PAsh/γ Sgr	1	180	N05-Mrg	N20-PAsh	False
813207.43	-2486-05-21	-2486	2	R2-grīṣma	False	56.28	N07-Pun/β Gem	235.91	N22-Shr/α Aql	1	179	N07-Pun	N22-Shr	False
813237.13	-2486-06-20	-2486	2	R2-grīṣma	False	84.82	N10-Mag/ζ Leo	265.09	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	False
813266.89	-2486-07-20	-2486	3	R3-varṣā	False	113.85	N12-UPal/β Leo	294.67	N25-PBha/β Peg	1	180	N12-UPal	N25-PBha	False
813296.50	-2486-08-18	-2486	3	R3-varṣā	False	143.29	N15-Swa/α Boo	322.82	N27-Rev/ε Psc	1	179	N15-Swa	N27-Rev	False
813326.22	-2486-09-17	-2486	4	R4-śarat	False	173.34	N17-Anu/δ Sco	353.36	N03-Kri/* 17 Tau	1	180	N17-Anu	N03-Kri	False
813355.81	-2486-10-17	-2486	4	R4-śarat	False	203.55	N19-Mul/θ Sco	23.29	N05-Mrg/λ Ori	1	-180	N19-Mul	N05-Mrg	False
813385.37	-2486-11-15	-2486	5	R5-hemanta	False	233.75	N22-Shr/α Aql	53.80	N07-Pun/β Gem	1	-179	N22-Shr	N07-Pun	False
813414.80	-2486-12-15	-2486	5	R5-hemanta	False	263.56	N23-Dha/γ2 Del	83.15	N10-Mag/ζ Leo	1	-180	N23-Dha	N10-Mag	False
813444.23	-2485-01-13	-2485	6	R6-śiśira	False	292.90	N25-PBha/α Peg	112.89	N12-UPal/β Leo	1	-180	N25-PBha	N12-UPal	False
813473.61	-2485-02-12	-2485	6	R6-śiśira	False	321.67	N27-Rev/ε Psc	142.01	N15-Swa/α Boo	1	-179	N27-Rev	N15-Swa	False
813502.91	-2485-03-13	-2485	1	R1-vasanta	False	349.88	N02-Bha/* 39 Ari	169.72	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False
813532.26	-2485-04-11	-2485	1	R1-vasanta	False	17.85	N05-Mrg/γ Ori	197.85	N19-Mul/ζ2 Sco	1	180	N05-Mrg	N19-Mul	False
813561.65	-2485-05-11	-2485	2	R2-grīṣma	False	45.77	N07-Pun/α Gem	225.43	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
813591.19	-2485-06-09	-2485	2	R2-grīṣma	False	74.03	N09-Asl/ζ Hya	254.12	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False
813620.89	-2485-07-09	-2485	3	R3-varṣā	False	102.82	N11-PPal/θ Leo	283.61	N24-Sha/λ Aqr	1	180	N11-PPal	N24-Sha	False
813650.50	-2485-08-07	-2485	3	R3-varṣā	False	132.05	N13-Has/δ Crv	311.46	N26-UBha/α And	1	179	N13-Has	N26-UBha	False
813680.32	-2485-09-06	-2485	4	R4-śarat	False	162.02	N16-Vis/α1 Lib	341.87	N02-Bha/* 35 Ari	1	179	N16-Vis	N02-Bha	False
813710.11	-2485-10-06	-2485	4	R4-śarat	False	192.35	N18-Jye/ε Sco	12.60	N04-Roh/α Tau	1	-179	N18-Jye	N04-Roh	False
813739.74	-2485-11-05	-2485	5	R5-hemanta	False	222.66	N21-UAsh/τ Sgr	42.08	N06-Ard/γ Gem	1	-180	N21-UAsh	N06-Ard	False
813769.39	-2485-12-04	-2485	5	R5-hemanta	False	252.81	N23-Dha/β Del	72.76	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False
813798.88	-2484-01-03	-2484	6	R6-śiśira	False	282.41	N24-Sha/λ Aqr	102.25	N11-PPal/θ Leo	1	-180	N24-Sha	N11-PPal	False
813828.29	-2484-02-01	-2484	6	R6-śiśira	False	311.39	N26-UBha/α And	131.42	N13-Has/δ Crv	1	-179	N26-UBha	N13-Has	False
813857.64	-2484-03-02	-2484	1	R1-vasanta	False	339.80	N01-Ash/α Ari	160.25	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False
813886.86	-2484-03-31	-2484	1	R1-vasanta	False	7.73	N04-Roh/α Tau	187.36	N18-Jye/α Sco	1	179	N04-Roh	N18-Jye	False
813916.18	-2484-04-29	-2484	2	R2-grīṣma	False	35.59	N06-Ard/γ Gem	215.56	N20-PAsh/λ Sgr	1	179	N06-Ard	N20-PAsh	False
813945.54	-2484-05-29	-2484	2	R2-grīṣma	False	63.58	N08-Pus/δ Cnc	243.51	N22-Shr/β Aql	1	179	N08-Pus	N22-Shr	False
813975.03	-2484-06-27	-2484	3	R3-varṣā	False	92.00	N10-Mag/α Leo	272.23	N24-Sha/λ Aqr	1	180	N10-Mag	N24-Sha	False
814004.55	-2484-07-27	-2484	3	R3-varṣā	False	120.94	N13-Has/γ Crv	300.44	N25-PBha/β Peg	1	179	N13-Has	N25-PBha	False
814034.29	-2484-08-25	-2484	4	R4-śarat	False	150.64	N15-Swa/α Boo	330.55	N01-Ash/γ Ari	1	179	N15-Swa	N01-Ash	False
814064.11	-2484-09-24	-2484	4	R4-śarat	True	180.88	N17-Anu/π Sco	1.19	N04-Roh/γ Tau	1	-179	N17-Anu	N04-Roh	False
814093.96	-2484-10-24	-2484	5	R5-hemanta	False	211.39	N20-PAsh/δ Sgr	32.02	N06-Ard/γ Gem	1	-179	N20-PAsh	N06-Ard	False
814123.62	-2484-11-23	-2484	5	R5-hemanta	False	241.65	N22-Shr/β Aql	60.97	N08-Pus/δ Cnc	1	-180	N22-Shr	N08-Pus	False
814153.35	-2484-12-22	-2484	6	R6-śiśira	False	271.65	N24-Sha/λ Aqr	91.55	N10-Mag/α Leo	1	-180	N24-Sha	N10-Mag	False
814182.89	-2483-01-21	-2483	6	R6-śiśira	False	300.97	N25-PBha/β Peg	121.04	N13-Has/γ Crv	1	-179	N25-PBha	N13-Has	False
814212.29	-2483-02-19	-2483	6	R6-śiśira	False	329.60	N01-Ash/γ Ari	149.62	N15-Swa/α Boo	1	-179	N01-Ash	N15-Swa	False
814241.63	-2483-03-21	-2483	1	R1-vasanta	True	357.75	N03-Kri/* 23 Tau	178.13	N17-Anu/δ Sco	1	-179	N03-Kri	N17-Anu	False
814270.85	-2483-04-19	-2483	1	R1-vasanta	False	25.55	N05-Mrg/α Ori	205.12	N19-Mul/ι1 Sco	1	179	N05-Mrg	N19-Mul	False
814300.16	-2483-05-18	-2483	2	R2-grīṣma	False	53.43	N07-Pun/β Gem	233.35	N22-Shr/α Aql	1	179	N07-Pun	N22-Shr	False
814329.51	-2483-06-17	-2483	2	R2-grīṣma	False	81.58	N10-Mag/μ Leo	261.69	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	False
814358.93	-2483-07-16	-2483	3	R3-varṣā	False	110.22	N12-UPal/β Leo	290.32	N25-PBha/α Peg	1	180	N12-UPal	N25-PBha	False
814388.43	-2483-08-14	-2483	3	R3-varṣā	False	139.49	N14-Chi/α Vir	319.31	N27-Rev/ε Psc	1	179	N14-Chi	N27-Rev	False
814418.11	-2483-09-13	-2483	4	R4-śarat	False	169.44	N16-Vis/α2 Lib	349.66	N02-Bha/* 39 Ari	1	180	N16-Vis	N02-Bha	False
814447.93	-2483-10-13	-2483	4	R4-śarat	False	199.85	N19-Mul/ν Sco	20.57	N05-Mrg/λ Ori	1	-179	N19-Mul	N05-Mrg	False
814477.62	-2483-11-12	-2483	5	R5-hemanta	False	230.20	N21-UAsh/τ Sgr	49.32	N07-Pun/α Gem	1	-180	N21-UAsh	N07-Pun	False
814507.47	-2483-12-11	-2483	5	R5-hemanta	False	260.48	N23-Dha/γ2 Del	80.00	N10-Mag/μ Leo	1	-180	N23-Dha	N10-Mag	False
814537.22	-2482-01-10	-2482	6	R6-śiśira	False	290.20	N25-PBha/α Peg	110.25	N12-UPal/β Leo	1	-179	N25-PBha	N12-UPal	False
814566.75	-2482-02-09	-2482	6	R6-śiśira	False	319.15	N27-Rev/ε Psc	138.66	N13-Has/β Crv	1	-180	N27-Rev	N13-Has	False
814596.23	-2482-03-10	-2482	1	R1-vasanta	False	347.58	N02-Bha/* 39 Ari	167.58	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False
814625.60	-2482-04-09	-2482	1	R1-vasanta	False	15.58	N05-Mrg/γ Ori	195.72	N19-Mul/ζ2 Sco	1	180	N05-Mrg	N19-Mul	False
814654.87	-2482-05-08	-2482	2	R2-grīṣma	False	43.39	N07-Pun/α Gem	223.04	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
814684.19	-2482-06-06	-2482	2	R2-grīṣma	False	71.40	N09-Asl/ρ Hya	251.33	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False
814713.53	-2482-07-06	-2482	3	R3-varṣā	False	99.81	N11-PPal/δ Leo	280.08	N24-Sha/λ Aqr	1	180	N11-PPal	N24-Sha	False
814742.89	-2482-08-04	-2482	3	R3-varṣā	False	128.73	N13-Has/γ Crv	308.57	N26-UBha/γ Peg	1	179	N13-Has	N26-UBha	False
814772.38	-2482-09-02	-2482	4	R4-śarat	False	158.31	N16-Vis/α1 Lib	338.27	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	False
814802.01	-2482-10-02	-2482	4	R4-śarat	False	188.44	N18-Jye/α Sco	8.73	N04-Roh/α Tau	1	-179	N18-Jye	N04-Roh	False
814831.64	-2482-11-01	-2482	5	R5-hemanta	False	218.74	N21-UAsh/φ Sgr	38.04	N06-Ard/γ Gem	1	-180	N21-UAsh	N06-Ard	False
814861.44	-2482-11-30	-2482	5	R5-hemanta	False	249.10	N23-Dha/β Del	68.66	N09-Asl/δ Hya	1	-180	N23-Dha	N09-Asl	False
814891.26	-2482-12-30	-2482	6	R6-śiśira	False	279.07	N24-Sha/λ Aqr	99.05	N11-PPal/δ Leo	1	-180	N24-Sha	N11-PPal	False
814921.01	-2481-01-29	-2481	6	R6-śiśira	False	308.45	N26-UBha/γ Peg	128.93	N13-Has/γ Crv	1	-179	N26-UBha	N13-Has	False
814950.54	-2481-02-28	-2481	1	R1-vasanta	False	337.09	N01-Ash/α Ari	156.61	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False
814980.11	-2481-03-29	-2481	1	R1-vasanta	False	5.37	N04-Roh/θ2 Tau	185.50	N18-Jye/σ Sco	1	180	N04-Roh	N18-Jye	False
815009.52	-2481-04-28	-2481	2	R2-grīṣma	False	33.32	N06-Ard/γ Gem	213.24	N20-PAsh/ε Sgr	1	179	N06-Ard	N20-PAsh	False
815038.87	-2481-05-27	-2481	2	R2-grīṣma	False	61.29	N08-Pus/δ Cnc	241.11	N22-Shr/β Aql	1	179	N08-Pus	N22-Shr	False
815068.21	-2481-06-25	-2481	2	R2-grīṣma	False	89.53	N10-Mag/α Leo	269.50	N24-Sha/λ Aqr	1	179	N10-Mag	N24-Sha	False
815097.58	-2481-07-25	-2481	3	R3-varṣā	False	118.27	N12-UPal/β Leo	298.66	N25-PBha/β Peg	1	180	N12-UPal	N25-PBha	False
815126.92	-2481-08-23	-2481	3	R3-varṣā	False	147.52	N15-Swa/α Boo	327.23	N01-Ash/γ Ari	1	179	N15-Swa	N01-Ash	False
815156.41	-2481-09-21	-2481	4	R4-śarat	True	177.38	N17-Anu/δ Sco	357.44	N03-Kri/* 17 Tau	1	180	N17-Anu	N03-Kri	False
815185.97	-2481-10-21	-2481	4	R4-śarat	False	207.58	N20-PAsh/γ Sgr	27.73	N05-Mrg/α Ori	1	-179	N20-PAsh	N05-Mrg	False
815215.56	-2481-11-20	-2481	5	R5-hemanta	False	237.80	N22-Shr/α Aql	57.43	N07-Pun/β Gem	1	-180	N22-Shr	N07-Pun	False
815245.27	-2481-12-19	-2481	5	R5-hemanta	False	267.83	N23-Dha/γ2 Del	87.81	N10-Mag/α Leo	1	-180	N23-Dha	N10-Mag	False
815275.02	-2480-01-18	-2480	6	R6-śiśira	False	297.42	N25-PBha/β Peg	117.93	N12-UPal/β Leo	1	-179	N25-PBha	N12-UPal	False
815304.59	-2480-02-17	-2480	6	R6-śiśira	False	326.29	N01-Ash/γ Ari	145.50	N15-Swa/α Boo	1	-180	N01-Ash	N15-Swa	False
815334.30	-2480-03-17	-2480	1	R1-vasanta	False	354.84	N03-Kri/* 17 Tau	174.73	N17-Anu/δ Sco	1	-180	N03-Kri	N17-Anu	False
815363.94	-2480-04-16	-2480	1	R1-vasanta	False	23.04	N05-Mrg/λ Ori	203.54	N19-Mul/θ Sco	1	180	N05-Mrg	N19-Mul	False
815393.38	-2480-05-15	-2480	2	R2-grīṣma	False	51.04	N07-Pun/β Gem	230.91	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
815422.83	-2480-06-14	-2480	2	R2-grīṣma	False	79.26	N10-Mag/μ Leo	259.29	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	False
815452.22	-2480-07-13	-2480	3	R3-varṣā	False	107.84	N12-UPal/* 93 Leo	287.83	N25-PBha/α Peg	1	179	N12-UPal	N25-PBha	False
815481.64	-2480-08-12	-2480	3	R3-varṣā	False	136.97	N13-Has/β Crv	317.33	N27-Rev/ε Psc	1	180	N13-Has	N27-Rev	False
815511.02	-2480-09-10	-2480	4	R4-śarat	False	166.57	N16-Vis/α2 Lib	346.32	N02-Bha/* 39 Ari	1	179	N16-Vis	N02-Bha	False
815540.51	-2480-10-10	-2480	4	R4-śarat	False	196.64	N19-Mul/ζ2 Sco	16.85	N05-Mrg/γ Ori	1	-179	N19-Mul	N05-Mrg	False
815569.99	-2480-11-08	-2480	5	R5-hemanta	False	226.77	N21-UAsh/τ Sgr	46.71	N07-Pun/α Gem	1	-180	N21-UAsh	N07-Pun	False
815599.51	-2480-12-08	-2480	5	R5-hemanta	False	256.77	N23-Dha/δ Del	76.65	N10-Mag/ε Leo	1	-180	N23-Dha	N10-Mag	False
815629.10	-2479-01-06	-2479	6	R6-śiśira	False	286.39	N25-PBha/α Peg	106.57	N12-UPal/* 93 Leo	1	-179	N25-PBha	N12-UPal	False
815658.64	-2479-02-05	-2479	6	R6-śiśira	False	315.42	N27-Rev/ε Psc	134.71	N13-Has/β Crv	1	-180	N27-Rev	N13-Has	False
815688.33	-2479-03-06	-2479	1	R1-vasanta	False	344.10	N02-Bha/* 35 Ari	163.93	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False
815718.04	-2479-04-05	-2479	1	R1-vasanta	False	12.46	N04-Roh/α Tau	192.95	N18-Jye/ε Sco	1	180	N04-Roh	N18-Jye	False
815747.55	-2479-05-05	-2479	2	R2-grīṣma	False	40.50	N06-Ard/γ Gem	219.86	N21-UAsh/σ Sgr	1	179	N06-Ard	N21-UAsh	False
815777.19	-2479-06-03	-2479	2	R2-grīṣma	False	68.79	N09-Asl/δ Hya	248.89	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False
815806.67	-2479-07-03	-2479	3	R3-varṣā	False	97.29	N11-PPal/δ Leo	276.88	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	False
815836.20	-2479-08-01	-2479	3	R3-varṣā	False	126.33	N13-Has/γ Crv	306.34	N26-UBha/γ Peg	1	180	N13-Has	N26-UBha	False
815865.70	-2479-08-31	-2479	4	R4-śarat	False	155.87	N16-Vis/α1 Lib	336.05	N01-Ash/α Ari	1	180	N16-Vis	N01-Ash	False
815895.15	-2479-09-29	-2479	4	R4-śarat	False	185.79	N18-Jye/σ Sco	5.69	N04-Roh/θ2 Tau	1	-180	N18-Jye	N04-Roh	False
815924.64	-2479-10-29	-2479	5	R5-hemanta	False	215.95	N20-PAsh/λ Sgr	36.39	N06-Ard/γ Gem	1	-179	N20-PAsh	N06-Ard	False
815954.04	-2479-11-27	-2479	5	R5-hemanta	False	245.92	N22-Shr/β Aql	65.74	N08-Pus/δ Cnc	1	-180	N22-Shr	N08-Pus	False
815983.50	-2479-12-27	-2479	6	R6-śiśira	False	275.60	N24-Sha/λ Aqr	95.66	N11-PPal/δ Leo	1	-179	N24-Sha	N11-PPal	False
816012.99	-2478-01-25	-2478	6	R6-śiśira	False	304.78	N26-UBha/γ Peg	124.95	N13-Has/γ Crv	1	-179	N26-UBha	N13-Has	False
816042.47	-2478-02-23	-2478	1	R1-vasanta	False	333.43	N01-Ash/β Ari	153.15	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False
816072.08	-2478-03-25	-2478	1	R1-vasanta	True	1.79	N04-Roh/γ Tau	182.12	N17-Anu/ω1 Sco	1	180	N04-Roh	N17-Anu	False
816101.58	-2478-04-24	-2478	1	R1-vasanta	False	29.84	N05-Mrg/α Ori	209.13	N20-PAsh/γ Sgr	1	179	N05-Mrg	N20-PAsh	False
816131.26	-2478-05-23	-2478	2	R2-grīṣma	False	58.10	N07-Pun/β Gem	238.08	N22-Shr/α Aql	1	179	N07-Pun	N22-Shr	False
816160.95	-2478-06-22	-2478	2	R2-grīṣma	False	86.64	N10-Mag/γ Leo	267.25	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	False
816190.50	-2478-07-22	-2478	3	R3-varṣā	False	115.50	N12-UPal/β Leo	295.09	N25-PBha/β Peg	1	179	N12-UPal	N25-PBha	False
816220.16	-2478-08-20	-2478	3	R3-varṣā	False	145.02	N15-Swa/α Boo	325.11	N01-Ash/γ Ari	1	180	N15-Swa	N01-Ash	False
816249.72	-2478-09-19	-2478	4	R4-śarat	False	174.92	N17-Anu/δ Sco	354.81	N03-Kri/* 17 Tau	1	179	N17-Anu	N03-Kri	False
816279.25	-2478-10-18	-2478	4	R4-śarat	False	205.07	N19-Mul/κ Sco	25.07	N05-Mrg/α Ori	1	-180	N19-Mul	N05-Mrg	False
816308.74	-2478-11-17	-2478	5	R5-hemanta	False	235.21	N22-Shr/α Aql	55.72	N07-Pun/β Gem	1	-179	N22-Shr	N07-Pun	False
816338.12	-2478-12-16	-2478	5	R5-hemanta	False	264.94	N23-Dha/γ2 Del	84.79	N10-Mag/ζ Leo	1	-180	N23-Dha	N10-Mag	False
816367.54	-2477-01-15	-2477	6	R6-śiśira	False	294.26	N25-PBha/α Peg	114.48	N12-UPal/β Leo	1	-179	N25-PBha	N12-UPal	False
816396.92	-2477-02-13	-2477	6	R6-śiśira	False	323.00	N27-Rev/ε Psc	142.97	N15-Swa/α Boo	1	-180	N27-Rev	N15-Swa	False
816426.34	-2477-03-14	-2477	1	R1-vasanta	False	351.31	N02-Bha/* 39 Ari	171.26	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False
816455.84	-2477-04-13	-2477	1	R1-vasanta	False	19.41	N05-Mrg/γ Ori	199.94	N19-Mul/ν Sco	1	180	N05-Mrg	N19-Mul	False
816485.30	-2477-05-12	-2477	2	R2-grīṣma	False	47.41	N07-Pun/α Gem	227.31	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
816514.97	-2477-06-11	-2477	2	R2-grīṣma	False	75.80	N10-Mag/ε Leo	256.42	N23-Dha/δ Del	1	180	N10-Mag	N23-Dha	False
816544.54	-2477-07-11	-2477	3	R3-varṣā	False	104.50	N12-UPal/* 93 Leo	283.81	N24-Sha/λ Aqr	1	179	N12-UPal	N24-Sha	False
816574.32	-2477-08-09	-2477	3	R3-varṣā	False	133.93	N13-Has/β Crv	313.77	N26-UBha/α And	1	179	N13-Has	N26-UBha	False
816604.08	-2477-09-08	-2477	4	R4-śarat	False	163.86	N16-Vis/α2 Lib	344.13	N02-Bha/* 35 Ari	1	180	N16-Vis	N02-Bha	False
816633.68	-2477-10-08	-2477	4	R4-śarat	False	194.02	N18-Jye/ε Sco	13.64	N05-Mrg/γ Ori	1	-180	N18-Jye	N05-Mrg	False
816663.29	-2477-11-06	-2477	5	R5-hemanta	False	224.30	N21-UAsh/τ Sgr	44.30	N07-Pun/α Gem	1	-180	N21-UAsh	N07-Pun	False
816692.76	-2477-12-06	-2477	5	R5-hemanta	False	254.26	N23-Dha/β Del	73.94	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False
816722.21	-2476-01-04	-2476	6	R6-śiśira	False	283.79	N24-Sha/λ Aqr	103.74	N11-PPal/θ Leo	1	-180	N24-Sha	N11-PPal	False
816751.60	-2476-02-03	-2476	6	R6-śiśira	False	312.73	N26-UBha/α And	133.11	N13-Has/δ Crv	1	-179	N26-UBha	N13-Has	False
816780.89	-2476-03-03	-2476	1	R1-vasanta	False	341.07	N02-Bha/* 35 Ari	160.80	N16-Vis/α1 Lib	1	-180	N02-Bha	N16-Vis	False
816810.24	-2476-04-01	-2476	1	R1-vasanta	False	9.10	N04-Roh/α Tau	189.09	N18-Jye/α Sco	1	179	N04-Roh	N18-Jye	False
816839.59	-2476-05-01	-2476	2	R2-grīṣma	False	36.99	N06-Ard/γ Gem	216.84	N21-UAsh/φ Sgr	1	179	N06-Ard	N21-UAsh	False
816869.08	-2476-05-30	-2476	2	R2-grīṣma	False	65.11	N08-Pus/δ Cnc	245.34	N22-Shr/β Aql	1	180	N08-Pus	N22-Shr	False
816898.58	-2476-06-29	-2476	3	R3-varṣā	False	93.57	N10-Mag/α Leo	272.95	N24-Sha/λ Aqr	1	179	N10-Mag	N24-Sha	False
816928.32	-2476-07-28	-2476	3	R3-varṣā	False	122.75	N13-Has/γ Crv	302.59	N26-UBha/γ Peg	1	179	N13-Has	N26-UBha	False
816958.13	-2476-08-27	-2476	4	R4-śarat	False	152.55	N15-Swa/α Boo	332.83	N01-Ash/β Ari	1	180	N15-Swa	N01-Ash	False
816987.94	-2476-09-26	-2476	4	R4-śarat	True	182.80	N17-Anu/ω1 Sco	3.42	N04-Roh/γ Tau	1	-179	N17-Anu	N04-Roh	False
817017.58	-2476-10-26	-2476	5	R5-hemanta	False	213.10	N20-PAsh/ε Sgr	32.61	N06-Ard/γ Gem	1	-180	N20-PAsh	N06-Ard	False
817047.28	-2476-11-24	-2476	5	R5-hemanta	False	243.39	N22-Shr/β Aql	63.37	N08-Pus/δ Cnc	1	-180	N22-Shr	N08-Pus	False
817076.83	-2476-12-24	-2476	6	R6-śiśira	False	273.19	N24-Sha/λ Aqr	93.18	N10-Mag/α Leo	1	-180	N24-Sha	N10-Mag	False
817106.27	-2475-01-22	-2475	6	R6-śiśira	False	302.38	N25-PBha/β Peg	122.40	N13-Has/γ Crv	1	-179	N25-PBha	N13-Has	False
817135.65	-2475-02-21	-2475	1	R1-vasanta	False	330.97	N01-Ash/γ Ari	151.39	N15-Swa/α Boo	1	-179	N01-Ash	N15-Swa	False
817164.87	-2475-03-22	-2475	1	R1-vasanta	True	359.00	N03-Kri/* 27 Tau	178.58	N17-Anu/δ Sco	1	-180	N03-Kri	N17-Anu	False
817194.18	-2475-04-20	-2475	1	R1-vasanta	False	26.87	N05-Mrg/α Ori	206.82	N19-Mul/ι1 Sco	1	179	N05-Mrg	N19-Mul	False
817223.51	-2475-05-20	-2475	2	R2-grīṣma	False	54.78	N07-Pun/β Gem	234.83	N22-Shr/α Aql	1	180	N07-Pun	N22-Shr	False
817252.93	-2475-06-18	-2475	2	R2-grīṣma	False	83.02	N10-Mag/ζ Leo	263.23	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	False
817282.42	-2475-07-17	-2475	3	R3-varṣā	False	111.76	N12-UPal/β Leo	291.53	N25-PBha/α Peg	1	179	N12-UPal	N25-PBha	False
817312.12	-2475-08-16	-2475	3	R3-varṣā	False	141.24	N14-Chi/α Vir	321.49	N27-Rev/ε Psc	1	180	N14-Chi	N27-Rev	False
817341.92	-2475-09-15	-2475	4	R4-śarat	False	171.33	N16-Vis/α2 Lib	352.08	N03-Kri/* 17 Tau	1	180	N16-Vis	N03-Kri	True
817371.59	-2475-10-15	-2475	4	R4-śarat	False	201.61	N19-Mul/ν Sco	20.82	N05-Mrg/λ Ori	1	-180	N19-Mul	N05-Mrg	False
817401.44	-2475-11-13	-2475	5	R5-hemanta	False	232.12	N22-Shr/α Aql	51.73	N07-Pun/β Gem	1	-180	N22-Shr	N07-Pun	False
817431.21	-2475-12-13	-2475	5	R5-hemanta	False	262.29	N23-Dha/γ2 Del	82.35	N10-Mag/μ Leo	1	-179	N23-Dha	N10-Mag	False
817460.77	-2474-01-12	-2474	6	R6-śiśira	False	291.79	N25-PBha/α Peg	111.39	N12-UPal/β Leo	1	-180	N25-PBha	N12-UPal	False
817490.27	-2474-02-10	-2474	6	R6-śiśira	False	320.69	N27-Rev/ε Psc	140.70	N14-Chi/α Vir	1	-179	N27-Rev	N14-Chi	False
817519.64	-2474-03-12	-2474	1	R1-vasanta	False	348.99	N02-Bha/* 39 Ari	169.27	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False
817548.87	-2474-04-10	-2474	1	R1-vasanta	False	16.85	N05-Mrg/γ Ori	196.45	N19-Mul/ζ2 Sco	1	179	N05-Mrg	N19-Mul	False
817578.17	-2474-05-09	-2474	2	R2-grīṣma	False	44.70	N07-Pun/α Gem	224.61	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
817607.50	-2474-06-07	-2474	2	R2-grīṣma	False	72.73	N09-Asl/ζ Hya	252.90	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False
817636.86	-2474-07-07	-2474	3	R3-varṣā	False	101.17	N11-PPal/θ Leo	281.14	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	False
817666.33	-2474-08-05	-2474	3	R3-varṣā	False	130.22	N13-Has/ε Crv	310.17	N26-UBha/α And	1	179	N13-Has	N26-UBha	False
817695.96	-2474-09-04	-2474	4	R4-śarat	False	159.96	N16-Vis/α1 Lib	340.37	N01-Ash/α Ari	1	180	N16-Vis	N01-Ash	False
817725.58	-2474-10-04	-2474	4	R4-śarat	False	190.11	N18-Jye/α Sco	9.46	N04-Roh/α Tau	1	-180	N18-Jye	N04-Roh	False
817755.41	-2474-11-02	-2474	5	R5-hemanta	False	220.62	N21-UAsh/σ Sgr	40.24	N06-Ard/γ Gem	1	-180	N21-UAsh	N06-Ard	False
817785.27	-2474-12-02	-2474	5	R5-hemanta	False	251.01	N23-Dha/β Del	70.96	N09-Asl/ε Hya	1	-180	N23-Dha	N09-Asl	False
817815.07	-2473-01-01	-2473	6	R6-śiśira	False	280.94	N24-Sha/λ Aqr	101.29	N11-PPal/θ Leo	1	-179	N24-Sha	N11-PPal	False
817844.63	-2473-01-31	-2473	6	R6-śiśira	False	310.09	N26-UBha/α And	129.56	N13-Has/γ Crv	1	-180	N26-UBha	N13-Has	False
817874.18	-2473-03-01	-2473	1	R1-vasanta	False	338.72	N01-Ash/α Ari	158.77	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False
817903.57	-2473-03-31	-2473	1	R1-vasanta	False	6.82	N04-Roh/ε Tau	186.85	N18-Jye/σ Sco	1	180	N04-Roh	N18-Jye	False
