padam,kaanda,varga,shloka,paada,cnt,linga
कुक्षि,2,6,77,1,2,पुं
जठर,2,6,77,1,3,पुं-नपुं
उदर,2,6,77,1,4,नपुं
तुन्द,2,6,77,1,5,नपुं
स्तन,2,6,77,1,6,पुं
कुच,2,6,77,1,7,पुं
चूचुक,2,6,77,2,1,पुं-नपुं
कुचाग्र,2,6,77,2,2,नपुं
क्रोड,2,6,77,2,3,स्त्री-नपुं
भुजान्तर,2,6,77,2,4,नपुं
उरस्,2,6,78,1,1,नपुं
वत्स,2,6,78,1,2,पुं-नपुं
वक्षस्,2,6,78,1,3,नपुं
पृष्ठ,2,6,78,1,4,नपुं
स्कन्ध,2,6,78,2,1,पुं
भुजशिरस्,2,6,78,2,2,नपुं
अंस,2,6,78,2,3,पुं-नपुं
जत्रु,2,6,78,2,4,नपुं
बाहुमूल,2,6,79,1,1,नपुं
कक्ष,2,6,79,1,2,पुं
पार्श्व,2,6,79,1,3,पुं-नपुं
मध्यम,2,6,79,2,1,पुं-नपुं
अवलग्न,2,6,79,2,2,पुं-नपुं
मध्य,2,6,79,2,3,पुं-नपुं
भुज,2,6,80,1,1,स्त्री-पुं
बाहु,2,6,80,1,2,स्त्री-पुं
प्रवेष्ट,2,6,80,1,3,पुं
दोस्,2,6,80,1,4,पुं
कफोणि,2,6,80,1,5,स्त्री-पुं
कूर्पर,2,6,80,1,6,स्त्री-पुं
प्रगण्ड,2,6,80,2,1,पुं
प्रकोष्ठ,2,6,80,2,2,पुं
करभ,2,6,81,1,1,पुं
पञ्चशाख,2,6,81,2,1,पुं
शय,2,6,81,2,2,पुं
पाणि,2,6,81,2,3,पुं
तर्जनी,2,6,81,2,4,स्त्री
प्रदेशिनी,2,6,81,2,5,स्त्री
अङ्गुली,2,6,82,1,1,स्त्री
करशाखा,2,6,82,1,2,स्त्री
अङ्गुष्ठ,2,6,82,1,3,पुं
प्रदेशिनी,2,6,82,1,4,स्त्री
मध्यमा,2,6,82,2,1,स्त्री
अनामिका,2,6,82,2,2,स्त्री
कनिष्ठा,2,6,82,2,3,स्त्री
पुनर्भव,2,6,83,1,1,पुं
कररुह,2,6,83,1,2,पुं
नख,2,6,83,1,3,पुं-नपुं
नखर,2,6,83,1,4,पुं-नपुं
प्रादेश,2,6,83,2,1,पुं
ताल,2,6,83,2,2,पुं
गोकर्ण,2,6,83,2,3,पुं
वितस्ति,2,6,84,1,1,स्त्री-पुं
द्वादशाङ्गुल,2,6,84,1,2,पुं
चपेट,2,6,84,2,1,पुं
प्रतल,2,6,84,2,2,पुं
प्रहस्त,2,6,84,2,3,पुं
संहतल,2,6,85,1,1,पुं
प्रतल,2,6,85,1,2,पुं
प्रसृति,2,6,85,2,1,स्त्री
अञ्जलि,2,6,85,2,2,पुं
हस्त,2,6,86,1,1,पुं
रत्नि,2,6,86,2,1,स्त्री-पुं
अरत्नि,2,6,86,2,2,स्त्री-पुं
व्याम,2,6,87,1,1,पुं
पौरुष,2,6,87,2,1,वि
कण्ठ,2,6,88,1,1,वि
गल,2,6,88,1,2,पुं
ग्रीवा,2,6,88,1,3,स्त्री
शिरोधि,2,6,88,1,4,स्त्री
कन्धरा,2,6,88,1,5,स्त्री
कम्बुग्रीवा,2,6,88,2,1,स्त्री
अवटु,2,6,88,2,2,पुं
घटा,2,6,88,2,3,स्त्री
कृकाटिका,2,6,88,2,4,स्त्री
वक्त्र,2,6,89,1,1,नपुं
आस्य,2,6,89,1,2,नपुं
वदन,2,6,89,1,3,नपुं
तुण्ड,2,6,89,1,4,नपुं
आनन,2,6,89,1,5,नपुं
लपन,2,6,89,1,6,नपुं
मुख,2,6,89,1,7,नपुं
घ्राण,2,6,89,2,1,नपुं
गन्धवहा,2,6,89,2,2,स्त्री
घोणा,2,6,89,2,3,स्त्री
नासा,2,6,89,2,4,स्त्री
नासिका,2,6,89,2,5,स्त्री
ओष्ठ,2,6,90,1,1,पुं
अधर,2,6,90,1,2,पुं
रदनच्छद,2,6,90,1,3,पुं
दशनवासस्,2,6,90,1,4,नपुं
चिबुक,2,6,90,2,1,नपुं
गण्ड,2,6,90,2,2,पुं
कपोल,2,6,90,2,3,पुं
हनु,2,6,90,2,4,पुं
रदन,2,6,91,1,1,पुं
दशन,2,6,91,1,2,पुं
दन्त,2,6,91,1,3,पुं
रद,2,6,91,1,4,पुं
तालु,2,6,91,1,5,नपुं
काकुद,2,6,91,1,6,नपुं
रसज्ञा,2,6,91,2,1,स्त्री
रसना,2,6,91,2,2,स्त्री
जिह्वा,2,6,91,2,3,स्त्री
सक्कणी,2,6,91,2,4,नपुं
ललाट,2,6,92,1,1,नपुं
अलिक,2,6,92,1,2,नपुं
गोधि,2,6,92,1,3,पुं
भ्रू,2,6,92,1,4,स्त्री
कूर्च,2,6,92,2,1,पुं-नपुं
तारकाक्षि,2,6,92,2,2,स्त्री
कनीनिका,2,6,92,2,3,स्त्री
लोचन,2,6,93,1,1,नपुं
नयन,2,6,93,1,2,नपुं
नेत्र,2,6,93,1,3,नपुं
ईक्षण,2,6,93,1,4,नपुं
चक्षुस्,2,6,93,1,5,नपुं
अक्षि,2,6,93,1,6,नपुं
दृश्,2,6,93,2,1,स्त्री
दृष्टि,2,6,93,2,2,स्त्री
अस्रु,2,6,93,2,3,नपुं
नेत्राम्बु,2,6,93,2,4,नपुं
रोदन,2,6,93,2,5,नपुं
अस्र,2,6,93,2,6,नपुं
अश्रु,2,6,93,2,7,नपुं
अपाङ्ग,2,6,94,1,1,पुं
कटाक्ष,2,6,94,1,2,पुं
अपाङ्गदर्शन,2,6,94,1,3,नपुं
कर्ण,2,6,94,2,1,पुं
शब्दग्रह,2,6,94,2,2,पुं
श्रोत्र,2,6,94,2,3,नपुं
श्रुति,2,6,94,2,4,स्त्री
श्रवण,2,6,94,2,5,पुं
श्रवस्,2,6,94,2,6,नपुं
उत्तमाङ्ग,2,6,95,1,1,नपुं
शिरस्,2,6,95,1,2,नपुं
शीर्ष,2,6,95,1,3,नपुं
मूर्धन्,2,6,95,1,4,पुं
मस्तक,2,6,95,1,5,पुं-नपुं
चिकुर,2,6,95,2,1,पुं
कुन्तल,2,6,95,2,2,पुं
बाल,2,6,95,2,3,पुं
कच,2,6,95,2,4,पुं
केश,2,6,95,2,5,पुं
शिरोरुह,2,6,95,2,6,पुं
कैशिक,2,6,96,1,1,नपुं
कैश्य,2,6,96,1,2,नपुं
अलक,2,6,96,1,3,पुं
चूर्णकुन्तल,2,6,96,1,4,पुं
भ्रमरक,2,6,96,2,1,पुं
काकपक्ष,2,6,96,2,2,पुं
शिखण्डक,2,6,96,2,3,पुं
कबरी,2,6,97,1,1,स्त्री
केशवेश,2,6,97,1,2,पुं
धम्मिल्ल,2,6,97,1,3,पुं
शिखा,2,6,97,2,1,स्त्री
चूडा,2,6,97,2,2,स्त्री
केशपाशी,2,6,97,2,3,स्त्री
सटा,2,6,97,2,4,स्त्री
जटा,2,6,97,2,5,स्त्री
वेणि,2,6,98,1,1,स्त्री
प्रवेणी,2,6,98,1,2,स्त्री
शीर्षण्य,2,6,98,1,3,पुं
शिरस्य,2,6,98,1,4,पुं
पाश,2,6,98,2,1,पुं
पक्ष,2,6,98,2,2,पुं
हस्त,2,6,98,2,3,पुं
तनूरुह,2,6,99,1,1,नपुं
रोमन्,2,6,99,1,2,नपुं
लोमन्,2,6,99,1,3,नपुं
श्मश्रु,2,6,99,1,4,नपुं
आकल्प,2,6,99,2,1,पुं
वेष,2,6,99,2,2,पुं
नेपथ्य,2,6,99,2,3,नपुं
प्रतिकर्मन्,2,6,99,2,4,नपुं
प्रसाधन,2,6,99,2,5,नपुं
अलङ्कर्तृ,2,6,100,1,1,वि
अलङ्करिष्णु,2,6,100,1,2,वि
मण्डित,2,6,100,1,3,वि
प्रसाधित,2,6,100,2,1,वि
अलङ्कृत,2,6,100,2,2,वि
भूषित,2,6,100,2,3,वि
परिष्कृत,2,6,100,2,4,वि
विभ्राज्,2,6,101,1,1,वि
भ्राजिष्णु,2,6,101,1,2,वि
रोचिष्णु,2,6,101,1,3,वि
भूषा,2,6,101,1,4,स्त्री
अलङ्क्रिया,2,6,101,1,5,स्त्री
अलङ्कार,2,6,101,2,1,पुं
आभरण,2,6,101,2,2,नपुं
परिष्कार,2,6,101,2,3,पुं
विभूषण,2,6,101,2,4,नपुं
मण्डन,2,6,102,1,1,नपुं
मुकुट,2,6,102,1,2,नपुं
किरीट,2,6,102,1,3,पुं-नपुं
चूडामणि,2,6,102,2,1,पुं
शिरोरत्न,2,6,102,2,2,नपुं
तरल,2,6,102,2,3,पुं
बालपाश्या,2,6,103,1,1,स्त्री
पारितथ्या,2,6,103,1,2,स्त्री
पत्रपाश्या,2,6,103,1,3,स्त्री
ललाटिका,2,6,103,1,4,स्त्री
कर्णिका,2,6,103,2,1,स्त्री
तालपत्र,2,6,103,2,2,नपुं
कुण्डल,2,6,103,2,3,नपुं
कर्णवेष्टन,2,6,103,2,4,नपुं
ग्रैवेयक,2,6,104,1,1,नपुं
कण्ठभूषा,2,6,104,1,2,स्त्री
लम्बन,2,6,104,1,3,नपुं
ललन्तिका,2,6,104,1,4,स्त्री
प्रालम्बिका,2,6,104,2,1,स्त्री
उरःसूत्रिका,2,6,104,2,2,स्त्री
हार,2,6,105,1,1,पुं
मुक्तावली,2,6,105,1,2,स्त्री
देवच्छन्द,2,6,105,1,3,पुं
गुत्स,2,6,105,2,1,पुं
गुत्सार्ध,2,6,105,2,2,पुं
गोस्तन,2,6,105,2,3,पुं
अर्धहार,2,6,106,1,1,पुं
माणवक,2,6,106,1,2,पुं
एकावली,2,6,106,1,3,स्त्री
नक्षत्रमाला,2,6,106,2,1,स्त्री
आवापक,2,6,107,1,1,पुं
पारिहार्य,2,6,107,1,2,पुं
कटक,2,6,107,1,3,पुं-नपुं
वलय,2,6,107,1,4,पुं-नपुं
केयूर,2,6,107,2,1,पुं-नपुं
अङ्गद,2,6,107,2,2,पुं-नपुं
अङ्गुलीयक,2,6,107,2,3,पुं-नपुं
ऊर्मिका,2,6,107,2,4,स्त्री
अङ्गुलिमुद्रा,2,6,108,1,1,स्त्री
कङ्कण,2,6,108,1,2,नपुं
करभूषण,2,6,108,1,3,नपुं
मेखला,2,6,108,2,1,स्त्री
काञ्ची,2,6,108,2,2,स्त्री
सप्तकी,2,6,108,2,3,स्त्री
रशना,2,6,108,2,4,स्त्री
सारसन,2,6,109,1,1,नपुं
शृङ्खल,2,6,109,1,2,वि
पादाङ्गद,2,6,109,2,1,नपुं
तुलाकोटि,2,6,109,2,2,पुं
मञ्जीर,2,6,109,2,3,पुं-नपुं
नूपुर,2,6,109,2,4,पुं-नपुं
हंसक,2,6,110,1,1,पुं
पादकटक,2,6,110,1,2,पुं
किङ्किणी,2,6,110,1,3,स्त्री
क्षुद्रघण्टिका,2,6,110,1,4,स्त्री
त्वच्,2,6,110,2,1,स्त्री
फल,2,6,110,2,2,नपुं
कृमि,2,6,110,2,3,पुं
रोमन्,2,6,110,2,4,नपुं
वाल्क,2,6,111,1,1,वि
फाल,2,6,111,1,2,वि
कार्पास,2,6,111,1,3,वि
बादर,2,6,111,1,4,वि
कौशेय,2,6,111,2,1,वि
राङ्कव,2,6,111,2,2,वि
अनाहत,2,6,112,1,1,वि
निष्प्रवाणि,2,6,112,1,2,वि
तन्त्रक,2,6,112,1,3,वि
नवाम्बर,2,6,112,1,4,नपुं
उद्गमनीय,2,6,112,2,1,नपुं
पत्रोर्ण,2,6,113,1,1,नपुं
धौतकौशेय,2,6,113,1,2,नपुं
बहुमूल्य,2,6,113,1,3,नपुं
महाधन,2,6,113,1,4,नपुं
क्षौम,2,6,113,2,1,पुं-नपुं
दुकूल,2,6,113,2,2,नपुं
निवीत,2,6,113,2,3,वि
प्रावृत,2,6,113,2,4,वि
दशा,2,6,114,1,1,स्त्री-पुं
वस्ति,2,6,114,1,2,स्त्री-पुं
दैर्घ्य,2,6,114,2,1,नपुं
आयाम,2,6,114,2,2,पुं
आनाह,2,6,114,2,3,पुं
परिणाह,2,6,114,2,4,पुं
विशालता,2,6,114,2,5,स्त्री
पटच्चर,2,6,115,1,1,नपुं
जीर्णवस्त्र,2,6,115,1,2,नपुं
नक्तक,2,6,115,1,3,पुं
कर्पट,2,6,115,1,4,पुं
वस्त्र,2,6,115,2,1,नपुं
आच्छादन,2,6,115,2,2,नपुं
वास,2,6,115,2,3,नपुं
चेल,2,6,115,2,4,नपुं
वसन,2,6,115,2,5,नपुं
अंशुक,2,6,115,2,6,नपुं
सुचेलक,2,6,116,1,1,पुं
पट,2,6,116,1,2,पुं-नपुं
वराशि,2,6,116,1,3,पुं
स्थूलशाटक,2,6,116,1,4,पुं
निचोल,2,6,116,2,1,वि
प्रच्छदपट,2,6,116,2,2,पुं
रल्लक,2,6,116,2,3,पुं
कम्बल,2,6,116,2,4,पुं
अन्तरीय,2,6,117,1,1,नपुं
उपसङ्ख्यान,2,6,117,1,2,नपुं
परिधान,2,6,117,1,3,नपुं
अधोम्शुक,2,6,117,1,4,नपुं
प्रावार,2,6,117,2,1,पुं
उत्तरासङ्ग,2,6,117,2,2,पुं
बृहतिका,2,6,117,2,3,स्त्री
सङ्ख्यान,2,6,118,1,1,नपुं
उत्तरीय,2,6,118,1,2,नपुं
चोल,2,6,118,1,3,पुं
कूर्पासक,2,6,118,1,4,पुं-नपुं
नीशार,2,6,118,2,1,पुं
अर्धोरुक,2,6,119,1,1,नपुं
चण्डातक,2,6,119,1,2,नपुं
आप्रपदीन,2,6,119,2,1,वि
वितान,2,6,120,1,1,पुं-नपुं
उल्लोच,2,6,120,1,2,पुं
दूष्य,2,6,120,1,3,नपुं
वस्त्रवेश्मन्,2,6,120,1,4,नपुं
प्रतिसीरा,2,6,120,2,1,स्त्री
जवनिका,2,6,120,2,2,स्त्री
तिरस्करिणी,2,6,120,2,3,स्त्री
परिकर्मन्,2,6,121,1,1,नपुं
अङ्गसंस्कार,2,6,121,1,2,पुं
मार्ष्टि,2,6,121,1,3,स्त्री
मार्जना,2,6,121,1,4,स्त्री
मृजा,2,6,121,1,5,स्त्री
उद्वर्तन,2,6,121,2,1,नपुं
उत्सादन,2,6,121,2,2,नपुं
आप्लाव,2,6,121,2,3,पुं
आप्लव,2,6,121,2,4,पुं
स्नान,2,6,122,1,1,नपुं
चर्चा,2,6,122,1,2,स्त्री
चार्चिक्य,2,6,122,1,3,नपुं
स्थासक,2,6,122,1,4,पुं
प्रबोधन,2,6,122,1,5,नपुं
अनुबोध,2,6,122,2,1,पुं
पत्रलेखा,2,6,122,2,2,स्त्री
पत्राङ्गुलि,2,6,122,2,3,स्त्री
तमालपत्र,2,6,123,1,1,नपुं
तिलक,2,6,123,1,2,पुं-नपुं
चित्रक,2,6,123,1,3,नपुं
विशेषक,2,6,123,1,4,पुं-नपुं
कुङ्कुम,2,6,123,2,1,नपुं
काश्मीरजन्मन्,2,6,124,1,1,नपुं
अग्निशिख,2,6,124,1,2,नपुं
वर,2,6,124,1,3,नपुं
बाह्लीक,2,6,124,1,4,नपुं
पीतन,2,6,124,1,5,नपुं
रक्त,2,6,124,2,1,नपुं
सङ्कोच,2,6,124,2,2,नपुं
पिशुन,2,6,124,2,3,नपुं
धीरन्,2,6,124,2,4,नपुं
लोहितचन्दन,2,6,124,2,5,नपुं
लाक्षा,2,6,125,1,1,स्त्री
राक्षा,2,6,125,1,2,स्त्री
जतु,2,6,125,1,3,नपुं
याव,2,6,125,1,4,पुं
अलक्त,2,6,125,1,5,पुं
द्रुमामय,2,6,125,1,6,पुं
लवङ्ग,2,6,125,2,1,नपुं
देवकुसुम,2,6,125,2,2,नपुं
श्रीसंज्ञ,2,6,125,2,3,नपुं
जायक,2,6,125,2,4,नपुं
कालीयक,2,6,126,1,1,नपुं
कालानुसार्य,2,6,126,1,2,नपुं
समार्थक,2,6,126,1,3,वि
वंशका,2,6,126,2,1,नपुं
अगुरु,2,6,126,2,2,नपुं
राजार्ह,2,6,126,2,3,नपुं
लोह,2,6,126,2,4,नपुं
कृमिज,2,6,126,2,5,नपुं
जोङ्गक,2,6,126,2,6,नपुं
कालागुरु,2,6,127,1,1,नपुं
अगुरु,2,6,127,1,2,नपुं
मङ्गल्या,2,6,127,1,3,नपुं
मल्लिगन्धि,2,6,127,1,4,नपुं
यक्षधूप,2,6,127,2,1,पुं
सर्जरस,2,6,127,2,2,पुं
राल,2,6,127,2,3,पुं
